site_no,lat,lon,huc2,huc4,huc6,huc8,rfc
01379773,40.96,-74.5397222,02,0203,020301,02030103,MARFC
01379780,40.94944444,-74.5572222,02,0203,020301,02030103,MARFC
01381400,40.8122222,-74.5119444,02,0203,020301,02030103,MARFC
01384500,41.1272222,-74.2658333,02,0203,020301,02030103,MARFC
01386000,41.0736111,-74.3116667,02,0203,020301,02030103,MARFC
01387450,41.1411111,-74.1161111,02,0203,020301,02030103,MARFC
01389550,40.87194444,-74.2222222,02,0203,020301,02030103,MARFC
01390450,41.0586111,-74.0955556,02,0203,020301,02030103,MARFC
01390500,40.985,-74.0905556,02,0203,020301,02030103,MARFC
01392500,40.78805556,-74.1716667,02,0203,020301,02030103,MARFC
01393450,40.675,-74.2219444,02,0203,020301,02030104,MARFC
01396582,40.69138889,-74.9369444,02,0203,020301,02030105,MARFC
01396660,40.6475,-74.96888889,02,0203,020301,02030105,MARFC
01399100,40.64944444,-74.6816667,02,0203,020301,02030105,MARFC
01399670,40.61944444,-74.7736111,02,0203,020301,02030105,MARFC
01401650,40.46805556,-74.64888889,02,0203,020301,02030105,MARFC
01402630,40.5061111,-74.6230556,02,0203,020301,02030105,MARFC
01403150,40.6122222,-74.5908333,02,0203,020301,02030105,MARFC
01403400,40.6661111,-74.40388889,02,0203,020301,02030105,MARFC
01403540,40.63638889,-74.45138889,02,0203,020301,02030105,MARFC
01406050,40.415,-74.34888889,02,0203,020301,02030105,MARFC
01407290,40.3197222,-74.2141667,02,0203,020301,02030104,MARFC
01407705,40.1986111,-74.07,02,0203,020301,02030104,MARFC
01407760,40.2033333,-74.0658333,02,0203,020301,02030104,MARFC
01409280,39.66666667,-74.32027778,02,0204,020403,02040301,MARFC
01410150,39.62305556,-74.44138889,02,0204,020403,02040301,MARFC
01410784,39.7336111,-74.9511111,02,0204,020403,02040302,MARFC
01411456,39.65888889,-75.0675,02,0204,020402,02040206,MARFC
01413088,42.29166667,-74.5597222,02,0204,020401,02040102,MARFC
01421610,42.37138889,-74.66888889,02,0204,020401,02040101,MARFC
01421618,42.3611111,-74.6622222,02,0204,020401,02040101,MARFC
01434025,41.9960833,-74.5002222,02,0204,020401,02040104,MARFC
01439590,41.2587041,-74.9954499,02,0204,020401,02040104,MARFC
01440485,41.09397946,-75.32212759,02,0204,020401,02040104,MARFC
01443280,41.07638889,-74.69527778,02,0204,020401,02040105,MARFC
01443900,40.98055556,-75.0391667,02,0204,020401,02040105,MARFC
01463740,40.2711111,-74.7733333,02,0204,020401,02040105,MARFC
01465798,40.05705567,-74.9851694,02,0204,020402,02040202,MARFC
01466500,39.885,-74.50527778,02,0204,020402,02040202,MARFC
01467036,40.1809422,-75.11211669,02,0204,020402,02040202,MARFC
01467081,39.94166667,-75.0011111,02,0204,020402,02040202,MARFC
01467086,40.04650038,-75.11073008,02,0204,020402,02040203,MARFC
01467150,39.90305556,-75.02138889,02,0204,020402,02040202,MARFC
01472620,40.40399276,-75.2343416,02,0204,020402,02040203,MARFC
01475001,39.73888889,-75.1144444,02,0204,020402,02040202,MARFC
01475530,39.97483455,-75.2799067,02,0204,020402,02040202,MARFC
01475548,39.9327861,-75.2376361,02,0204,020402,02040202,MARFC
01475850,39.97649897,-75.4365864,02,0204,020402,02040202,MARFC
01477800,39.7609722,-75.5186944,02,0204,020402,02040205,MARFC
01478000,39.63738889,-75.72788889,02,0204,020402,02040205,MARFC
01478120,39.8284429,-75.780773,02,0204,020402,02040205,MARFC
01480300,40.07287916,-75.8607744,02,0204,020402,02040205,MARFC
01480400,40.0273261,-75.8449449,02,0204,020402,02040205,MARFC
01480638,39.9303864,-75.6846599,02,0204,020402,02040205,MARFC
01480675,40.09787927,-75.74159878,02,0204,020402,02040205,MARFC
01480685,40.05538195,-75.71632459,02,0204,020402,02040205,MARFC
01482500,39.64388889,-75.33027778,02,0204,020402,02040206,MARFC
01483155,39.4309722,-75.7094722,02,0204,020402,02040205,MARFC
01483200,39.36627778,-75.66938889,02,0204,020402,02040205,MARFC
01484100,38.90577778,-75.51275,02,0204,020402,02040207,MARFC
0148471320,38.4093333,-75.21238889,02,0206,020600,02060010,MARFC
01486000,38.21388889,-75.67138889,02,0206,020600,02060009,MARFC
01486500,38.3531111,-75.5725556,02,0206,020600,02060007,MARFC
01490000,38.51166667,-75.8799167,02,0206,020600,02060007,MARFC
01492500,38.96488889,-76.1088333,02,0206,020600,02060002,MARFC
01493000,39.24969444,-75.8613056,02,0206,020600,02060002,MARFC
01493112,39.25705556,-75.94013889,02,0206,020600,02060002,MARFC
01493500,39.28002778,-76.0145556,02,0206,020600,02060002,MARFC
01494150,39.0540833,-76.0546667,02,0206,020600,02060002,MARFC
01494850,39.8223306,-75.8968883,02,0206,020600,02060002,MARFC
01513550,41.96277778,-76.00138889,02,0205,020501,02050103,MARFC
01516500,41.79090746,-77.0146877,02,0205,020501,02050104,MARFC
01531250,41.84035215,-76.8269019,02,0205,020501,02050106,MARFC
01542810,41.57895225,-78.2925121,02,0205,020502,02050202,MARFC
01548303,41.78479405,-77.4019232,02,0205,020502,02050205,MARFC
01567500,40.37091615,-77.402209,02,0205,020503,02050305,MARFC
01569460,40.129533,-77.4072075,02,0205,020503,02050305,MARFC
01571005,40.3061111,-76.8555556,02,0205,020503,02050305,MARFC
01571184,40.0309245,-77.3085949,02,0205,020503,02050305,MARFC
01573695,40.19527778,-76.56777778,02,0205,020503,02050305,MARFC
01573849,39.9802222,-77.1546111,02,0205,020503,02050306,MARFC
01576516,39.99154444,-76.2609306,02,0205,020503,02050306,MARFC
015765185,39.99119167,-76.26395278,02,0205,020503,02050306,MARFC
01580700,39.5226116,-76.1421745,02,0206,020600,02060003,MARFC
01581500,39.5414722,-76.3301111,02,0206,020600,02060003,MARFC
01581649,39.49219444,-76.2591111,02,0206,020600,02060003,MARFC
01581752,39.49649667,-76.34745969,02,0206,020600,02060003,MARFC
0158175320,39.4817222,-76.34052778,02,0206,020600,02060003,MARFC
01581830,39.65480556,-76.7809167,02,0206,020600,02060003,MARFC
01581870,39.62588889,-76.77252778,02,0206,020600,02060003,MARFC
01581960,39.6730833,-76.6751944,02,0206,020600,02060003,MARFC
01583100,39.5206111,-76.76688889,02,0206,020600,02060003,MARFC
01583580,39.4794722,-76.67802778,02,0206,020600,02060003,MARFC
01583800,39.42552778,-76.5965,02,0206,020600,02060003,MARFC
0158397967,39.41010679,-76.5560775,02,0206,020600,02060003,MARFC
01584050,39.45469444,-76.47888889,02,0206,020600,02060003,MARFC
01585075,NA,NA,NA,NA,NA,NA,NA
01585090,39.3795833,-76.4958056,02,0206,020600,02060003,MARFC
01585100,39.37052778,-76.4459167,02,0206,020600,02060003,MARFC
01585104,39.383,-76.4329722,02,0206,020600,02060003,MARFC
01585200,39.37363889,-76.5843333,02,0206,020600,02060003,MARFC
01585225,39.33669444,-76.5406111,02,0206,020600,02060003,MARFC
01585500,39.5933333,-76.96752778,02,0206,020600,02060003,MARFC
01586210,39.48944444,-76.9029444,02,0206,020600,02060003,MARFC
01589100,39.24,-76.6921944,02,0206,020600,02060003,MARFC
01589197,39.44294444,-76.7834167,02,0206,020600,02060003,MARFC
01589238,39.40044444,-76.7704444,02,0206,020600,02060003,MARFC
01589290,39.36171708,-76.761446,02,0206,020600,02060003,MARFC
01589305,39.3351111,-76.7108333,02,0206,020600,02060003,MARFC
01589315,39.31325,-76.7321111,02,0206,020600,02060003,MARFC
01589316,39.31891667,-76.7506944,02,0206,020600,02060003,MARFC
01589317,39.327,-76.74513889,02,0206,020600,02060003,MARFC
01589320,39.31805556,-76.73577778,02,0206,020600,02060003,MARFC
01589330,39.3112222,-76.71663889,02,0206,020600,02060003,MARFC
01589464,39.3395,-76.6256944,02,0206,020600,02060003,MARFC
01589500,39.17,-76.6306111,02,0206,020600,02060003,MARFC
01589795,39.06825,-76.65152778,02,0206,020600,02060004,MARFC
01591400,39.2559722,-77.0510556,02,0206,020600,02060006,MARFC
01591700,39.17466667,-77.0215833,02,0206,020600,02060006,MARFC
01593370,39.22577778,-76.8700556,02,0206,020600,02060006,MARFC
01593450,39.18788889,-76.8307222,02,0206,020600,02060006,MARFC
01594950,39.27669444,-79.3903056,02,0207,020700,02070002,MARFC
01601420,39.6383333,-78.8925556,02,0207,020700,02070002,MARFC
01610400,39.0427222,-78.5983333,02,0207,020700,02070003,MARFC
01613030,39.6405833,-78.2189444,02,0207,020700,02070004,MARFC
01613050,39.89842119,-78.132229,02,0207,020700,02070004,MARFC
01613900,39.2145479,-78.2880592,02,0207,020700,02070004,MARFC
01616100,39.19259167,-78.0686306,02,0207,020700,02070004,MARFC
01616400,39.334625,-78.0534361,02,0207,020700,02070004,MARFC
01617000,39.46954296,-77.9713871,02,0207,020700,02070004,MARFC
01617800,39.51455556,-77.7772222,02,0207,020700,02070004,MARFC
01618100,39.4830833,-77.8318333,02,0207,020700,02070004,MARFC
01620500,38.335,-79.2391667,02,0207,020700,02070005,MARFC
01621050,38.48679008,-78.96030749,02,0207,020700,02070005,MARFC
01636316,39.067025,-78.0037528,02,0207,020700,02070007,MARFC
01636464,39.2115833,-77.8348611,02,0207,020700,02070007,MARFC
01636690,39.3108333,-77.7185,02,0207,020700,02070008,MARFC
01638420,39.205,-77.62388889,02,0207,020700,02070008,MARFC
01643395,39.27530556,-77.3036667,02,0207,020700,02070008,MARFC
01643590,39.1676111,-77.5359167,02,0207,020700,02070008,MARFC
01644371,39.23149456,-77.25581728,02,0207,020700,02070008,MARFC
01644372,39.22288366,-77.2491504,02,0207,020700,02070008,MARFC
01644375,39.1989949,-77.27498388,02,0207,020700,02070008,MARFC
01644380,39.2066111,-77.2885833,02,0207,020700,02070008,MARFC
01644388,39.22338889,-77.31225,02,0207,020700,02070008,MARFC
01644390,39.216,-77.3164167,02,0207,020700,02070008,MARFC
01645704,38.88469518,-77.3324293,02,0207,020700,02070008,MARFC
01645762,38.90888916,-77.3382627,02,0207,020700,02070008,MARFC
01647850,39.0684722,-77.08175,02,0207,020700,02070010,MARFC
01649150,39.0884973,-76.989282,02,0207,020700,02070010,MARFC
01649190,39.03313889,-76.96427778,02,0207,020700,02070010,MARFC
01650500,39.06566667,-77.0293333,02,0207,020700,02070010,MARFC
01650800,38.9862222,-77.0048611,02,0207,020700,02070010,MARFC
01651800,38.9011111,-76.9421944,02,0207,020700,02070010,MARFC
01652500,38.8433333,-77.0858611,02,0207,020700,02070010,MARFC
01654000,38.81289066,-77.2283158,02,0207,020700,02070010,MARFC
01654500,38.8109462,-77.2349827,02,0207,020700,02070010,MARFC
01656903,38.8823899,-77.4319047,02,0207,020700,02070010,MARFC
01658500,38.5873427,-77.4285958,02,0207,020700,02070011,MARFC
01661050,38.33330556,-76.725,02,0207,020700,02070011,MARFC
01661500,38.24175,-76.5036667,02,0207,020700,02070011,MARFC
01662800,38.65567564,-78.0738869,02,0208,020801,02080103,MARFC
01673550,37.6626434,-77.2577548,02,0208,020801,02080106,MARFC
02011490,38.21456767,-79.8375546,02,0208,020802,02080201,MARFC
02036500,37.59792515,-77.819718,02,0208,020802,02080205,MARFC
02038850,37.41542434,-78.6358392,02,0208,020802,02080207,MARFC
02055100,37.41763318,-79.9353193,03,0301,030101,03010101,SERFC
0208524090,36.1497222,-78.8966667,03,0302,030202,03020201,SERFC
02086624,36.12792215,-78.7983389,03,0302,030202,03020201,SERFC
0208675010,36.01938889,-78.8947778,03,0302,030202,03020201,SERFC
0208732534,35.7875,-78.6547222,03,0302,030202,03020201,SERFC
0208732885,35.81694444,-78.5930556,03,0302,030202,03020201,SERFC
0208735012,35.78,-78.66638889,03,0302,030202,03020201,SERFC
02087580,35.71888889,-78.7522222,03,0302,030202,03020201,SERFC
0208758850,35.6936111,-78.6922222,03,0302,030202,03020201,SERFC
02093800,36.1725,-79.9527778,03,0303,030300,03030002,SERFC
02093877,36.12805556,-79.92388889,03,0303,030300,03030002,SERFC
0209399200,36.13777778,-79.86,03,0303,030300,03030002,SERFC
02094659,36.04944444,-79.8552778,03,0303,030300,03030002,SERFC
02094770,36.03805556,-79.7997222,03,0303,030300,03030002,SERFC
02094775,36.0311111,-79.7961111,03,0303,030300,03030002,SERFC
02095181,36.07916667,-79.8127778,03,0303,030300,03030002,SERFC
02095271,36.09777778,-79.7825,03,0303,030300,03030002,SERFC
02096846,35.9872222,-79.2061111,03,0303,030300,03030002,SERFC
0209722970,35.9832222,-78.9568056,03,0303,030300,03030002,SERFC
02097280,35.92263889,-78.9524167,03,0303,030300,03030002,SERFC
0209734440,35.92230556,-79.066,03,0303,030300,03030002,SERFC
02097464,35.9236111,-79.115,03,0303,030300,03030002,SERFC
0209782609,35.76027778,-78.9202778,03,0303,030300,03030002,SERFC
02099000,36.0372222,-79.9455556,03,0303,030300,03030003,SERFC
0210166029,35.80694444,-79.5275,03,0303,030300,03030003,SERFC
02101800,35.6597222,-79.4016667,03,0303,030300,03030003,SERFC
02102908,35.18277778,-79.1775,03,0303,030300,03030004,SERFC
0212393300,35.46777778,-80.7902778,03,0304,030401,03040105,SERFC
02124080,35.41416667,-80.7519444,03,0304,030401,03040105,SERFC
0212419274,35.50388889,-80.73638889,03,0304,030401,03040105,SERFC
02124269,35.30916667,-80.6736111,03,0304,030401,03040105,SERFC
0212427947,NA,NA,NA,NA,NA,NA,NA
0212430293,35.2586111,-80.6627778,03,0304,030401,03040105,SERFC
0212430653,35.25388889,-80.6480556,03,0304,030401,03040105,SERFC
0212466000,35.2083333,-80.58,03,0304,030401,03040105,SERFC
0212467595,35.125,-80.6027778,03,0304,030401,03040105,SERFC
02124692,35.1536111,-80.5352778,03,0304,030401,03040105,SERFC
02136361,33.32850037,-79.3381102,03,0304,030402,03040207,SERFC
02142654,35.40694444,-80.8905556,03,0305,030501,03050101,SERFC
0214265808,35.4036111,-80.8827778,03,0305,030501,03050101,SERFC
0214266000,35.38971389,-80.921,03,0305,030501,03050101,SERFC
0214266080,35.36138889,-80.8975,03,0305,030501,03050101,SERFC
0214269560,35.43416667,-81.03,03,0305,030501,03050101,SERFC
02142900,35.3286111,-80.9097222,03,0305,030501,03050101,SERFC
02142914,35.29944444,-80.94638889,03,0305,030501,03050101,SERFC
0214295600,35.24027778,-80.9744444,03,0305,030501,03050101,SERFC
0214297160,35.1697222,-80.9877778,03,0305,030501,03050101,SERFC
02144000,35.30638889,-81.2347222,03,0305,030501,03050102,SERFC
021457492,35.065,-81.1383333,03,0305,030501,03050101,SERFC
021459367,34.9868083,-81.00833889,03,0305,030501,03050103,SERFC
02146110,34.94444444,-80.9797222,03,0305,030501,03050103,SERFC
02146211,35.26194444,-80.8369444,03,0305,030501,03050103,SERFC
0214627970,35.24027778,-80.8683333,03,0305,030501,03050103,SERFC
02146285,35.2283333,-80.8691667,03,0305,030501,03050103,SERFC
02146315,35.20666667,-80.9219444,03,0305,030501,03050103,SERFC
02146348,35.1458333,-80.9269444,03,0305,030501,03050103,SERFC
02146409,35.2036111,-80.8369444,03,0305,030501,03050103,SERFC
0214642825,35.2361111,-80.7711111,03,0305,030501,03050103,SERFC
0214645075,35.16888889,-80.8308333,03,0305,030501,03050103,SERFC
02146470,35.16444444,-80.8530556,03,0305,030501,03050103,SERFC
0214655255,35.1758333,-80.7191667,03,0305,030501,03050103,SERFC
02146562,35.18666667,-80.7366667,03,0305,030501,03050103,SERFC
0214657975,35.1586111,-80.7133333,03,0305,030501,03050103,SERFC
02146700,35.1408333,-80.82,03,0305,030501,03050103,SERFC
0214678175,35.105,-80.9536111,03,0305,030501,03050103,SERFC
0214685800,35.01035556,-80.8285417,03,0305,030501,03050103,SERFC
02147126,34.83694444,-80.7916667,03,0305,030501,03050103,SERFC
021473415,34.975,-81.18,03,0305,030501,03050103,SERFC
021473426,34.95653054,-81.1061882,03,0305,030501,03050103,SERFC
021473428,34.8895867,-81.069246,03,0305,030501,03050103,SERFC
02153590,35.11846498,-81.43647578,03,0305,030501,03050105,SERFC
02153700,35.0629045,-81.7145444,03,0305,030501,03050105,SERFC
02160325,34.88345068,-82.3012278,03,0305,030501,03050108,SERFC
02160381,34.71678818,-82.1737222,03,0305,030501,03050108,SERFC
02162093,34.02737615,-81.0417588,03,0305,030501,03050106,SERFC
02165200,34.52011957,-82.1570514,03,0305,030501,03050109,SERFC
021652801,34.525,-82.1383333,03,0305,030501,03050109,SERFC
02172035,33.1315584,-79.7836887,03,0305,030502,03050201,SERFC
02172300,33.75347736,-81.6017714,03,0305,030502,03050204,SERFC
02173212,33.69,-81.2541667,03,0305,030502,03050203,SERFC
02193340,33.68262815,-82.857923,03,0306,030601,03060105,SERFC
02196835,33.4386111,-82.1161111,03,0306,030601,03060106,SERFC
02197020,33.37319577,-82.1387309,03,0306,030601,03060106,SERFC
02197598,33.18070175,-82.334291,03,0306,030601,03060108,SERFC
02198100,32.93765809,-81.8153916,03,0306,030601,03060108,SERFC
02203700,33.6889966,-84.3304798,03,0307,030701,03070103,SERFC
02203863,33.69319444,-84.25388889,03,0307,030701,03070103,SERFC
02203950,33.7634389,-84.2201982,03,0307,030701,03070103,SERFC
02204037,33.6684422,-84.1510287,03,0307,030701,03070103,SERFC
02204130,33.57983406,-84.0640805,03,0307,030701,03070103,SERFC
02204285,33.4925,-84.245,03,0307,030701,03070103,SERFC
02207135,33.83066058,-84.1393612,03,0307,030701,03070103,SERFC
02207185,33.7781631,-84.03796879,03,0307,030701,03070103,SERFC
02207385,33.8151073,-83.99018809,03,0307,030701,03070103,SERFC
02207400,33.82149715,-83.9424076,03,0307,030701,03070103,SERFC
02207435,33.7111111,-83.9144444,03,0307,030701,03070103,SERFC
02208050,33.97788234,-83.9396262,03,0307,030701,03070103,SERFC
02208485,NA,NA,NA,NA,NA,NA,NA
02208487,NA,NA,NA,NA,NA,NA,NA
02208493,33.6285,-83.7988611,03,0307,030701,03070103,SERFC
02209360,33.50725,-83.77025,03,0307,030701,03070103,SERFC
02211375,33.27166667,-84.23638889,03,0307,030701,03070103,SERFC
02217274,34.0823272,-83.8546217,03,0307,030701,03070101,SERFC
02217643,34.1620583,-83.5250944,03,0307,030701,03070101,SERFC
02218565,34.01038289,-83.894068,03,0307,030701,03070101,SERFC
02220788,33.5563611,-83.6665278,03,0307,030701,03070101,SERFC
02231454,27.86666667,-80.805,03,0308,030801,03080101,SERFC
02232155,28.18195808,-80.8953373,03,0308,030801,03080101,SERFC
02232200,28.2130681,-80.91089309,03,0308,030801,03080101,SERFC
02234308,28.6324987,-81.32312349,03,0308,030801,03080101,SERFC
02234324,28.64777587,-81.2645109,03,0308,030801,03080101,SERFC
02234384,28.71888466,-81.308678,03,0308,030801,03080101,SERFC
02234400,28.7041629,-81.2906221,03,0308,030801,03080101,SERFC
02234990,28.6872192,-81.3970138,03,0308,030801,03080101,SERFC
02236500,28.44778229,-81.74007599,03,0308,030801,03080102,SERFC
02236605,28.4486152,-81.7814655,03,0308,030801,03080102,SERFC
02237293,28.7444364,-81.8725798,03,0308,030801,03080102,SERFC
02239600,29.21942074,-82.0425889,03,0308,030801,03080102,SERFC
02248000,29.05081845,-81.0464455,03,0308,030802,03080201,SERFC
02248350,28.82106816,-80.8597897,03,0308,030802,03080202,SERFC
02249007,28.12695888,-80.6467205,03,0308,030802,03080202,SERFC
02249500,28.07946057,-80.6294983,03,0308,030802,03080202,SERFC
02263869,28.41278456,-81.5378509,03,0309,030901,03090101,SERFC
02264000,28.39056323,-81.5195173,03,0309,030901,03090101,SERFC
02264003,28.38945214,-81.5250729,03,0309,030901,03090101,SERFC
02264030,28.3805,-81.5069722,03,0309,030901,03090101,SERFC
02264051,28.37444444,-81.515,03,0309,030901,03090101,SERFC
02264100,28.32528785,-81.5206284,03,0309,030901,03090101,SERFC
02266025,28.4052845,-81.61146309,03,0309,030901,03090101,SERFC
02266200,28.38500749,-81.6164632,03,0309,030901,03090101,SERFC
02266291,28.42694444,-81.6052778,03,0309,030901,03090101,SERFC
02266480,28.271123,-81.5909074,03,0309,030901,03090101,SERFC
02270000,27.53225706,-81.3875724,03,0309,030901,03090101,SERFC
02272650,27.46531709,-80.9220072,03,0309,030901,03090101,SERFC
02273630,27.24393485,-80.8964511,03,0309,030901,03090102,SERFC
02274005,27.37754217,-80.8453388,03,0309,030901,03090102,SERFC
02274490,27.3047665,-80.8189493,03,0309,030901,03090102,SERFC
02275197,27.2372685,-80.780615,03,0309,030901,03090102,SERFC
022908295,25.46797778,-80.8545278,03,0309,030902,03090202,SERFC
02291580,26.44202474,-81.795641,03,0309,030902,03090204,SERFC
02294330,28.00002249,-81.8120249,03,0310,031001,03100101,SERFC
02294405,27.98280097,-81.8934151,03,0310,031001,03100101,SERFC
02295163,27.707254,-81.8075826,03,0310,031001,03100101,SERFC
02295520,27.62708333,-81.72775,03,0310,031001,03100101,SERFC
02298488,27.4292084,-82.1386997,03,0310,031001,03100102,SERFC
02298492,27.4094869,-82.1264772,03,0310,031001,03100102,SERFC
02298495,27.38448789,-82.1298107,03,0310,031001,03100102,SERFC
02298527,27.40365397,-82.181756,03,0310,031001,03100102,SERFC
02298530,27.4097648,-82.1750893,03,0310,031001,03100102,SERFC
02298760,27.28838098,-82.3400929,03,0310,031001,03100102,SERFC
02299410,27.1933843,-82.1442558,03,0310,031001,03100102,SERFC
02299450,27.12116517,-82.1934239,03,0310,031001,03100102,SERFC
02299861,27.3678222,-82.5442639,03,0310,031002,03100201,SERFC
02300017,27.57577778,-82.39738889,03,0310,031002,03100202,SERFC
02300075,27.57991667,-82.51338889,03,0310,031002,03100202,SERFC
02300100,27.70475366,-82.1978672,03,0310,031002,03100203,SERFC
02300210,27.60197978,-82.2112009,03,0310,031002,03100203,SERFC
02301738,27.88002457,-82.3706484,03,0310,031002,03100206,SERFC
02301740,27.8966908,-82.3498147,03,0310,031002,03100206,SERFC
02301745,27.902246,-82.3770375,03,0310,031002,03100206,SERFC
