USGS_ID	USGS_name	Station_type	Longitude	Latitude	RFC_ID	NWS_loc_ID	NWS_HSA_ID	GOES_ID	HUC8	Hgraph_type
01021050	ST. CROIX RIVER AT MILLTOWN MAINE	Stream	-67.29667	45.17000	unknown	MILB3	CAR	17396620	unknown	unknown
01021060	ST. CROIX RIVER AT CALAIS MAINE	Stream: Tidal stream	-67.28342	45.19166	unknown	CALM1	CAR	177B83FA	unknown	unknown
01021470	LIBBY BROOK NEAR NORTHFIELD MAINE	Stream	-67.72500	44.80083	NERFC	LIBM1	CAR	DD151498	01050002	unknown
01021480	OLD STREAM NEAR WESLEY MAINE	Stream	-67.73611	44.93694	NERFC	WSLM1	CAR	178886E0	01050002	unknown
01022500	NARRAGUAGUS RIVER AT CHERRYFIELD MAINE	Stream	-67.93528	44.60806	NERFC	CFDM1	CAR	DD007120	01050002	unknown
01022840	OTTER CREEK NEAR BAR HARBOR MAINE	Stream	-68.20667	44.33278	NERFC	OTRM1	CAR	D11721BC	01050002	unknown
01027200	NORTH BRANCH PENOBSCOT RIVER NR PITTSTON FARM ME	Stream	-69.99361	45.93528	NERFC	SBMM1	CAR	DD6CC100	01020001	unknown
01027240	S. BR. PENOBSCOT RIVER NR CANADA FALLS LAKE MAINE	Stream	-69.99501	45.87392	unknown	GDFM1	GYX	DDF07DE6	unknown	unknown
01029200	SEBOEIS RIVER NEAR SHIN POND MAINE	Stream	-68.63361	46.14306	NERFC	SBSM1	CAR	DD006256	01020002	unknown
01029500	EAST BRANCH PENOBSCOT RIVER AT GRINDSTONE MAINE	Stream	-68.58944	45.73028	NERFC	GRNM1	CAR	DF029AB0	01020002	unknown
01030350	WYTOPITLOCK STREAM NEAR WYTOPITLOCK MAINE	Stream	-68.15806	45.70861	NERFC	WYTM1	CAR	17216518	01020003	unknown
01030500	MATTAWAMKEAG RIVER NEAR MATTAWAMKEAG MAINE	Stream	-68.30583	45.50111	NERFC	MATM1	CAR	165FC586	01020003	unknown
01031300	PISCATAQUIS RIVER AT BLANCHARD MAINE	Stream	-69.58389	45.26722	NERFC	BLAM1	CAR	DD08C608	01020004	unknown
01031450	KINGSBURY STREAM AT ABBOT VILLAGE MAINE	Stream	-69.45222	45.18444	NERFC	ABTM1	CAR	DD08D57E	01020004	unknown
01031500	PISCATAQUIS RIVER NEAR DOVER-FOXCROFT MAINE	Stream	-69.31472	45.17500	NERFC	DOVM1	CAR	DD1724F6	01020004	unknown
01031510	BLACK STREAM NEAR DOVER-FOXCROFT MAINE	Stream	-69.23639	45.15028	NERFC	BSTM1	CAR	17887664	01020004	unknown
01033000	SEBEC RIVER AT SEBEC MAINE	Stream	-69.11222	45.27000	unknown	SECM1	CAR	1654534C	unknown	unknown
01034000	PISCATAQUIS RIVER AT MEDFORD MAINE	Stream	-68.86861	45.26056	NERFC	MFDM1	CAR	DD1BE074	01020004	unknown
01034500	PENOBSCOT RIVER AT WEST ENFIELD MAINE	Stream	-68.65139	45.23611	NERFC	WENM1	CAR	DD16B36E	01020005	unknown
01036390	PENOBSCOT RIVER AT EDDINGTON MAINE	Stream	-68.69667	44.82667	unknown	EDDM1	CAR	16213A14	unknown	unknown
01037000	KENDUSKEAG STREAM NEAR BANGOR MAINE	Stream	-68.83167	44.86111	NERFC	KENM1	CAR	DF00C1EA	01020005	unknown
01037050	PENOBSCOT RIVER AT BANGOR MAINE	Stream: Tidal stream	-68.76778	44.79639	unknown	BPRM1	CAR	D1171426	unknown	unknown
01037380	DUCKTRAP RIVER NEAR LINCOLNVILLE MAINE	Stream	-69.06083	44.32917	NERFC	LINM1	GYX	177063A0	01050002	unknown
01038000	SHEEPSCOT RIVER AT NORTH WHITEFIELD MAINE	Stream	-69.59389	44.22278	NERFC	NWFM1	GYX	DDC4C3F0	01050003	unknown
01042500	KENNEBEC RIVER AT THE FORKS MAINE	Stream	-69.96194	45.33972	NERFC	FRKM1	GYX	DE2A83FE	01030001	unknown
01043500	DEAD RIVER NEAR DEAD RIVER MAINE	Stream	-70.20113	45.22905	NERFC	DEDM1	GYX	DDF09E14	01030002	unknown
01044550	SPENCER STREAM NEAR GRAND FALLS MAINE	Stream	-70.24167	45.31361	NERFC	SPEM1	GYX	177A8100	01030002	unknown
01046000	AUSTIN STREAM AT BINGHAM MAINE	Stream	-69.88056	45.06444	NERFC	AUSM1	GYX	17886512	01030003	unknown
01046500	KENNEBEC RIVER AT BINGHAM MAINE	Stream	-69.88556	45.05194	NERFC	BINM1	GYX	17CDE71A	01030003	unknown
01047000	CARRABASSETT RIVER NEAR NORTH ANSON MAINE	Stream	-69.95500	44.86917	NERFC	NANM1	GYX	DD00A748	01030003	unknown
01047150	KENNEBEC RIVER NEAR MADISON MAINE	Stream	-69.88694	44.77889	NERFC	MDSM1	GYX	17465084	01030003	unknown
01047200	SANDY RIVER NEAR MADRID MAINE	Stream	-70.48528	44.85778	NERFC	MDIM1	GYX	177BF56A	01030003	unknown
01048000	SANDY RIVER NEAR MERCER MAINE	Stream	-69.93750	44.70806	NERFC	MERM1	GYX	177B908C	01030003	unknown
01048220	EAST BRANCH WESSERUNSETT STREAM NEAR ATHENS MAINE	Stream	-69.65694	44.94750	NERFC	ATHM1	GYX	DD00E442	01030003	unknown
01049265	KENNEBEC RIVER AT NORTH SIDNEY MAINE	Stream	-69.68389	44.47222	NERFC	SIDM1	GYX	17CE03E6	01030003	unknown
01049320	KENNEBEC RIVER AT CALUMET BRIDGE AT AUGUSTA MAINE	Stream: Tidal stream	-69.77167	44.31861	unknown	ASTM1	GYX	DD28671E	unknown	unknown
01049330	KENNEBEC RIVER AT HALLOWELL MAINE	Stream: Tidal stream	-69.78819	44.28681	unknown	HALM1	GYX	DE2B7180	unknown	unknown
01049500	COBBOSSEECONTEE STREAM AT GARDINER MAINE	Stream	-69.77806	44.22917	NERFC	GDRM1	GYX	DDC4D086	01030003	snow-dom
01049505	KENNEBEC RIVER AT GARDINER MAINE	Stream: Tidal stream	-69.76944	44.23028	unknown	GIRM1	GYX	177BD386	unknown	unknown
01052500	DIAMOND RIVER NEAR WENTWORTH LOCATION NH	Stream	-71.05750	44.87750	NERFC	DIAN3	GYX	17CE1090	01040001	unknown
01053500	ANDROSCOGGIN RIVER AT ERROL NH	Stream	-71.12861	44.78250	NERFC	ERRN3	GYX	DDF1CC92	01040001	unknown
01053600	ANDROSCOGGIN RIVER BELOW BOG BROOK AT CAMBRIDGE NH	Stream	-71.18139	44.66611	NERFC	CMBN3	GYX	DDF0AB8E	01040001	unknown
01054000	ANDROSCOGGIN RIVER NEAR GORHAM NH	Stream	-71.19028	44.43583	NERFC	GRMN3	GYX	17CDF46C	01040001	unknown
01054114	PEABODY RIVER AT GORHAM NEW HAMPSHIRE	Stream	-71.17066	44.38132	NERFC	PEAN3	GYX	DE2A9088	01040002	unknown
01054200	WILD RIVER AT GILEAD MAINE	Stream	-70.97972	44.39056	NERFC	GILM1	GYX	DDFED7A4	01040002	unknown
01054300	ELLIS RIVER AT SOUTH ANDOVER MAINE	Stream	-70.73306	44.59333	NERFC	SADM1	GYX	DDBE1166	01040002	unknown
01054500	ANDROSCOGGIN RIVER AT RUMFORD MAINE	Stream	-70.54417	44.55194	NERFC	RMFM1	GYX	DDF1A974	01040002	unknown
01055000	SWIFT RIVER NEAR ROXBURY MAINE	Stream	-70.58889	44.64278	NERFC	ROXM1	GYX	DDE67AB6	01040002	unknown
01055500	NEZINSCOT RIVER AT TURNER CENTER MAINE	Stream	-70.22972	44.26944	NERFC	TCRM1	GYX	DD4617D4	01040002	unknown
01057000	LITTLE ANDROSCOGGIN RIVER NEAR SOUTH PARIS MAINE	Stream	-70.53972	44.30389	NERFC	SPSM1	GYX	1674D4B6	01040002	unknown
01059000	ANDROSCOGGIN RIVER NEAR AUBURN MAINE	Stream	-70.20806	44.07222	NERFC	AUBM1	GYX	17E5274C	01040002	unknown
01060000	ROYAL RIVER AT YARMOUTH MAINE	Stream	-70.17827	43.79915	unknown	YARM1	GYX	DDEAD500	unknown	unknown
01063310	STONY BROOK AT EAST SEBAGO MAINE	Stream	-70.63972	43.85556	NERFC	SBOM1	GYX	177E1158	01060001	unknown
01063995	SEBAGO LAKE NEAR NORTH WINDHAM MAINE	Lake, Reservoir, Impoundment	-70.50611	43.77778	unknown	STDM1	GYX	17CE250A	unknown	unknown
01064140	PRESUMPSCOT RIVER NEAR WEST FALMOUTH MAINE	Stream	-70.30293	43.72460	unknown	WFAM1	GYX	DDBF2606	unknown	unknown
010642505	SACO RIVER AT RIVER STREET AT BARTLETT NH	Stream	-71.28556	44.08389	NERFC	BLTN3	GYX	DE17651A	01060002	unknown
01064500	SACO RIVER NEAR CONWAY NH	Stream	-71.09056	43.99083	NERFC	CNWN3	GYX	DD942440	01060002	unknown
01064801	BEARCAMP RIVER AT SOUTH TAMWORTH NH	Stream	-71.28833	43.83000	NERFC	BCPN3	GYX	1767109A	01060002	unknown
01066000	SACO RIVER AT CORNISH MAINE	Stream	-70.78167	43.80806	NERFC	CNHM1	GYX	177E022E	01060002	unknown
01067950	KENNEBUNK RIVER NEAR KENNEBUNK MAINE	Stream	-70.55333	43.43222	NERFC	KNKM1	GYX	DD13A7D8	01060003	unknown
01068910	MOUSAM RIVER AT ROUTE 4 NEAR SANFORD MAINE	Stream	-70.73806	43.41833	NERFC	MOUM1	GYX	176DC7A0	01060003	unknown
01069500	MOUSAM RIVER NEAR WEST KENNEBUNK MAINE	Stream	-70.65833	43.41833	NERFC	WKBM1	GYX	17786706	01060003	unknown
01069700	BRANCH BROOK NEAR KENNEBUNK MAINE	Stream	-70.58333	43.37917	NERFC	KBKM1	GYX	1746651E	01060003	unknown
01072800	COCHECO RIVER NEAR ROCHESTER NH	Stream	-70.97417	43.26833	NERFC	COCN3	GYX	17C5B3C0	01060003	unknown
01072870	ISINGLASS R AT ROCHESTER NECK RD NR DOVER NH	Stream	-70.95694	43.23472	NERFC	ISIN3	GYX	17700646	01060003	unknown
01073000	OYSTER RIVER NEAR DURHAM NH	Stream	-70.96556	43.14861	NERFC	OYSN3	GYX	17C274EA	01060003	unknown
01073319	LAMPREY RIVER AT LANGFORD ROAD AT RAYMOND NH	Stream	-71.20167	43.04139	NERFC	RAYN3	GYX	DD0FC43C	01060003	unknown
01073500	LAMPREY RIVER NEAR NEWMARKET NH	Stream	-70.95306	43.10250	NERFC	LAMN3	GYX	DD3EA550	01060003	unknown
010735562	EXETER RIVER AT ODELL ROAD NEAR SANDOWN NH	Stream	-71.16528	42.94889	NERFC	SANN3	GYX	DD14A5EC	01060003	unknown
01073587	EXETER RIVER AT HAIGH ROAD NEAR BRENTWOOD NH	Stream	-71.03889	42.98444	NERFC	EXTN3	GYX	DD3EC0B6	01060003	unknown
01073785	WINNICUT RIVER AT GREENLAND NR PORTSMOUTH NH	Stream	-70.84750	43.03583	NERFC	WINN3	GYX	DD16509C	01060003	unknown
01074520	EAST BRANCH PEMIGEWASSET RIVER AT LINCOLN NH	Stream	-71.66028	44.04750	NERFC	LINN3	GYX	17E501A0	01070001	unknown
01075000	PEMIGEWASSET RIVER AT WOODSTOCK NH	Stream	-71.68000	43.97611	NERFC	WOON3	GYX	CE468906	01070001	unknown
01076000	BAKER RIVER NEAR RUMNEY NH	Stream	-71.84583	43.79556	NERFC	RUMN3	GYX	CE46A138	01070001	unknown
01076500	PEMIGEWASSET RIVER AT PLYMOUTH NH	Stream	-71.68611	43.75917	NERFC	PLMN3	GYX	CE4694A2	01070001	unknown
01077400	COCKERMOUTH RIVER BELOW HARDY BROOK AT GROTON NH	Stream	-71.83333	43.70389	NERFC	GRTN3	GYX	1768836A	01070001	unknown
01078000	SMITH RIVER NEAR BRISTOL NH	Stream	-71.74833	43.56639	NERFC	BRSN3	GYX	CE4687D4	01070001	unknown
01081000	WINNIPESAUKEE RIVER AT TILTON NH	Stream	-71.58806	43.44167	NERFC	TLTN3	GYX	CE469A70	01070002	unknown
01081500	MERRIMACK RIVER AT FRANKLIN JUNCTION NH	Stream	-71.65333	43.42278	NERFC	FRJN3	GYX	CE713ECC	01070002	unknown
01082000	CONTOOCOOK RIVER AT PETERBOROUGH NH	Stream	-71.95972	42.86250	NERFC	PTRN3	GYX	CE5DA50E	01070003	unknown
01083000	NUBANUSIT BK BLW MACDOWELL DAM NR PETERBOROUGH NH	Stream	-71.98722	42.89278	NERFC	MACN3	GYX	CE31933A	01070003	unknown
01085000	CONTOOCOOK RIVER NEAR HENNIKER NH	Stream	-71.85778	43.15194	NERFC	HENN3	GYX	CE46B24E	01070003	unknown
01085500	CONTOOCOOK R BL HOPKINTON DAM AT W HOPKINTON NH	Stream	-71.74778	43.19278	NERFC	COTN3	GYX	172B2740	01070003	unknown
01086000	WARNER RIVER AT DAVISVILLE NH	Stream	-71.73278	43.25083	NERFC	DAVN3	GYX	CE396718	01070003	unknown
01087000	BLACKWATER RIVER NEAR WEBSTER NH	Stream	-71.69500	43.29694	NERFC	WBSN3	GYX	CE39746E	01070003	unknown
01087850	CONTOOCOOK RIVER AT RIVER HILL NEAR PENACOOK NH	Stream	-71.62000	43.24972	unknown	RVHN3	GYX	CE46AFEA	unknown	unknown
01088400	MERRIMACK RIVER AT CONCORD NH	Stream	-71.53083	43.20889	unknown	CONN3	GYX	CE46BC9C	unknown	unknown
01089500	SUNCOOK RIVER AT NORTH CHICHESTER NH	Stream	-71.37000	43.25667	NERFC	NCHN3	GYX	175F124C	01070002	unknown
01089925	SUNCOOK RIVER AT NH 28 NEAR SUNCOOK NH	Stream	-71.40639	43.15972	unknown	ALLN3	GYX	17BDD72C	unknown	unknown
01090800	PISCATAQUOG RIVER BL EVERETT DAM NR E WEARE NH	Stream	-71.66000	43.09139	NERFC	WERN3	GYX	CE31804C	01070002	unknown
01091000	SOUTH BRANCH PISCATAQUOG RIVER NEAR GOFFSTOWN NH	Stream	-71.64194	43.01472	NERFC	SBPN3	GYX	DD0F515E	01070002	unknown
01091500	PISCATAQUOG RIVER NEAR GOFFSTOWN NH	Stream	-71.55111	43.01667	NERFC	GFFN3	GYX	CE46C4DE	01070002	unknown
01092000	MERRIMACK R NR GOFFS FALLS BELOW MANCHESTER NH	Stream	-71.46389	42.94806	NERFC	GOFN3	GYX	CE46CA0C	01070002	unknown
01093852	SOUHEGAN RIVER (SITE WLR-1) NEAR MILFORD NH	Stream	-71.70722	42.84250	NERFC	MFDN3	GYX	DE175080	01070002	unknown
01094000	SOUHEGAN RIVER AT MERRIMACK NH	Stream	-71.50667	42.85750	NERFC	SOHN3	GYX	CE46D97A	01070002	unknown
01094400	NORTH NASHUA RIVER AT FITCHBURG MA	Stream	-71.78861	42.57611	NERFC	FBGM3	BOX	166891BE	01070004	unknown
01094500	NORTH NASHUA RIVER NEAR LEOMINSTER MA	Stream	-71.72193	42.49506	NERFC	LEOM3	BOX	D11E779C	01070004	unknown
01095220	STILLWATER RIVER NEAR STERLING MA	Stream	-71.79167	42.41083	NERFC	STEM3	BOX	1686C020	01070004	unknown
01095375	QUINAPOXET RIVER AT CANADA MILLS NEAR HOLDEN MA	Stream	-71.82861	42.37278	NERFC	HOLM3	BOX	DDEB0192	01070004	unknown
01095434	GATES BROOK NEAR WEST BOYLSTON MA	Stream	-71.77583	42.36444	NERFC	WBOM3	BOX	DF0C161E	01070004	unknown
01095503	NASHUA RIVER WATER STREET BRIDGE AT CLINTON MA	Stream	-71.66611	42.41944	NA	CLIM3	BOX	165E74F2	01070004	unknown
01096000	SQUANNACOOK RIVER NEAR WEST GROTON MA	Stream	-71.65833	42.63417	NERFC	WGTM3	BOX	172A405C	01070004	unknown
01096500	NASHUA RIVER AT EAST PEPPERELL MA	Stream	-71.57556	42.66750	NERFC	DNSM3	BOX	CE5B73A8	01070004	unknown
01096508	MERRIMACK RIVER AT NASHUA NH	Stream	-71.44333	42.76333	unknown	NSHN3	GYX	DD3EF52C	unknown	unknown
010965852	BEAVER BROOK AT NORTH PELHAM NH	Stream	-71.35417	42.78278	NERFC	NPEN3	GYX	DD3EE65A	01070002	unknown
01097000	ASSABET RIVER AT MAYNARD MA	Stream	-71.45028	42.43194	NERFC	MAYM3	BOX	D11EB282	01070005	unknown
01097300	NASHOBA BROOK NEAR ACTON MA	Stream	-71.40472	42.51250	NERFC	ACTM3	BOX	16D1E0BA	01070005	unknown
01098500	COCHITUATE BK BL LAKE COCHITUATE AT FRAMINGHAM MA	Stream	-71.38381	42.31514	NA	CCHM3	BOX	DDEAE09A	01070005	unknown
01098530	SUDBURY RIVER AT SAXONVILLE MA	Stream	-71.39806	42.32528	NERFC	SAXM3	BOX	DDB9D64C	01070005	unknown
01099500	CONCORD R BELOW R MEADOW BROOK AT LOWELL MA	Stream	-71.30250	42.63667	NERFC	LCNM3	BOX	1655C4D4	01070005	unknown
01100000	MERRIMACK RIVER BL CONCORD RIVER AT LOWELL MA	Stream	-71.29889	42.64583	NERFC	LOWM3	BOX	CE46D7A8	01070002	unknown
01100500	MERRIMACK RIVER AT LAWRENCE MA	Stream	-71.15314	42.70483	unknown	LAWM3	BOX	168524DC	unknown	unknown
01100505	SPICKET RIVER AT NORTH SALEM NH	Stream	-71.21556	42.84917	NERFC	NSLN3	GYX	175D6128	01070002	unknown
01100561	SPICKET RIVER NEAR METHUEN MA	Stream	-71.20889	42.74306	NERFC	MTHM3	BOX	DE1232A6	01070002	unknown
01100600	SHAWSHEEN RIVER NEAR WILMINGTON MA	Stream	-71.21528	42.56806	NERFC	WLMM3	BOX	1668724C	01070002	unknown
01100627	SHAWSHEEN RIVER AT BALMORAL STREET AT ANDOVER MA	Stream	-71.14972	42.67139	NERFC	ANDM3	BOX	166882C8	01070002	unknown
01100693	MERRIMACK R 0.3 MILES U.S.RT 125 AT HAVERHILLMA	Stream	-71.08306	42.77278	unknown	HVRM3	BOX	17D0A0E8	unknown	unknown
011006988	MERRIMACK RIVER AT BATES BRIDGE NEAR HAVERHILL MA	Stream	-71.03317	42.76361	unknown	BATM3	BOX	DD223630	unknown	unknown
01100870	MERRIMACK RIVER AT NEWBURYPORT MA	Stream	-70.87333	42.81556	unknown	NPTM3	BOX	DDEA668E	unknown	unknown
01101000	PARKER RIVER AT BYFIELD MA	Stream	-70.94611	42.75278	NERFC	BYFM3	BOX	166854A0	01090001	unknown
01101500	IPSWICH RIVER AT SOUTH MIDDLETON MA	Stream	-71.02750	42.56944	NERFC	SMMM3	BOX	1655F14E	01090001	unknown
01102000	IPSWICH RIVER NEAR IPSWICH MA	Stream	-70.89417	42.65972	NERFC	IPSM3	BOX	DDAF32EE	01090001	unknown
01102500	ABERJONA RIVER AT WINCHESTER MA	Stream	-71.13858	42.44736	NA	WCHM3	BOX	DDEA857C	01090001	unknown
01103050	MYSTIC R AT AMELIA EARHART DAM NR SOMERVILLE MA	Stream	-71.07556	42.39556	unknown	AMEM3	BOX	16DAC5FE	unknown	unknown
01103280	CHARLES RIVER AT MEDWAY MA	Stream	-71.39000	42.13972	NERFC	MEDM3	BOX	DD141662	01090001	unknown
01103455	TROUT BROOK AT DOVER MA	Stream	-71.29389	42.25389	NERFC	TDVM3	BOX	DD3A13E4	01090001	unknown
01103500	CHARLES RIVER AT DOVER MA	Stream	-71.26056	42.25611	NERFC	DOVM3	BOX	DD1321CC	01090001	unknown
01104000	MOTHER BROOK AT DEDHAM MA	Stream	-71.16472	42.25500	NERFC	DDHM3	BOX	17D3A7E6	01090001	unknown
01104200	CHARLES RIVER AT WELLESLEY MA	Stream	-71.22833	42.31639	NERFC	WELM3	BOX	DDEAB0E6	01090001	unknown
01104500	CHARLES RIVER AT WALTHAM MA	Stream	-71.23417	42.37222	NERFC	WLTM3	BOX	177D462A	01090001	unknown
01104501	BEAVER BROOK LINDEN STREET AT WALTHAM MA	Stream	-71.22237	42.37870	NERFC	WBBM3	BOX	DD4763BE	01090001	unknown
01104683	MUDDY RIVER AT BROOKLINE MA	Stream	-71.11167	42.33722	unknown	MUDM3	BOX	170C6790	unknown	unknown
01105000	NEPONSET RIVER AT NORWOOD MA	Stream	-71.20139	42.17750	NERFC	NRWM3	BOX	17D22308	01090001	unknown
01105500	EAST BRANCH NEPONSET RIVER AT CANTON MA	Stream	-71.14639	42.15444	NERFC	CANM3	BOX	17CA2030	01090001	unknown
01105554	NEPONSET RIVER AT GREENLODGE ST NEAR CANTON MA	Stream	-71.14639	42.20917	NERFC	GRLM3	BOX	16851146	01090001	unknown
011055566	NEPONSET RIVER AT MILTON VILLAGE MA	Stream	-71.06889	42.27083	NERFC	MLTM3	BOX	DD13C23E	01090001	unknown
01105583	MONATIQUOT RIVER AT EAST BRAINTREE MA	Stream	-70.97861	42.22083	NERFC	EABM3	BOX	17C8A3D0	01090001	unknown
01105600	OLD SWAMP RIVER NEAR SOUTH WEYMOUTH MA	Stream	-70.94528	42.19028	NERFC	WTHM3	BOX	17C987C6	01090001	unknown
01105638	WEIR RIVER AT LEAVITT STREET AT HINGHAM MA	Stream	-70.87250	42.23472	unknown	HGMM3	BOX	170BE3B0	unknown	unknown
01105730	INDIAN HEAD RIVER AT HANOVER MA	Stream	-70.82306	42.10056	NERFC	INHM3	BOX	1684E338	01090002	unknown
01105870	JONES RIVER AT KINGSTON MA	Stream	-70.73417	41.99083	NERFC	KNGM3	BOX	D11E946E	01090002	unknown
01105876	EEL RIVER AT RT 3A NEAR PLYMOUTH MA	Stream	-70.62306	41.94167	NERFC	EELM3	BOX	17D1C7F4	01090002	unknown
011058798	HERRING R AT CHEQUESSETT NECK RD AT WELLFLEET MA	Estuary	-70.06456	41.93111	unknown	WLFM3	BOX	DD434068	unknown	unknown
01105880	HERRING RIVER AT NORTH HARWICH MA	Stream	-70.10750	41.70000	NERFC	HRWM3	BOX	DD1362C6	01090002	unknown
011058837	QUASHNET RIVER AT WAQUOIT VILLAGE MA	Stream	-70.50833	41.59222	NERFC	QUAM3	BOX	DDB9C53A	01090002	unknown
01105917	MATTAPOISETT RIVER NEAR MATTAPOISETT MA	Stream	-70.83889	41.66250	NERFC	MTTM3	BOX	170C37EC	01090002	unknown
01105933	PASKAMANSET RIVER NEAR SOUTH DARTMOUTH MA	Stream	-70.99083	41.58528	NERFC	SDMM3	BOX	DF0C30F2	01090002	unknown
01108000	TAUNTON RIVER NEAR BRIDGEWATER MA	Stream	-70.95694	41.93389	NERFC	BDGM3	BOX	DD13E4D2	01090004	unknown
01108410	MILL RIVER AT SPRING STREET AT TAUNTON MA	Stream	-71.09000	41.89972	NERFC	TNMM3	BOX	DDAF447E	01090004	unknown
01109000	WADING RIVER NEAR NORTON MA	Stream	-71.17722	41.94750	NERFC	NORM3	BOX	17D31468	01090004	unknown
01109060	THREEMILE RIVER AT NORTH DIGHTON MA	Stream	-71.12333	41.86611	NERFC	NDGM3	BOX	D11EC412	01090004	unknown
01109070	SEGREGANSET RIVER NEAR DIGHTON MA	Stream	-71.14333	41.84028	NERFC	DIGM3	BOX	16DA9582	01090004	unknown
01109403	TEN MILE R. PAWTUCKET AVE. AT E. PROVIDENCE RI	Stream	-71.35083	41.83083	NERFC	EPPR1	BOX	17BC53C2	01090004	unknown
01109730	BLACKSTONE RIVER W. MAIN ST. AT MILLBURY MA	Stream	-71.76556	42.18889	NERFC	MLBM3	BOX	DDAF2198	01090003	unknown
01110000	QUINSIGAMOND RIVER AT NORTH GRAFTON MA	Stream	-71.71139	42.23028	NERFC	NGFM3	BOX	172A36CC	01090003	unknown
01110500	BLACKSTONE RIVER AT NORTHBRIDGE MA	Stream	-71.65250	42.15361	NERFC	NBRM3	BOX	CE467982	01090003	unknown
01111200	WEST RIVER BELOW WEST HILL DAM NR UXBRIDGE MA	Stream	-71.60778	42.10472	NERFC	UXBM3	BOX	CE32D73E	01090003	unknown
01111212	BLACKSTONE RIVER RT 122 BRIDGE NEAR UXBRIDGE MA	Stream	-71.61694	42.05472	NERFC	XBRM3	BOX	DDE684E0	01090003	unknown
01111500	BRANCH RIVER AT FORESTDALE RI	Stream	-71.56250	41.99639	NERFC	FDLR1	BOX	17B56004	01090003	unknown
01112500	BLACKSTONE RIVER AT WOONSOCKET RI	Stream	-71.50306	42.00639	NERFC	WOOR1	BOX	CE467750	01090003	unknown
01114000	MOSHASSUCK RIVER AT PROVIDENCE RI	Stream	-71.41111	41.83389	NERFC	MOSR1	BOX	1732E39C	01090004	unknown
01114500	WOONASQUATUCKET RIVER AT CENTERDALE RI	Stream	-71.48778	41.85889	NERFC	CENR1	BOX	1732F0EA	01090004	unknown
