site_no,lat,lon,huc2,huc4,huc6,huc8,rfc
04057814,46.4393822,-87.7979128,04,0403,040301,04030110,NCRFC
04062011,45.94745319,-88.2154106,04,0403,040301,04030106,NCRFC
04062500,46.113838,-88.2159687,04,0403,040301,04030107,NCRFC
04063000,45.9513419,-88.1892993,04,0403,040301,04030108,NCRFC
04065106,45.76777778,-87.9805556,04,0403,040301,04030108,NCRFC
04082400,44.013595,-88.5409472,04,0403,040302,04030201,NCRFC
040851385,44.5286111,-88.01,04,0403,040302,04030204,NCRFC
04092750,41.6492023,-87.4686529,04,0404,040400,04040001,NCRFC
04148500,43.03891625,-83.771626,04,0408,040802,04080204,NCRFC
04267500,44.51166667,-74.8830556,04,0415,041503,04150305,NERFC
04289000,44.37033339,-72.7687298,04,0415,041504,04150403,NERFC
05357215,46.02388889,-89.6527778,07,0705,070500,07050002,NCRFC
05383075,43.86079886,-91.2104156,07,0704,070400,07040006,NCRFC
05391000,45.8305086,-89.55236359,07,0707,070700,07070001,NCRFC
05427850,43.1508333,-89.4019444,07,0709,070900,07090001,NCRFC
05428500,43.08944444,-89.3608333,07,0709,070900,07090001,NCRFC
05507800,39.57405556,-91.5718056,07,0711,071100,07110007,NCRFC
05507800,39.57405556,-91.5718056,07,0711,071100,07110007,NCRFC
05536890,41.69138889,-87.9644444,07,0712,071200,07120004,NCRFC
05537980,41.53638889,-88.0825,07,0712,071200,07120004,NCRFC
06857100,39.0427758,-96.8294533,10,1025,102500,10250017,MBRFC
06890900,39.07500017,-95.4038634,10,1027,102701,10270103,MBRFC
06903900,40.82187224,-92.8912543,10,1028,102802,10280201,MBRFC
06911000,38.5161111,-95.6961111,10,1029,102901,10290101,MBRFC
06912500,38.6450089,-95.5597037,10,1029,102901,10290101,MBRFC
06915000,38.6563999,-94.8963521,10,1029,102901,10290102,MBRFC
06919020,37.73588889,-93.7796944,10,1029,102901,10290106,MBRFC
06919900,37.8698333,-93.8031667,10,1029,102901,10290106,MBRFC
06921350,37.90605556,-93.3289167,10,1029,102901,10290107,MBRFC
07057370,36.2236111,-92.3,11,1101,110100,11010004,LMRFC
07060500,36.11666667,-92.1430556,11,1101,110100,11010004,LMRFC
07076517,35.43805556,-91.7458333,11,1101,110100,11010014,LMRFC
07124410,37.14390846,-104.5477644,11,1102,110200,11020010,ABRFC
07144795,37.72140097,-97.7944956,11,1103,110300,11030014,ABRFC
07191500,36.2295379,-95.182741,11,1107,110702,11070209,ABRFC
07198000,35.5731511,-95.0688458,11,1111,111101,11110103,ABRFC
07312100,33.7600934,-99.1428495,11,1113,111302,11130206,ABRFC
07339000,34.04177757,-94.6199358,11,1114,111401,11140108,ABRFC
07346000,32.74958345,-94.4988102,11,1114,111403,11140306,LMRFC
07381000,29.7979854,-90.8225932,08,0809,080903,08090301,LMRFC
07381235,29.5772222,-90.3808333,08,0809,080903,08090302,LMRFC
08026000,31.06408004,-93.5196165,12,1201,120100,12010005,WGRFC
08028500,30.74714557,-93.608508,12,1201,120100,12010005,WGRFC
08040600,30.79103579,-94.1510237,12,1202,120200,12020003,WGRFC
08041780,30.156878,-94.1143469,12,1202,120200,12020003,WGRFC
08053000,33.0456773,-96.9611173,12,1203,120301,12030103,WGRFC
08063800,32.2434807,-96.6402676,12,1203,120301,12030109,WGRFC
08066250,30.57214544,-94.9488223,12,1203,120302,12030202,WGRFC
08066500,30.4252067,-94.8507622,12,1203,120302,12030202,WGRFC
08091000,32.25903188,-97.7025268,12,1206,120602,12060202,WGRFC
08093100,31.8123822,-97.2977882,12,1206,120602,12060202,WGRFC
08093360,31.8954362,-97.2030634,12,1206,120602,12060202,WGRFC
08096500,31.53600056,-97.0733325,12,1206,120602,12060202,WGRFC
08102500,31.07017947,-97.4413967,12,1207,120702,12070201,WGRFC
08104100,31.0018485,-97.4925088,12,1207,120702,12070203,WGRFC
08105700,30.69436146,-97.2788849,12,1207,120702,12070205,WGRFC
08106350,30.76074836,-97.0138754,12,1207,120702,12070204,WGRFC
08110000,30.3218773,-96.5074683,12,1207,120701,12070102,WGRFC
08116400,29.51190593,-95.7468942,12,1207,120701,12070104,WGRFC
08153500,30.29186695,-98.3994674,12,1209,120902,12090206,WGRFC
08158000,30.24613889,-97.6800556,12,1209,120902,12090205,WGRFC
08166200,30.053266,-99.163375,12,1210,121002,12100201,WGRFC
08166250,29.98777778,-99.11,12,1210,121002,12100201,WGRFC
08167000,29.96523889,-98.8971667,12,1210,121002,12100201,WGRFC
08167500,29.8604957,-98.3836275,12,1210,121002,12100201,WGRFC
08167800,29.85910758,-98.1800106,12,1210,121002,12100202,WGRFC
08168000,29.7593893,-98.140009,12,1210,121002,12100202,WGRFC
08168500,29.7149465,-98.1100083,12,1210,121002,12100202,WGRFC
08169000,29.70605788,-98.1225085,12,1210,121002,12100202,WGRFC
08169792,29.53616667,-97.8809444,12,1210,121002,12100202,WGRFC
08173900,29.48440414,-97.4502702,12,1210,121002,12100202,WGRFC
08175800,29.09053147,-97.3297129,12,1210,121002,12100204,WGRFC
08176500,28.7930456,-97.0130429,12,1210,121002,12100204,WGRFC
08211000,28.03834719,-97.8602769,12,1211,121101,12110111,WGRFC
08285500,36.5803833,-106.7247667,13,1302,130201,13020102,WGRFC
08286500,36.3188222,-106.5995306,13,1302,130201,13020102,WGRFC
08287000,36.2372222,-106.4174167,13,1302,130201,13020102,WGRFC
08317400,35.618,-106.3239444,13,1302,130202,13020201,WGRFC
08319000,35.4445833,-106.4398333,13,1302,130202,13020201,WGRFC
08324000,35.6619833,-106.7434389,13,1302,130202,13020202,WGRFC
08328950,35.39475884,-106.545305,13,1302,130202,13020202,WGRFC
08329918,35.1977222,-106.6427778,13,1302,130202,13020203,WGRFC
08329928,35.182,-106.6519444,13,1302,130202,13020203,WGRFC
08330000,35.08916667,-106.6806944,13,1302,130202,13020203,WGRFC
08330875,34.94666667,-106.6802778,13,1302,130202,13020203,WGRFC
08331160,34.87055556,-106.72,13,1302,130202,13020203,WGRFC
08331510,34.545,-106.7630556,13,1302,130202,13020203,WGRFC
08361000,33.1485111,-107.2067833,13,1303,130301,13030101,WGRFC
08384500,34.60405556,-104.3879167,13,1306,130600,13060003,WGRFC
08385000,34.50827778,-104.2783611,13,1306,130600,13060003,WGRFC
08397600,32.88152778,-105.1780556,13,1306,130600,13060010,WGRFC
08397620,32.8367722,-105.0694222,13,1306,130600,13060010,WGRFC
08401500,32.54318889,-104.3711,13,1306,130600,13060011,WGRFC
08402000,32.51122778,-104.3332889,13,1306,130600,13060011,WGRFC
08412500,31.87262648,-103.8315824,13,1307,130700,13070001,WGRFC
09014050,40.2461111,-105.8288333,14,1401,140100,14010001,CBRFC
09234500,40.90829296,-109.422914,14,1404,140401,14040106,CBRFC
09380000,36.8647099,-111.588216,14,1407,140700,14070006,CBRFC
09402500,36.10137176,-112.0862795,15,1501,150100,15010001,CBRFC
09404110,36.21946667,-112.6901,15,1501,150100,15010004,CBRFC
09404200,35.7735994,-113.363544,15,1501,150100,15010002,CBRFC
09419507,36.53527778,-114.4283333,15,1501,150100,15010012,CBRFC
09423000,35.19166556,-114.5721876,15,1503,150301,15030101,CBRFC
09428510,33.99946154,-114.4455106,15,1503,150301,15030104,CBRFC
09429100,33.71946626,-114.4980105,15,1503,150301,15030104,CBRFC
09469500,33.1695055,-110.5312109,15,1505,150501,15050100,CBRFC
09502000,33.55282304,-111.5765243,15,1506,150601,15060106,CBRFC
09517000,33.34726408,-112.7257259,15,1507,150701,15070103,CBRFC
09518500,33.22921044,-112.7673929,15,1507,150701,15070101,CBRFC
09525500,32.73032465,-114.6199524,15,1503,150301,15030107,CBRFC
09526000,32.72638889,-114.6172222,15,1503,150301,15030107,CBRFC
09530000,32.73726888,-114.621897,15,1503,150301,15030107,CBRFC
10171000,40.73355737,-111.9232703,16,1602,160202,16020204,CBRFC
10338500,39.3235172,-120.2343654,16,1605,160501,16050102,CNRFC
10340500,39.37324026,-120.131587,16,1605,160501,16050102,CNRFC
10343000,39.4565717,-120.2871477,16,1605,160501,16050102,CNRFC
11074000,33.88334875,-117.6453296,18,1807,180702,18070203,CNRFC
11078000,33.75112815,-117.9083906,18,1807,180702,18070203,CNRFC
11085000,34.11223019,-117.9695092,18,1807,180701,18070106,CNRFC
11251000,36.98439397,-119.7243124,18,1804,180400,18040001,CNRFC
11253130,36.77888889,-120.3066667,18,1804,180400,18040001,CNRFC
11254000,36.8105046,-120.3782256,18,1804,180400,18040001,CNRFC
11289650,37.666321,-120.4421394,18,1804,180400,18040002,CNRFC
11290000,37.627153,-120.9843777,18,1804,180400,18040002,CNRFC
11303000,37.72965078,-121.1104934,18,1804,180400,18040002,CNRFC
11304810,37.93547987,-121.3302245,18,1804,180400,18040003,CNRFC
11313240,37.82,-121.5447222,18,1804,180400,18040003,CNRFC
11313433,38.0135326,-121.667731,18,1804,180400,18040003,CNRFC
11313434,38.0272222,-121.5644444,18,1804,180400,18040003,CNRFC
11313440,38.0558333,-121.6669444,18,1804,180400,18040003,CNRFC
11313460,38.05944444,-121.5572222,18,1804,180400,18040003,CNRFC
11336680,38.22555556,-121.491111,18,1804,180400,18040003,CNRFC
11336685,38.2233333,-121.5072222,18,1804,180400,18040003,CNRFC
11336790,38.09638889,-121.496111,18,1804,180400,18040003,CNRFC
11337190,38.0521424,-121.6888428,18,1802,180201,18020109,CNRFC
11446500,38.6354601,-121.2277262,18,1802,180201,18020111,CNRFC
11454000,38.51518487,-122.0819159,18,1802,180201,18020109,CNRFC
11455165,38.29166667,-121.6308333,18,1802,180201,18020109,CNRFC
11455335,38.2561111,-121.6666667,18,1802,180201,18020109,CNRFC
11455350,38.21277778,-121.6691667,18,1802,180201,18020109,CNRFC
11455420,38.14904444,-121.6889444,18,1802,180201,18020109,CNRFC
11510700,42.0845877,-122.0733453,18,1801,180102,18010206,CNRFC
12035400,47.38036689,-123.6098916,17,1710,171001,17100104,NWRFC
12058790,47.3964809,-123.2034909,17,1711,171100,17110017,NWRFC
12137800,47.95926837,-121.7973447,17,1711,171100,17110009,NWRFC
12138160,47.90732356,-121.8153994,17,1711,171100,17110009,NWRFC
12178000,48.67179229,-121.2462348,17,1711,171100,17110005,NWRFC
12181000,48.5337306,-121.4298499,17,1711,171100,17110005,NWRFC
12193400,48.54039255,-121.7434734,17,1711,171100,17110005,NWRFC
12301933,48.40066389,-115.3187194,17,1701,170101,17010101,NWRFC
12362500,48.35657778,-114.0378583,17,1701,170102,17010209,NWRFC
13011000,43.8583333,-110.5858333,17,1704,170401,17040101,NWRFC
13075983,43.0425,-112.55,17,1704,170402,17040206,NWRFC
13090500,42.6061111,-114.4763889,17,1704,170402,17040212,NWRFC
13095175,42.67388889,-114.8091667,17,1704,170402,17040212,NWRFC
13095500,42.7075,-114.8102778,17,1704,170402,17040212,NWRFC
13190500,43.3436111,-115.4775,17,1705,170501,17050113,NWRFC
13192200,43.55055556,-115.7219444,17,1705,170501,17050113,NWRFC
13215000,43.57444444,-118.2097222,17,1705,170501,17050116,NWRFC
13217500,43.9075,-118.1533333,17,1705,170501,17050116,NWRFC
13236500,44.29194444,-115.6419444,17,1705,170501,17050120,NWRFC
14034500,45.3504062,-119.5500218,17,1707,170701,17070104,NWRFC
14034608,45.3612398,-119.5602998,17,1707,170701,17070104,NWRFC
14076500,44.4987293,-121.3211558,17,1707,170703,17070301,NWRFC
14087400,44.4923407,-121.298377,17,1707,170703,17070305,NWRFC
14145500,43.72095655,-122.4378256,17,1709,170900,17090001,NWRFC
14150000,43.9456815,-122.8372967,17,1709,170900,17090001,NWRFC
14151000,43.94429299,-122.774794,17,1709,170900,17090001,NWRFC
14208700,45.11373009,-121.8150775,17,1709,170900,17090011,NWRFC
255654081350200,25.94819444,-81.58388889,03,0309,030902,03090204,SERFC
373829118505801,37.6413224,-118.8504089,18,1809,180901,18090102,CNRFC
384037104472001,38.67694,-104.7894182,11,1102,110200,11020003,ABRFC
