usgs_id	nws_loc_id	upstrm_lid	dnstrm_lid	nwm_reach_id	rfc_abbrev	wfo_abbrev	usgs_name	description	state_code	county_name	longitude	latitude	elevation	updated_time	in_service	pedts_obs	pedts_pred
15072000	FCKA2			23839034	APRFC		Fish Creek near Ketchikan	USGS GOES/HADS river stage	AK	Ketchikan Gateway	-131.19389	55.39194	-9999.00000	2023-11-12T20:40:28Z	True	HGIRZ	
15081497	SCKA2			19020190041614	APRFC		Staney Creek near Klawock	USGS GOES/HADS river stage	AK	Prnce of Wales-Hyder	-133.10861	55.80139	-9999.00000	2023-11-12T20:43:47Z	True	HGIRZ	HGIFE
15085100	OTCA2			19020190041614	APRFC		Old Tom Creek near Kasaan	USGS GOES/HADS river stage	AK	Prnce of Wales-Hyder	-132.40694	55.39556	-9999.00000	2023-11-12T20:40:37Z	False	HGIRZ	
15085697	HRCA2			19020190041614	APRFC		Harris River at Harris river campground near Hollis AK	USGS GOES/HADS river stage	AK	Prnce of Wales-Hyder	-132.85722	55.46806	-9999.00000	2023-11-12T20:43:04Z	True	HGIRZ	
15086225	HCCA2			19020190041614	APRFC		Hatchery Creek near Coffman Cove		AK	Prnce of Wales-Hyder	-132.93080	55.90860	-9999.00000	2023-11-12T20:40:41Z	True	HGIRZ	
15087585	TMPA2			19020190041614	APRFC		Twelvemile Creek near Petersburg		AK	Petersburg	-133.06800	56.96860	-9999.00000	2023-11-12T20:44:03Z	True	HGIRZ	
15087700	IRVA2			19020190041614	APRFC		Indian River at Sitka	Indian River Near Sitka	AK	Sitka	-135.31444	57.05333	-9999.00000	2023-11-12T20:43:06Z	True	HGIRZ	HGIFE
15087810	SWMA2		SCSA2	19020190041614	APRFC		Sawmill Creek (AK) below Upper Tailrace near Sitka		AK	Sitka	-135.20972	57.06111	-9999.00000	2023-11-12T20:40:49Z	True	HGIRZ	
15088000	SCSA2	SWMA2		19020190041614	APRFC		Sawmill Creek (AK) near Sitka	Sawmill Creek near Sitka	AK	Sitka	-135.22954	57.05103	-9999.00000	2023-11-12T20:40:50Z	True	HGIRZ	
15088200	SBTA2			19020190041614	APRFC		near Sitka	USGS GOES/HADS river stage	AK	Sitka	-135.16250	57.01917	-9999.00000	2023-11-12T20:40:51Z	False	HGIRG	
15099900	TKZA2			19020190041614	APRFC		Takatz Creek at Takatz Lake Outlet	USGS GOES/HADS river stage	AK	Sitka	-134.88583	57.13139	-9999.00000	2023-11-12T20:40:53Z	False	HGIRZ	
15100000	TTZA2			19020190041614	APRFC		Takatz Creek near Baranof	USGS GOES/HADS river stage	AK	Sitka	-134.86389	57.14306	-9999.00000	2023-11-12T20:40:53Z	False	HGIRG	HGICF
15129000	ALKA2	ALSQ9		19020190041614	APRFC		Alsek River at Walker Glacier	USGS GOES/HADS river stage	AK	Yakutat	-138.08194	59.39500	250.00000	2023-11-12T20:44:04Z	False	HGIRG	HGIFE
15129120	ALEA2			19020190041614	APRFC		Alsek River at Dry Bay	USGS GOES/HADS river stage	AK	Yakutat	-138.33392	59.19281	-9999.00000	2023-11-12T20:44:04Z	True	HGIRZ	HGIFE
15129280	ITAA2			19020190041614	APRFC		Italio River near Yakutat		AK	Yakutat	-139.04569	59.30220	-9999.00000	2023-11-12T20:41:12Z	False	HGIRZ	
15129300	DANA2			19020190041614	APRFC		Dangerous River at Harlequin Lake Outlet		AK	Yakutat	-139.01750	59.41750	-9999.00000	2023-11-12T20:41:12Z	True	HGIRZ	
15129500	SRYA2			19020190041614	APRFC		Situk River near Yakutat	USGS GOES/HADS river stage	AK	Yakutat	-139.49250	59.58667	79.00000	2023-11-12T20:43:57Z	True	HGIRZ	HGIFE
15130000	RLKA2			19020190041614	APRFC		near Yakutat	USGS GOES/HADS	AK	Yakutat	-139.38222	59.91778	-9999.00000	2023-11-12T20:41:17Z	False	HGIRG	
15200280	GRSA2	GPOA2	GULA2	19020190011954	APRFC		Gulkana River at Sourdough	USGS GOES/HADS River Stage	AK	Valdez-Cordova	-145.53083	62.52083	1846.00000	2023-11-12T20:48:13Z	False	HGIRZ	HGIFE
15209700	MXYA2			19020190030500	APRFC		Kennicott River at McCarthy	USGS Gage	AK	Valdez-Cordova	-142.94056	61.43417	1321.58000	2023-11-12T20:43:25Z	True	HGIR2	
15209770	NCMA2			19020190028153	APRFC		National Creek near McCarthy		AK	Valdez-Cordova	-142.88662	61.48469	-9999.00000	2023-11-12T20:41:26Z	True	HGIRZ	
15214000	MDBA2	COBA2		19020190071338	APRFC		Copper River at Million Dollar bridge	USGS GOES/HADS river stage	AK	Valdez-Cordova	-144.74472	60.67167	-9999.00000	2023-11-12T20:41:32Z	True	HGIRZ	
15215900	GCOA2			19020190081841	APRFC		Glacier River Tributary near Cordova	USGS automated stream gage	AK	Valdez-Cordova	-145.38061	60.53280	-9999.00000	2023-11-12T20:42:56Z	True	HGIRZ	
15219000	OSNA2			19020209001406	APRFC		West Fork Olsen Bay near Cordova		AK	Valdez-Cordova	-146.17222	60.76139	-9999.00000	2023-11-12T20:43:35Z	True	HGIRZ	
15225997	SGLA2			19020209000264	APRFC		Solomon Gulch Creek near Valdez		AK	Valdez-Cordova	-146.30306	61.07917	-9999.00000	2023-11-12T20:43:49Z	False	HGIRZ	
15226620	LHFA2			19020209000240	APRFC		Lowe River above Horsetail Falls near Valdez		AK	Valdez-Cordova	-145.90611	61.06694	-9999.00000	2023-11-12T20:43:18Z	True	HGIRZ	
15226650	LOWA2			19020209000254	APRFC		Lowe River near Valdez	USGS automated gage	AK	Valdez-Cordova	-145.92361	61.05556	-9999.00000	2023-11-12T20:41:44Z	True	HGIRG	
15227090	VGSA2			19020209000111	APRFC		Valdez Glacier Stream at Valdez Glacier	USGS Automated Streamgage	AK	Valdez-Cordova	-146.17139	61.14889	-9999.00000	2023-11-12T20:44:11Z	True	HGIRZ	
15236900	WLCA2			19020209002484	APRFC		Wolverine Creek near Lawing	USGS GOES/HADS river stage	AK	Kenai Peninsula	-148.89667	60.37056	1200.00000	2023-11-12T20:41:49Z	False	HGIRZ	
15237030	ESHA2			19020209002221	APRFC		Eshamy Creek at Eshamy Lake Outlet near Whittier		AK	Valdez-Cordova	-148.10800	60.45189	-9999.00000	2023-11-12T20:41:51Z	True	HGIRZ	
15237700	SRRA2	RESA2		75004200003675	APRFC		Resurrection River at Seward Hwy Bridge	NWS wire weight gauge	AK	Kenai Peninsula	-149.41833	60.14083	27.09000	2023-11-12T20:41:52Z	True	HGIRV	
15237730	GROA2			75004200000993	APRFC		Grouse Lake at Grouse Creek	USGS GOES/HADS & NWS PRECIP	AK	Kenai Peninsula	-149.37333	60.19833	250.00000	2023-11-12T20:43:00Z	True	HGIRZ	
15238648	UNRA2			75004200013549	APRFC		Upper Nuka River near Park Boundary	USGS GOES/HADS river stage	AK	Kenai Peninsula	-150.70333	59.68444	1300.00000	2023-11-12T20:44:08Z	True	HGIRZ	
15238986	BATA2			75004300001976	APRFC		Battle Creek near Homer		AK	Kenai Peninsula	-150.95306	59.76222	-9999.00000	2023-11-12T20:42:00Z	True	HGIRZ	
15238990	BRUA2			75004300003093	APRFC		Upper Bradley River near Homer	USGS GAGE / BRADLEY PROJECT	AK	Kenai Peninsula	-150.70250	59.70056	1250.00000	2023-11-12T20:45:09Z	True	HGIRZ	HGIFE
15239001	BRRA2			75004300004156	APRFC		Bradley River below Dam nr Homer	USGS GAGE / BRADLEY PROJECT	AK	Kenai Peninsula	-150.85056	59.75833	1054.16003	2023-11-12T20:42:35Z	True	HGIRZ	
15239050	BRMA2			75004300006112	APRFC		Middle Fork Bradley River near Homer	USGS GAGE / BRADLEY PROJECT	AK	Kenai Peninsula	-150.75417	59.77833	2300.00000	2023-11-12T20:42:32Z	True	HGIRZ	
15239060	BRNA2			75004300005039	APRFC		Bradley River at Middle Fork Bradley below North Fork Bradley	USGS automated gage	AK	Kenai Peninsula	-150.86333	59.79833	225.00000	2023-11-12T20:42:33Z	True	HGIRZ	
15239070	BRTA2			75004300006071	APRFC		Bradley River near Homer	USGS GAGE / BRADLEY PROJECT	AK	Kenai Peninsula	-150.88278	59.80167	25.00000	2023-11-12T20:42:37Z	True	HGIRZ	
15239900	APTA2		APBA2	75004300004254	APRFC		Anchor River at New Sterling Hwy	NWS PRECIP/LARC & USGS GAGE	AK	Kenai Peninsula	-151.75306	59.74722	168.64000	2023-11-12T20:44:13Z	True	HGIRZ	HGIFE
15243900	SNOA2		COOA2	75004400000882	APRFC		Snow River near Seward	USGS GOES/HADS & NWS PRECIP	AK	Kenai Peninsula	-149.34604	60.29444	470.00000	2023-11-12T20:42:15Z	True	HGIRZ	HGIFE
15248000	MPTA2		COOA2	75004400005289	APRFC		Trail River near Lawing	NWS staff gage	AK	Kenai Peninsula	-149.37389	60.43306	460.00000	2023-11-12T20:42:16Z	False	HGIRV	HGIFE
15258000	COOA2	MPTA2	SKLA2	75004400001952	APRFC		Kenai River at Cooper Landing	USGS GOES/HADS river site	AK	Kenai Peninsula	-149.80992	60.49219	419.92000	2023-11-12T20:46:18Z	True	HGIRZ	HGIFE
15261000	COCA2			75004400009331	APRFC		Cooper Creek at mouth near Cooper Landing	SUTRON-DCPS	AK	Kenai Peninsula	-149.88271	60.47998	450.00000	2023-11-12T20:42:44Z	True	HGIRZ	
15266110	SKLA2	COOA2	KEYA2	75004400003154	APRFC		Kenai River below Skilak Lake	USGS GOES/HADS & NWS PRECIP	AK	Kenai Peninsula	-150.60109	60.46631	240.00000	2023-11-12T20:42:20Z	True	HGIRZ	HGIFE
15266150	KRKA2	KEYA2	SXRA2	75004400003133	APRFC		Kenai River below Killey River	USGS GOES/HADS river stage	AK	Kenai Peninsula	-150.63056	60.49111	230.00000	2023-11-12T20:42:21Z	False	HGIRZ	HGIFE
15266300	SXRA2	KRKA2		75004400001498	APRFC		Kenai River at Soldotna	NWS ww on D.S. side/USGS GOES	AK	Kenai Peninsula	-151.08222	60.47667	35.34000	2023-11-12T20:42:22Z	True	HGIRZ	HGIFE
15266500	BEVA2			75004400008917	APRFC		Beaver Creek near Kenai		AK	Kenai Peninsula	-151.11973	60.56332	-9999.00000	2023-11-12T20:42:22Z	True	HGIRZ	
15271000	SIXA2			75004400006721	APRFC		Sixmile Creek near Hope	USGS GOES/HADS river stage	AK	Kenai Peninsula	-149.42528	60.82083	250.00000	2023-11-12T20:42:25Z	True	HGIRZ	HGIFE
15272380	TRPA2			75004400011722	APRFC		Twentymile River near Portage	USGS GOES/HADS	AK	Anchorage	-148.92194	60.89806	-9999.00000	2023-11-12T20:42:28Z	False	HGIRZ	HGIFE
15272502	GCGA2			75004400005598	APRFC		Glacier Creek at Alyeska Highway at Girdwood	WIRE WEIGHT GAGE	AK	Anchorage	-149.13139	60.96167	-9999.00000	2023-11-12T20:42:29Z	True	HGIRZ	
15274600	CCSA2	CSRA2		75000100000004	APRFC		Campbell Creek near Dimond		AK	Anchorage	-149.92553	61.13889	-9999.00000	2023-11-12T20:42:39Z	True	HGIRZ	
15275100	CHRA2			75000100004336	APRFC		Chester Creek at Arctic Blvd	Chester Creek at Arctic Blvd	AK	Anchorage	-149.89528	61.20528	-9999.00000	2023-11-12T20:45:54Z	True	HGIRZ	HGIFE
15276000	SHIA2			75000100003094	APRFC		Ship Creek above Glenn Hwy	USGS Gauge/NWS LARC telemetry	AK	Anchorage	-149.63500	61.22556	490.00000	2023-11-12T20:42:44Z	True	HGIRZ	HGIFE
15277600	EFEA2			75000100001223	APRFC		Eklutna River at East Fork Eklutna River		AK	Anchorage	-148.97228	61.31435	-9999.00000	2023-11-12T20:42:48Z	True	HGIRZ	
15277800	WFEA2			75000100001812	APRFC		Eklutna River at West Fork Eklutna River		AK	Anchorage	-148.97601	61.29510	-9999.00000	2023-11-12T20:42:49Z	True	HGIRZ	
15278000	EKLA2			75000100001767	APRFC		Eklutna Lake near Eklutna	USGS GOES/HADS lake level	AK	Anchorage	-149.12222	61.41083	-9999.00000	2023-11-12T20:42:49Z	True	HPIRZ	
15280900	GFKA2			75000400015600	APRFC		Glacier Fork Knik River near Palmer	USGS automated stream gage	AK	Matanuska-Susitna	-148.44389	61.41861	-9999.00000	2023-11-12T20:47:59Z	True	HGIRG	HGICF
15280999	BDBA2			75000400014405	APRFC		Palmer (Bodenburg) Creek at East Dilly Ave		AK	Matanuska-Susitna	-149.04189	61.52339	-9999.00000	2023-11-12T20:42:51Z	False	HGIRZ	
15281000	KNKA2			75000400019328	APRFC		Knik River at Old Glenn Hwy	Knik River near Palmer	AK	Matanuska-Susitna	-149.03277	61.50446	-9999.00000	2023-11-12T20:42:51Z	False	HGIR2	HGICF
15283700	MOOA2			75000400014403	APRFC		Moose Creek near Palmer	MOOSE CREEK NR PALMER	AK	Matanuska-Susitna	-149.05242	61.68439	-9999.00000	2023-11-12T20:42:53Z	True	HGIRZ	
15284000	MATA2	MAGA2		75000400009620	APRFC		Matanuska River at Old Glenn Hwy	USGS GOES/HADS	AK	Matanuska-Susitna	-149.07306	61.60861	171.00000	2023-11-12T20:42:55Z	True	HGIRZ	HGIFE
15285000	WSAA2			75000100004202	APRFC		Wasilla Creek near Palmer		AK	Matanuska-Susitna	-149.19611	61.64361	-9999.00000	2023-11-12T20:42:55Z	False	HGIRZ	HGICF
15290000	LSUA2	LSOA2	LSHA2	75000200002092	APRFC		Little Susitna River below Hatcher Pass Bridge	USGS GOES/HADS river stage	AK	Matanuska-Susitna	-149.22972	61.71028	917.00000	2023-11-12T20:43:21Z	True	HGIRZ	HGIFE
15290100	LSHA2	LSUA2		75000200003732	APRFC		Little Susitna River at Parks Hwy Bridge	Wire weight on Parks Hwy Brdg	AK	Matanuska-Susitna	-149.80083	61.62667	240.00000	2023-11-12T20:42:58Z	True	HGIRZ	HGIFE
15291700	SCTA2	SUDA2	GCSA2	75000700030756	APRFC		Susitna River near Chulitna	USGS automated stream gage	AK	Matanuska-Susitna	-148.60472	62.82333	-9999.00000	2023-11-12T20:42:59Z	False	HGIRZ	HGICF
15292000	GCSA2	SCTA2	SUNA2	75000700038833	APRFC		Susitna River at Gold Creek	USGS GOES/HADS river stage	AK	Matanuska-Susitna	-149.69111	62.76778	677.00000	2023-11-12T20:47:57Z	False	HGIRZ	HGIFE
15292400	CLTA2			75000500010609	APRFC		Chulitna River near Talkeetna	Chulitna River nr Talkeetna	AK	Matanuska-Susitna	-150.23389	62.55861	-9999.00000	2023-11-12T20:46:07Z	False	HGIRZ	HGIFE
15292700	TRTA2		TKTA2	75000300025361	APRFC		Talkeetna River above RR Bridge	USGS GOES/HADS	AK	Matanuska-Susitna	-150.01694	62.34694	400.00000	2023-11-12T20:43:03Z	True	HGIRZ	HGIFE
15292780	SUNA2	GCSA2	SUSA2	75000200013536	APRFC		Susitna River at Parks Hwy Bridge	NWS wire weight on D.S. side	AK	Matanuska-Susitna	-150.17361	62.17528	251.73000	2023-11-12T20:43:03Z	True	HGIRG	HGIFE
15292800	MONA2			75000200000949	APRFC		Montana Creek at Parks Highway Bridge	NWS wire weight.	AK	Matanuska-Susitna	-150.05750	62.10528	245.00000	2023-11-12T20:43:03Z	False	HGIRR	HGIFE
15293200	KRWA2			75000200008599	APRFC		Kashwitna River near Willow	USGS automated stream gage	AK	Matanuska-Susitna	-150.07307	61.92586	-9999.00000	2023-11-12T20:43:04Z	False	HGIRZ	
15293700	LWCA2			75000200003437	APRFC		Little Willow Creek near Kashwitna	USGS automated stream gauge	AK	Anchorage	-150.09500	61.81028	-9999.00000	2023-11-12T20:43:05Z	True	HGIRZ	
15294005	WLWA2		WILA2	75000200011336	APRFC		Willow Creek near Willow	USGS GOES/HADS river stage	AK	Matanuska-Susitna	-149.88444	61.78083	384.60000	2023-11-12T20:44:17Z	True	HGIRZ	HGIFE
15294080	KOWA2			75000200008043	APRFC		Kroto Creek at Oilwell Road		AK	Matanuska-Susitna	-150.43889	62.12889	-9999.00000	2023-11-12T20:43:07Z	True	HGIRZ	
15294345	YSSA2	SUSA2	YLKA2	75000600010189	APRFC		Yentna River near Susitna Station		AK	Matanuska-Susitna	-150.65611	61.69861	-9999.00000	2023-11-12T20:43:09Z	False	HGIRG	HGICF
15294700	JORA2			75005400004952	APRFC		Johnson River near Tuxedni Bay	USGS GOES/HADS River Stage	AK	Kenai Peninsula	-152.91056	60.09472	450.00000	2023-11-12T20:43:16Z	True	HGIRG	
15295700	KDKA2			75005400039911	APRFC		Terror River near Kodiak	USGS GOES/HADS river stage	AK	Kodiak Island	-153.16391	57.69398	30.00000	2023-11-12T20:43:17Z	True	HGIRZ	
15297475	RCTA2			75005400039911	APRFC		Tributary to Red Cloud River near Kodiak		AK	Kodiak Island	-152.62400	57.81570	-9999.00000	2023-11-12T20:43:43Z	True	HGIRZ	
15297610	RCBA2			75005400023531	APRFC		Russell Creek near Cold Bay	USGS GOES/HADS	AK	Aleutians East	-162.68750	55.17778	-9999.00000	2023-11-12T20:43:42Z	True	HGIRZ	
15298040	CPAA2			75005400001315	APRFC		Chulitna River (Southwest AK) near Port Alsworth	USGS automated stream gage	AK	Bristol Bay	-154.57583	60.18278	-9999.00000	2023-11-12T20:43:35Z	False	HGIRZ	
15300100	BRKA2			75005400017720	APRFC		Bear Creek near Iliamna		AK	Lake and Peninsula	-154.88222	59.82444	-9999.00000	2023-11-12T20:43:36Z	False	HGIRG	
15300200	RDHA2			75005400017720	APRFC		Roadhouse Creek near Iliamna		AK	Lake and Peninsula	-154.84694	59.75722	-9999.00000	2023-11-12T20:43:36Z	True	HGIRG	
15300250	TLRA2			75005400017554	APRFC		Upper Talarik Creek near Iliamna		AK	Lake and Peninsula	-155.25306	59.78667	-9999.00000	2023-11-12T20:43:37Z	False	HGIRZ	
15300270	CKKA2			75005400024954	APRFC		Chekok Creek near Pedro Bay	USGS automated stream gage	AK	Lake and Peninsula	-154.37967	59.84155	-9999.00000	2023-11-12T20:45:59Z	True	HGIRG	HGICF
15300300	ILRA2			75005400026607	APRFC		Iliamna River near Pedro Bay	USGS GOES/HADS river stage	AK	Lake and Peninsula	-153.84472	59.75861	80.00000	2023-11-12T20:43:37Z	True	HGIRZ	HGIFE
15300320	CCPA2			75005400009218	APRFC		Chinkelyes Creek near Pedro Bay	USGS automated stream gage	AK	Lake and Peninsula	-153.71000	59.70444	-9999.00000	2023-11-12T20:45:40Z	True	HGIRG	HGICF
15300520	KSKA2			75005400017540	APRFC		Kaskanak Creek near Igiugig	USGS automated stream gauge	AK	Lake and Peninsula	-156.07528	59.33833	-9999.00000	2023-11-12T20:43:38Z	True	HGIRG	HGICF
15301500	ALNA2			75005400017540	APRFC		Allen River near Aleknagik	USGS automated stream gage	AK	Dillingham	-158.73333	60.15399	-9999.00000	2023-11-12T20:50:02Z	True	HGIRG	HGICF
15302000	NRDA2			75005400017540	APRFC		Nuyakuk River near Dillingham	Nuyakuk River nr Dillingham	AK	Bristol Bay	-158.18778	59.93556	-9999.00000	2023-11-12T20:43:41Z	True	HGIRZ	
15302200	KTIA2			75005400017554	APRFC		Koktuli River near Iliamna		AK	Lake and Peninsula	-155.52250	59.79333	-9999.00000	2023-11-12T20:43:42Z	False	HGIRZ	
15302250	KKTA2			75005400017554	APRFC		NF Koktuli River near Iliamna		AK	Lake and Peninsula	-155.71639	59.84306	-9999.00000	2023-11-12T20:43:42Z	False	HGIRZ	
15302300	MLCA2			75005400017540	APRFC		Mulchatna River near New Stuyahok		AK	Lake and Peninsula	-156.69387	59.83762	-9999.00000	2023-11-12T20:43:42Z	True	HGIRG	HGICF
15302320	STYA2			75005400017540	APRFC		Stuyahok River near New Stuyahok	USGS automated gage	AK	Lake and Peninsula	-156.66692	59.80901	-9999.00000	2023-11-12T20:43:42Z	True	HGIRG	
15302812	KWKA2			75005400017540	APRFC		Kokwok River above Nushagak River near Ekwok	USGS Automated Streamgage	AK	Bristol Bay	-157.80410	59.41500	-9999.00000	2023-11-12T20:43:44Z	False	HGIRZ	
15303600	MCGA2		CJXA2	75000600035728	APRFC		Kuskokwim River at McGrath	NWS slope profile gage	AK	Yukon-Koyukuk	-155.58873	62.95215	300.00000	2023-11-12T20:43:46Z	True	HGIRZ	HGIFE
15303700	TATA2			75000600035728	APRFC		Tatalina River near Takotna		AK	Yukon-Koyukuk	-155.93944	62.88500	-9999.00000	2023-11-12T20:43:46Z	True	HGIRG	
15303900	KLCA2	MCGA2	CJXA2	75005300007570	APRFC		Kuskokwim River at Liskys Crossing	USGS/GOES water-stage recorder	AK	Yukon-Koyukuk	-156.21056	62.05194	250.00000	2023-11-12T20:43:46Z	True	HGIRZ	HGIFE
15304000	CJXA2	MCGA2	BETA2	75005400017554	APRFC		Kuskokwim River at Crooked Creek	USGS GOES/HADS river stage	AK	Bethel	-158.11139	61.86944	200.00000	2023-11-12T20:45:58Z	False	HGIRZ	HGIFE
15304010	CKDA2			75005400017554	APRFC		Crooked Creek at Airport Rd Bridge		AK	Bethel	-158.15444	61.89000	-9999.00000	2023-11-12T20:43:47Z	True	HGIRZ	
15310002	MKEA2			19020190001878	APRFC		Mosquito Fork below Kechumstuk		AK	Southeast Fairbanks	-142.54472	64.01611	-9999.00000	2023-11-12T20:43:51Z	True	HGIRZ	HGIFE
15320100	WADA2			19020190006778	APRFC		Wade Creek Tributary near Chicken		AK	Southeast Fairbanks	-141.55361	64.11833	-9999.00000	2023-11-12T20:44:13Z	True	HGIRZ	HGICF
15348000	FMRA2			19020190006778	APRFC		Fortymile River above Fortymile River at Taylor Hwy	USGS GOES/HADS river stage	AK	Southeast Fairbanks	-141.40222	64.30917	-9999.00000	2023-11-12T20:47:39Z	False	HGIRZ	HGIFE
15356000	LCLA2			75000700050607	APRFC		Livengood Creek at Livengood	USGS GOES/HADS river stage	AK	Yukon-Koyukuk	-148.54630	65.52290	850.00000	2023-11-12T20:43:58Z	True	HGIRG	
15388960	PRBQ9		PRCA2	19020190001878	APRFC		Porcupine River near International Boundary near Old Crow	PORCUPINE AT THE BORDER	AK	Unk	-140.89111	67.42417	-9999.00000	2023-11-12T20:44:02Z	True	HGIRG	HGIFE
15392000	BCTA2			75000700051624	APRFC		Birch Creek above 12 Mile Creek	USGS GOES/HADS	AK	Yukon-Koyukuk	-145.71250	65.39250	-9999.00000	2023-11-12T20:44:04Z	True	HGIRG	
15452100	BEAA2			75000700035677	APRFC		Beaver Creek above Victoria Creek	USGS GOES/HADS	AK	Yukon-Koyukuk	-146.64861	65.80556	-9999.00000	2023-11-12T20:44:13Z	True	HGIRG	
15453500	YRBA2	CIRA2	TALA2	75000500011492	APRFC		Yukon River near Stevens Village	USGS GOES/HADS river stage	AK	Yukon-Koyukuk	-149.71778	65.87556	240.00000	2023-11-12T20:44:20Z	True	HGIRZ	HGIFE
15457790	GLSA2			75000700050607	APRFC		Goldstream Creek near Livengood	USGS GOES/HADS river stage	AK	Yukon-Koyukuk	-148.38861	65.57583	-9999.00000	2023-11-12T20:48:04Z	True	HGIRZ	HGICF
15457800	HCRA2			75000500001611	APRFC		Hess Creek near Livengood	USGS GOES/HADS river stage	AK	Yukon-Koyukuk	-149.09639	65.66528	-9999.00000	2023-11-12T20:48:25Z	False	HGIRG	HGICF
