OrganizationIdentifier	OrganizationFormalName	MonitoringLocationIdentifier	MonitoringLocationName	MonitoringLocationTypeName	MonitoringLocationDescriptionText	HUCEightDigitCode	DrainageAreaMeasure/MeasureValue	DrainageAreaMeasure/MeasureUnitCode	ContributingDrainageAreaMeasure/MeasureValue	ContributingDrainageAreaMeasure/MeasureUnitCode	LatitudeMeasure	LongitudeMeasure	SourceMapScaleNumeric	HorizontalAccuracyMeasure/MeasureValue	HorizontalAccuracyMeasure/MeasureUnitCode	HorizontalCollectionMethodName	HorizontalCoordinateReferenceSystemDatumName	VerticalMeasure/MeasureValue	VerticalMeasure/MeasureUnitCode	VerticalAccuracyMeasure/MeasureValue	VerticalAccuracyMeasure/MeasureUnitCode	VerticalCollectionMethodName	VerticalCoordinateReferenceSystemDatumName	CountryCode	StateCode	CountyCode	AquiferName	LocalAqfrName	FormationTypeText	AquiferTypeName	ConstructionDateText	WellDepthMeasure/MeasureValue	WellDepthMeasure/MeasureUnitCode	WellHoleDepthMeasure/MeasureValue	WellHoleDepthMeasure/MeasureUnitCode	ProviderName
USGS-AL	USGS Alabama Water Science Center	USEPA-332900087170001	Intake on BLACK WARRIOR RIVER 18224417 AL	Facility: Diversion		03160112					33.48333330000000	-87.2833333000000		Unknown	Unknown	Unknown.	NAD83							US	01	073										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-333451085450601	Intake on Choccolocco Number 11 Lake 22202405 AL	Facility: Diversion		03150106					33.58083330000000	-85.7516667000000		Unknown	Unknown	Unknown.	NAD83							US	01	015										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-333611085553301	Intake on COLDWATER SPRING 22201989 AL	Facility: Diversion		03150106					33.60305556000000	-85.9258333000000		Unknown	Unknown	Unknown.	NAD83							US	01	015										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-334858087075901	Intake MULBERRY FORK BLACK WARRIOR RIVER 1859 AL	Facility: Diversion		03160109					33.81611110000000	-87.1330556000000		Unknown	Unknown	Unknown.	NAD83							US	01	127										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-335552087483101	Intake on LUXAPILLA CREEK East Branch 18645400 AL	Facility: Diversion		03160105					33.93111110000000	-87.8086111000000		Unknown	Unknown	Unknown.	NAD83							US	01	093										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-335558087060001	Intake WARRIOR RIVER MULBERRY FORK 18592100 AL	Facility: Diversion		03160110					33.93277778000000	-87.1000000000000		Unknown	Unknown	Unknown.	NAD83							US	01	127										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-335650085344001	Intake on LADIGA CREEK 15824471 AL	Facility: Diversion		03150105					33.94722220000000	-85.5777778000000		Unknown	Unknown	Unknown.	NAD83							US	01	015										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-335753087541001	Intake on PURGATORY CREEK 18672088 AL	Facility: Diversion		03160103					33.96472220000000	-87.9027778000000		Unknown	Unknown	Unknown.	NAD83							US	01	093										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-340117085591401	Intake on COOSA RIVER 22199835 AL	Facility: Diversion		03150106					34.02138889000000	-85.9872222000000		Unknown	Unknown	Unknown.	NAD83							US	01	055										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-340634087135601	Intake on LEWIS SMITH RESERVOIR 18580451 AL	Facility: Diversion		03160110					34.10944444000000	-87.2322222000000		Unknown	Unknown	Unknown.	NAD83							US	01	133										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-341141085412601	Intake on LAKE WEISS RESERVOIR 15823513 AL	Facility: Diversion		03150105					34.19472220000000	-85.6905556000000		Unknown	Unknown	Unknown.	NAD83							US	01	019										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-341622087413301	Intake on UPPER BEAR CREEK RESERVOIR 19569560 AL	Facility: Diversion		06030006					34.27277778000000	-87.6925000000000		Unknown	Unknown	Unknown.	NAD83							US	01	093										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-342003086194801	Intake on GUNTERSVILLE LAKE 19650428 AL	Facility: Diversion		06030001					34.33416667000000	-86.3300000000000		Unknown	Unknown	Unknown.	NAD83							US	01	095										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-342155086130601	Intake on GUNTERSVILLE LAKE 19650360 AL	Facility: Diversion		06030001					34.36527778000000	-86.2183333000000		Unknown	Unknown	Unknown.	NAD83							US	01	095										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-342452087543601	Intake on BEAR CREEK RESERVOIR 19569470 AL	Facility: Diversion		06030006					34.41444444000000	-87.9100000000000		Unknown	Unknown	Unknown.	NAD83							US	01	059										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-342500085433001	AS - Intake on WATERLOO SPRING 15820941 AL	Aggregate surface-water-use		03150106					34.41666667000000	-85.7250000000000		Unknown	Unknown	Unknown.	NAD83							US	01	019										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-342540086130401	Intake on GUNTERSVILLE LAKE 19650220 AL	Facility: Diversion		06030001					34.42777778000000	-86.2177778000000		Unknown	Unknown	Unknown.	NAD83							US	01	095										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-342731086164001	Intake GUNTERSVILLE LAKE HONEYCOMB CREEK 1965	Facility: Diversion		06030001					34.45861110000000	-86.2777778000000		Unknown	Unknown	Unknown.	NAD83							US	01	095										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-342733086163901	Intake on GUNTERSVILLE LAKE 19650160 AL	Facility: Diversion		06030001					34.45916667000000	-86.2775000000000		Unknown	Unknown	Unknown.	NAD83							US	01	095										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-343104085401501	Intake on ALLEN SPRING Reservoir 22197955 AL	Facility: Diversion		03150106					34.51777778000000	-85.6708333000000		Unknown	Unknown	Unknown.	NAD83							US	01	049										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-343244087161501	Intake on Moulton City Lake 19581463 AL	Facility: Diversion		06030005					34.54555556000000	-87.2708333000000		Unknown	Unknown	Unknown.	NAD83							US	01	079										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-343340085404901	Intake on MANNING QUARRY 19650220 AL	Facility: Diversion		03150106					34.56111110000000	-85.6802778000000		Unknown	Unknown	Unknown.	NAD83							US	01	095										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-343344087165801	Intake on SINKING CREEK 19580823 AL	Facility: Diversion		06030005					34.56222220000000	-87.2827778000000		Unknown	Unknown	Unknown.	NAD83							US	01	079										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-343532086052801	Intake on Guntersville Lake 19647518 AL	Facility: Diversion		06030001					34.59222220000000	-86.0911111000000		Unknown	Unknown	Unknown.	NAD83							US	01	071										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-343533086004201	Intake on Guntersville Lake 19647514 AL	Facility: Diversion		06030001					34.59250000000000	-86.0116667000000		Unknown	Unknown	Unknown.	NAD83							US	01	071										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-343614086573901	Intake on Wilson Lake 19621620 AL	Facility: Diversion		06030002					34.60388889000000	-86.9608333000000		Unknown	Unknown	Unknown.	NAD83							US	01	103										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-343838085584901	Intake on Guntersville Lake 19646630 AL	Facility: Diversion		06030001					34.64388889000000	-85.9802778000000		Unknown	Unknown	Unknown.	NAD83							US	01	071										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-343908085565701	Intake on TENNESSEE RIVER 19646630 AL	Facility: Diversion		06030001					34.65222220000000	-85.9491667000000		Unknown	Unknown	Unknown.	NAD83							US	01	071										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-344348087421401	Intake on TUSCUMBIA BIG SPRING 19580237 AL	Facility: Diversion		06030005					34.73000000000000	-87.7038888900000		Unknown	Unknown	Unknown.	NAD83							US	01	033										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-344411087492701	Intake on TENNESSEE RIVER 19623794 AL	Facility: Diversion		06030005					34.73638889000000	-87.8241667000000		Unknown	Unknown	Unknown.	NAD83							US	01	033										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-344518087133601	Intake on Wilson Lake 19623602 AL	Facility: Diversion		06030002					34.75500000000000	-87.2266667000000		Unknown	Unknown	Unknown.	NAD83							US	01	079										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-344759087552801	Intake on PICKWICK LAKE 19623666 AL	Facility: Diversion		06030005					34.79972220000000	-87.9244444000000		Unknown	Unknown	Unknown.	NAD83							US	01	033										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-344936087420401	Intake on CYPRESS CREEK 19581347 AL	Facility: Diversion		06030005					34.82666667000000	-87.7011111000000		Unknown	Unknown	Unknown.	NAD83							US	01	077										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-345340087024001	Intake on ELK RIVER 19598520 AL	Facility: Diversion		06030004					34.89444444000000	-87.0444444000000		Unknown	Unknown	Unknown.	NAD83							US	01	083										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-345347085430301	Intake on TENNESSEE RIVER 19646318 AL	Facility: Diversion		06030001					34.89638889000000	-85.7175000000000		Unknown	Unknown	Unknown.	NAD83							US	01	071										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-345836087001601	Intake on ELK RIVER 19598480 AL	Facility: Diversion		06030004					34.97666667000000	-87.0044444000000		Unknown	Unknown	Unknown.	NAD83							US	01	083										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90100300016019	White House Water Authority AL	Facility: Water-distribution system												Unknown								US	01	003										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90100300020019	East Central Baldwin Water And Fpa AL	Facility: Water-distribution system												Unknown								US	01	003										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90100500010019	Mt Andrew Water Authority AL	Facility: Water-distribution system												Unknown								US	01	005										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90100700004019	Harrisburg Water Authority AL	Facility: Water-distribution system												Unknown								US	01	007										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90100700005019	Randolph Water System AL	Facility: Water-distribution system												Unknown								US	01	007										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90100900004019	Hayden Water Works AL	Facility: Water-distribution system												Unknown								US	01	009										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90100900006019	Pine Bluff Water  Authority AL	Facility: Water-distribution system												Unknown								US	01	009										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90100900009019	Remlap-Pine Mtn Water Authority AL	Facility: Water-distribution system												Unknown								US	01	009										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90100900010019	The Blue Hole Water Company, Inc. AL	Facility: Water-distribution system												Unknown								US	01	009										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90101500003019	Hobson City Water System AL	Facility: Water-distribution system												Unknown								US	01	015										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90101500005019	Ohatchee Water System AL	Facility: Water-distribution system												Unknown								US	01	015										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90101700005019	Lee Chambers Utilities District AL	Facility: Water-distribution system												Unknown								US	01	017										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90101900001019	Cedar Bluff Utility Board AL	Facility: Water-distribution system												Unknown								US	01	019										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90102100002019	Jemison Water Works AL	Facility: Water-distribution system												Unknown								US	01	021										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90102100003019	Maplesville Water Works AL	Facility: Water-distribution system												Unknown								US	01	021										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90102300002019	Choctaw-Edna Water & Fire Pro Authority AL	Facility: Water-distribution system												Unknown								US	01	023										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90102500001019	Clarke County Water System AL	Facility: Water-distribution system												Unknown								US	01	025										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90102500007019	Mcvay Water System AL	Facility: Water-distribution system												Unknown								US	01	025										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90102500008019	Mid Clarke Water System AL	Facility: Water-distribution system												Unknown								US	01	025										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90102500009019	Salitpa Water System, A Corporation AL	Facility: Water-distribution system												Unknown								US	01	025										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90102500010019	Thomasville Water Works & Sewer Board AL	Facility: Water-distribution system												Unknown								US	01	025										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90102500011019	Mid-Central Water & Fire Pro Authority AL	Facility: Water-distribution system												Unknown								US	01	025										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90102500012019	Old Suggsville Water And Fpa AL	Facility: Water-distribution system												Unknown								US	01	025										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90102500013019	West Clarke Water Authority AL	Facility: Water-distribution system												Unknown								US	01	025										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90102500014019	North Clarke Water Authority AL	Facility: Water-distribution system												Unknown								US	01	025										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90102700001019	Hollins Water Authority AL	Facility: Water-distribution system												Unknown								US	01	027										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90102700002019	Ashland Water Works & Sewer AL	Facility: Water-distribution system												Unknown								US	01	027										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90102700004019	Lineville Water & Sewer AL	Facility: Water-distribution system												Unknown								US	01	027										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90102700005019	Millerville Water & Fire Pro Authority AL	Facility: Water-distribution system												Unknown								US	01	027										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90102900001019	Edwardsville Water & Fire Pro Authority AL	Facility: Water-distribution system												Unknown								US	01	029										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90102900003019	Ranburne Water Department AL	Facility: Water-distribution system												Unknown								US	01	029										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90103300001019	Barton Water & Fpa AL	Facility: Water-distribution system												Unknown								US	01	033										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90103300005019	Lagrange Mountain Water Authority AL	Facility: Water-distribution system												Unknown								US	01	033										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90103300007019	Littleville Water Works AL	Facility: Water-distribution system												Unknown								US	01	033										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90103300010019	Spring Valley Water Authority AL	Facility: Water-distribution system												Unknown								US	01	033										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90103500004019	Lyeffion Water And Fire Pro Authority AL	Facility: Water-distribution system												Unknown								US	01	035										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90103700002019	Kellyton Water System AL	Facility: Water-distribution system												Unknown								US	01	037										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90103700003019	Rockford Water Works AL	Facility: Water-distribution system												Unknown								US	01	037										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90103700005019	Ray Community Water & Fire Pro Authority AL	Facility: Water-distribution system												Unknown								US	01	037										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90103700006019	Parker Creek Water Company AL	Facility: Water-distribution system												Unknown								US	01	037										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90103700009019	Lake Mitchell Water, Llc AL	Facility: Water-distribution system												Unknown								US	01	037										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90103900004019	Gantt Water System AL	Facility: Water-distribution system												Unknown								US	01	039										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90103900005019	Heath Water System AL	Facility: Water-distribution system												Unknown								US	01	039										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90103900010019	Sanford Water System AL	Facility: Water-distribution system												Unknown								US	01	039										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90104300001019	Cullman County Commission AL	Facility: Water-distribution system												Unknown								US	01	043										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90104300003019	East Cullman Water System AL	Facility: Water-distribution system												Unknown								US	01	043										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90104300004019	Garden City Water Department AL	Facility: Water-distribution system												Unknown								US	01	043										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90104300006019	Johnsons Crossing Water System AL	Facility: Water-distribution system												Unknown								US	01	043										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90104300007019	Joppa, Hulaco & Ryan Water Authority AL	Facility: Water-distribution system												Unknown								US	01	043										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90104300008019	V.A.W. Water System, Inc AL	Facility: Water-distribution system												Unknown								US	01	043										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90104300009019	Walter Water Authority AL	Facility: Water-distribution system												Unknown								US	01	043										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90104300010019	City Of Cullman Water Works AL	Facility: Water-distribution system												Unknown								US	01	043										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90104500009019	Napier Field Water System AL	Facility: Water-distribution system												Unknown								US	01	045										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90104900001019	Collinsville Water Works AL	Facility: Water-distribution system												Unknown								US	01	049										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90104900004019	Water Works Board Of The Town Of Mentone AL	Facility: Water-distribution system												Unknown								US	01	049										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90104900005019	Sand Mountain Water Authority AL	Facility: Water-distribution system												Unknown								US	01	049										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90105100001019	Eclectic Water Works & Sewer Board AL	Facility: Water-distribution system												Unknown								US	01	051										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90105100003019	Friendship Water Works AL	Facility: Water-distribution system												Unknown								US	01	051										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90105100007019	Tallassee Water Works AL	Facility: Water-distribution system												Unknown								US	01	051										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90105100009019	Wetumpka Water Works & Sewer Board AL	Facility: Water-distribution system												Unknown								US	01	051										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90105500001019	Altoona Water & Sewer Service AL	Facility: Water-distribution system												Unknown								US	01	055										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90105500003019	Whorton Bend Water & Fire Pro Authority AL	Facility: Water-distribution system												Unknown								US	01	055										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90105500004019	Fords Valley & Hwy 278 Water AL	Facility: Water-distribution system												Unknown								US	01	055										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90105500007019	Highland Water Authority AL	Facility: Water-distribution system												Unknown								US	01	055										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90105500010019	Tillison Bend Water Authority AL	Facility: Water-distribution system												Unknown								US	01	055										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90105500011019	Northeast Etowah County Water Co-Op AL	Facility: Water-distribution system												Unknown								US	01	055										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90105500012019	Rainbow City Utilities Board AL	Facility: Water-distribution system												Unknown								US	01	055										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90105500013019	Reece City Water System AL	Facility: Water-distribution system												Unknown								US	01	055										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90105700001019	Fayette Co. Water Coord. & F. P. A. AL	Facility: Water-distribution system												Unknown								US	01	057										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90105700002019	Belk Water System AL	Facility: Water-distribution system												Unknown								US	01	057										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90105900002019	Isbell Water System AL	Facility: Water-distribution system												Unknown								US	01	059										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90105900003019	Phil Campbell Water Works AL	Facility: Water-distribution system												Unknown								US	01	059										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90105900005019	Rockwood Water Authority AL	Facility: Water-distribution system												Unknown								US	01	059										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90105900008019	Franklin County Water Service Authority AL	Facility: Water-distribution system												Unknown								US	01	059										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90106500004019	Akron Water System AL	Facility: Water-distribution system												Unknown								US	01	065										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90107100002019	Cumberland Mountain Water AL	Facility: Water-distribution system												Unknown								US	01	071										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90107100004019	North Jackson County Water Authority AL	Facility: Water-distribution system												Unknown								US	01	071										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90107100010019	Jackson County Water Authority AL	Facility: Water-distribution system												Unknown								US	01	071										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90107300003019	Brookside Water Works AL	Facility: Water-distribution system												Unknown								US	01	073										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90107300004019	Graysville Water Board AL	Facility: Water-distribution system												Unknown								US	01	073										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90107300007019	Mulga Water Works And Gas Department AL	Facility: Water-distribution system												Unknown								US	01	073										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90107300010019	Town Of West Jefferson Water Works AL	Facility: Water-distribution system												Unknown								US	01	073										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90107300012019	Bessemer (G.U.S.C.) AL	Facility: Water-distribution system												Unknown								US	01	073										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90107500005019	Lamar County Water & Fire Pro Authority AL	Facility: Water-distribution system												Unknown								US	01	075										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90107700001019	Chisholm Heights Water & F P Authority AL	Facility: Water-distribution system												Unknown								US	01	077										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90107700003019	Lexington Water Works Board AL	Facility: Water-distribution system												Unknown								US	01	077										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90107700006019	West Lauderdale Co Water & Fpa AL	Facility: Water-distribution system												Unknown								US	01	077										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90107700008019	East Lauderdale County Water Authority AL	Facility: Water-distribution system												Unknown								US	01	077										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90107900001019	Courtland Water Dept AL	Facility: Water-distribution system												Unknown								US	01	079										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90107900003019	Town Creek Water System AL	Facility: Water-distribution system												Unknown								US	01	079										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90107900004019	West Lawrence Water Co-Op AL	Facility: Water-distribution system												Unknown								US	01	079										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90108300002019	Elkmont Water Works AL	Facility: Water-distribution system												Unknown								US	01	083										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90108700001019	Franklin Water System AL	Facility: Water-distribution system												Unknown								US	01	087										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90108700002019	Notasulga Water System AL	Facility: Water-distribution system												Unknown								US	01	087										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90108900005019	New Hope Water System AL	Facility: Water-distribution system												Unknown								US	01	089										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90108900008019	Crestwood Estates Water Service AL	Facility: Water-distribution system												Unknown								US	01	089										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90108900009019	Gurley Water System AL	Facility: Water-distribution system												Unknown								US	01	089										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90108900010019	Triana Water Works AL	Facility: Water-distribution system												Unknown								US	01	089										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90109100006019	South Marengo Water & Fire Pro Authority AL	Facility: Water-distribution system												Unknown								US	01	091										NWIS
USGS-AL	USGS Alabama Water Science Center	USEPA-90109300001019	Bear Creek Water Works AL	Facility: Water-distribution system												Unknown								US	01	093										NWIS
