OrganizationIdentifier	OrganizationFormalName	MonitoringLocationIdentifier	MonitoringLocationName	MonitoringLocationTypeName	MonitoringLocationDescriptionText	HUCEightDigitCode	DrainageAreaMeasure/MeasureValue	DrainageAreaMeasure/MeasureUnitCode	ContributingDrainageAreaMeasure/MeasureValue	ContributingDrainageAreaMeasure/MeasureUnitCode	LatitudeMeasure	LongitudeMeasure	SourceMapScaleNumeric	HorizontalAccuracyMeasure/MeasureValue	HorizontalAccuracyMeasure/MeasureUnitCode	HorizontalCollectionMethodName	HorizontalCoordinateReferenceSystemDatumName	VerticalMeasure/MeasureValue	VerticalMeasure/MeasureUnitCode	VerticalAccuracyMeasure/MeasureValue	VerticalAccuracyMeasure/MeasureUnitCode	VerticalCollectionMethodName	VerticalCoordinateReferenceSystemDatumName	CountryCode	StateCode	CountyCode	AquiferName	LocalAqfrName	FormationTypeText	AquiferTypeName	ConstructionDateText	WellDepthMeasure/MeasureValue	WellDepthMeasure/MeasureUnitCode	WellHoleDepthMeasure/MeasureValue	WellHoleDepthMeasure/MeasureUnitCode	ProviderName
ARS	Agricultural Research Service	ARS-IASF-IASF315	IASF315	River/Stream	A river monitoring station located upstream from the bridge, ½ mile (.8 km) between A Avenue and 941st Street.  Water quality grab samples are taken and analyzed for sediment concentration, nitrate, and total phosphorus.	07080207					42.5158312485	-93.469603139				GPS Code (Pseudo Range) Differential	NAD83							US	19	083										STEWARDS
ARS	Agricultural Research Service	ARS-IASF-IASF400	IASF400	River/Stream	A river monitoring station located in a wooded area with steep river banks on the South Fork Iowa River approx. 0.5 miles (.8 km) south of Highway 20.  Data collected at this site includes daily minimum/maximum air and stream temperatures, total precipitation, stream discharge, sediment concentration, nitrate concentration, and total phosphorus.	07080207	25599	ha			42.4457868795	-93.365154909				GPS Code (Pseudo Range) Differential	NAD83							US	19	083										STEWARDS
ARS	Agricultural Research Service	ARS-IASF-IASF450	IASF450	River/Stream	A stream flow monitoring station located northeast of New Providence, IA in a wooded area with high relief on both banks of the river.  Data collected at this site includes daily minimum/maximum air and stream temperatures, total precipitation, stream discharge, sediment concentration, nitrate concentration, and total phosphorus.	07080207	58055	ha			42.3149594514	-93.152481745				GPS Code (Pseudo Range) Differential	NAD83							US	19	083										STEWARDS
ARS	Agricultural Research Service	ARS-IASF-IATC201	IATC201	Land Runoff	A main county tile monitoring site located on county road R-77 to the west of the road 2 miles (3.2 km) north of D-41 and .1 miles (.16 km) north of county road D-36.  Water quality grab samples are taken and analyzed for sediment concentration, nitrate, and total phosphorus.	07080207					42.4283968902	-93.521347705				GPS Code (Pseudo Range) Differential	NAD83							US	19	079										STEWARDS
ARS	Agricultural Research Service	ARS-IASF-IATC222	IATC222	Land Runoff	A tile monitoring site located on C Avenue to the west of the road ½ mile (.8 km) from county road D-41.  Water quality grab samples are taken and analyzed for sediment concentration, nitrate, and total phosphorus.	07080207					42.4052005940	-93.444293256				GPS Code (Pseudo Range) Differential	NAD83							US	19	083										STEWARDS
ARS	Agricultural Research Service	ARS-IASF-IATC233	IATC233	Land Runoff	A tile monitoring site where water quality grab samples are taken and analyzed for sediment concentration, nitrate, and total phosphorus.  Located on the county main tile drain on 230th Street at the large surface tile outlet on the north side of the road, ½ mile (.8 km) between H and G Avenues.	07080207					42.3682880866	-93.357679778				GPS Code (Pseudo Range) Differential	NAD83							US	19	083										STEWARDS
ARS	Agricultural Research Service	ARS-IASF-IATC240	IATC240	Land Runoff	A 36 in. (91 cm) county tile monitoring site where water quality grab, automatic event, and daily composite samples have been taken.  Data collected at this location  includes total precipitation, tile discharge, sediment concentration, nitrate concentration, and total phosphorus.	07080207					42.3804660527	-93.388264895				GPS Code (Pseudo Range) Differential	NAD83							US	19	083										STEWARDS
ARS	Agricultural Research Service	ARS-IASF-IATC241	IATC241	Land Runoff	A 48 in. (122 cm) county tile monitoring site where water quality grab and automatic event samples are taken.  Data collected at this location  includes total precipitation, tile discharge, sediment concentration, nitrate concentration, and total phosphorus.	07080207					42.3828900000	-93.391060000				GPS Code (Pseudo Range) Differential	NAD83							US	19	083										STEWARDS
ARS	Agricultural Research Service	ARS-IASF-IATC242	IATC242	Land Runoff	A 15 in. (38 cm) county tile drain where water quality grab, automatic event, and daily composite samples have been taken.  Data collected at this location includes total precipitation, tile discharge, sediment concentration, nitrate concentration, and total phosphorus.	07080207					42.3805208304	-93.387943985				GPS Code (Pseudo Range) Differential	NAD83							US	19	083										STEWARDS
ARS	Agricultural Research Service	ARS-IASF-IATC243	IATC243	Land Runoff	A main county tile (30") monitoring site located 500 feet South of  220th street . The tile outlets into a drainage ditch where water samples are collected monthly.  Water quality grab samples are taken and analyzed for sediment concentration, nitrate, and total phosphorus.	07080207					42.3828600000	-93.390920000				GPS Code (Pseudo Range) Differential	NAD83							US	19	083										STEWARDS
ARS	Agricultural Research Service	ARS-IASF-IATC252	IATC252	River/Stream	A drainage ditch monitoring site located on county road D-41 at the bridge near the intersection with county road S-21.  Water quality samples are taken and analyzed for sediment concentration, nitrate, and total phosphorus.	07080207					42.3980146663	-93.443656994				GPS Code (Pseudo Range) Differential	NAD83							US	19	083										STEWARDS
ARS	Agricultural Research Service	ARS-IASF-IATC261	IATC261	River/Stream	A drainage ditch monitoring site on the west side of road 2 miles (3.2 km) north of D41, 1/10 mile north of county road D-36.  Water quality grab samples are taken and analyzed for sediment concentration, nitrate, and Total Phosphorus.	07080207					42.4279548958	-93.523440909				GPS Code (Pseudo Range) Differential	NAD83							US	19	079										STEWARDS
ARS	Agricultural Research Service	ARS-IASF-IATC262	IATC262	River/Stream	A drainage ditch monitoring site on county road S-21 at the bridge ¼ mile south of county road D-41.  Water quality grab samples are taken and analyzed for sediment concentration, nitrate, and total phosphorus.	07080207					42.3935358741	-93.444430542				GPS Code (Pseudo Range) Differential	NAD83							US	19	083										STEWARDS
ARS	Agricultural Research Service	ARS-IASF-IATC263	IATC263	River/Stream	A drainage ditch monitoring site located near a hog confinement 2 miles (3.2 km) north of a county road D-41 bridge.  Water quality grab samples are taken and analyzed for sediment concentration, nitrate, and total phosphorus.	07080207					42.4266984734	-93.517894713				GPS Code (Pseudo Range) Differential	NAD83							US	19	079										STEWARDS
ARS	Agricultural Research Service	ARS-IASF-IATC272	IATC272	River/Stream	A drainage ditch monitoring site on 220th St. in a culvert ¼ mile (.4 km) east of county road S-21.  Water quality grab samples are taken and analyzed for sediment concentration, nitrate, and total phosphorus.	07080207					42.3836274630	-93.439311308				GPS Code (Pseudo Range) Differential	NAD83							US	19	083										STEWARDS
ARS	Agricultural Research Service	ARS-IASF-IATC304	IATC304	River/Stream	A drainage ditch monitoring site located 600 feet South of  220th street .   Monthly water quality grab samples are taken and analyzed for sediment concentration, nitrate, and total phosphorus.	07080207					42.3828900000	-93.390920000				GPS Code (Pseudo Range) Differential	NAD83							US	19	083										STEWARDS
ARS	Agricultural Research Service	ARS-IASF-IATC313	IATC313	River/Stream	A river monitoring site located at the main stream on D Avenue at the bridge ½ mile (.8 km) north of 220th Street.  Water quality grab samples are taken and analyzed for sediment concentration, nitrate, and total phosphorus.	07080207					42.3880224039	-93.424778340				GPS Code (Pseudo Range) Differential	NAD83							US	19	083										STEWARDS
ARS	Agricultural Research Service	ARS-IASF-IATC323	IATC323	River/Stream	A stream flow monitoring station on Tipton Creek at the P Avenue bridge. Located adjacent to an active cow pasture at the lower end of the Tipton Creek watershed. The watershed is an intensive agricultural area characterized by moderate relief, riparian areas and pastures in the lower section of the watershed and low relief, extensively row cropped with high concentrations of hog confinement operations in the uplands.  Data collected at this site includes daily minimum/maximum air and stream temperatures, total precipitation, stream discharge, sediment concentration, nitrate concentration, and total phosphorus.	07080207	19842	ha			42.3179300000	-93.251410000				GPS Code (Pseudo Range) Differential	NAD83							US	19	083										STEWARDS
ARS	Agricultural Research Service	ARS-IASF-IATC325	IATC325	River/Stream	A stream flow monitoring station on Tipton Creek at the P Avenue bridge. Located adjacent to an active cow pasture at the lower end of the Tipton Creek watershed. The watershed is an intensive agricultural area characterized by moderate relief, riparian areas and pastures in the lower section of the watershed and low relief, extensively row cropped with high concentrations of hog confinement operations in the uplands.  Data collected at this site includes daily minimum/maximum air and stream temperatures, total precipitation, stream discharge, sediment concentration, nitrate concentration, and total phosphorus.	07080207	19842	ha			42.3280096227	-93.191063927				GPS Code (Pseudo Range) Differential	NAD83							US	19	083										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC110	IAWC110	Land Runoff	This monitoring station is an 8 in. (20 cm.) diameter tile, which drains the southern 21 acres (8.5 ha) of the field.  The field is under a corn/soybean rotation and a chisel/disk tillage system.  The site is being monitored to define the relationship between farming practices and water quality in tile flows where shallow groundwater is the only source of flow.  Surface water grab samples were taken at one-week intervals, and tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, and total phosphorus.	07080105	8.5	ha			41.9686573459	-93.698296511				GPS Code (Pseudo Range) Differential	NAD83							US	19	015										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC122	IAWC122	Land Runoff	A 10 in. (25 cm.) diameter tile monitoring site (known as the Black West Tile SE Corner) that drains a field under a corn/soybean rotation and ridge tillage system and  located southeast of the nearby tile monitoring site WC 123.    Weekly manual water quality sampling took place at this tile drainage site to assess its potential as a future tile flow monitoring station.  Water samples from this site are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, and total phosphorus.	07080105					41.9657569734	-93.658755542				GPS Code (Pseudo Range) Differential	NAD83							US	19	169										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC123	IAWC123	Land Runoff	A 10 in. (25 cm) tile monitoring site (known as the Black West Tile) that drains a field under a corn/soybean rotation and ridge tillage system.  Weekly manual water quality sampling took place at this tile drainage site to assess its potential as a future tile flow monitoring station.  Water samples from this site are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, and total phosphorus.	07080105					41.9657559808	-93.658755092				GPS Code (Pseudo Range) Differential	NAD83							US	19	169										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC124	IAWC124	Land Runoff	A surface water runoff and water quality monitoring station called the Black West Surface Flume.  Located in a field that is farmed with ridge-till and is in a corn/soybean rotation.  A H-type flume is located at the lowest point in the field to effectively contain all runoff from the field.  Water samples from this site are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, and total phosphorus.	07080105					41.9662662398	-93.662596647				GPS Code (Pseudo Range) Differential	NAD83							US	19	169										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC132	IAWC132	Land Runoff	An 8 in. (19 cm) tile monitoring site called Black East Tile.  The field from which the tile is draining is under a corn/soybean rotation and a chisel plow tillage system.  The site is being monitored to define the relationship between farming practices and water quality in tile flows where shallow groundwater is the only source of flow.  Surface water grab samples were taken at one-week intervals and tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, and total phosphorus.	07080105					41.9650029146	-93.652804966				GPS Code (Pseudo Range) Differential	NAD83							US	19	169										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC133	IAWC133	Land Runoff	A surface water runoff and water quality monitoring station called the Black East Surface Flume.  Located in a field that is conventionally farmed and in a corn/soybean rotation.  A H-type flume is located at the lowest point in the field to effectively contain all runoff from the field.  Water samples from this site are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, and total phosphorus.	07080105					41.9651509828	-93.652900383				GPS Code (Pseudo Range) Differential	NAD83							US	19	169										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC140	IAWC140	River/Stream	This gage monitoring station is a low flow control weir station.  This site is located below a field basin in the lower third, steeper portion of the watershed.  Low flow control of discharge is provided by a weir, while high flow control is provided by a culvert.  Water samples from this site are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, and total phosphorus.	07080105					41.9470783025	-93.605593642				GPS Code (Pseudo Range) Differential	NAD83							US	19	169										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC210	IAWC210	Land Runoff	A 21 in. (52 cm) tile monitoring station located 2 miles (3.2 km) north of Kelley, IA in Washington Township, ½ mile (.4 km) west of county road R-38.  The tile is located in the main branch of the district.  Weekly and flow weighted runoff water samples are collected at this station.  Water samples from this site are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, total phosphorus.	07080105	491	ha			41.9757504197	-93.685559214				GPS Code (Pseudo Range) Differential	NAD83							US	19	169										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC220	IAWC220	Land Runoff	An agricultural drainage tile water quality and flow monitoring station located 1 mile (1.6 km) northwest of Kelley in Story county, Iowa.  Weekly and flow weighted runoff water samples are collected at this station. Water samples from this site have been analyzed for Acetochlor, Alachlor, Atrazine, Metolachlor, Metribuzin, Simazine, nitrate nitrogen and total phosphorus.	07080105	366	ha			41.9648071384	-93.679588134				GPS Code (Pseudo Range) Differential	NAD83							US	19	169										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC223	IAWC223	Land Runoff	The Hilton site is a surface runoff gage, in the 220 basin of the Walnut Creek watershed, 1 mile (1.6 km) northwest of Kelley, Iowa.  Water samples from this site are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, and total phosphorus.	07080105	491	ha			41.9649568383	-93.679565257				GPS Code (Pseudo Range) Differential	NAD83							US	19	169										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC225	IAWC225	Land Runoff	Located on Y Avenue, one mile upstream of WC220 outlet in the 220 basin of Walnut Creek watershed in Boone County, IA.  Weekly and flow weighted runoff water samples are collected at this station.  Water samples are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, and total phosphorus.	07080105					41.9607224179	-93.698220503				GPS Code (Pseudo Range) Differential	NAD83							US	19	015										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC230	IAWC230	Land Runoff	A 36 in. (91 cm.) tile monitoring station located 1.5 miles (2.4 km) east and ½ mile (.8 km)south of Kelley, IA in Palestine Township.  Tile outlet is located 100 meters west of road, at the bottom of a horse pasture.  Weekly and flow weighted runoff water samples are collected at this station.  Water samples are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, and total phosphorus.	07080105	863	ha			41.9440163631	-93.640977250				GPS Code (Pseudo Range) Differential	NAD83							US	19	169										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC241	IAWC241	Land Runoff	A 36 in. (91 cm.) tile monitoring station that drains the northwest small basin of the watershed and terminates at the north branch of the Walnut Creek open channel ditch.  The middle tile of three (WC 241, 242 and 243).  Weekly manual water quality samples were taken at this site.  Water samples from this site are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, and total phosphorus.	07080105					41.9757684701	-93.685552995				GPS Code (Pseudo Range) Differential	NAD83							US	19	169										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC242	IAWC242	Land Runoff	A 36 in. (91 cm.) tile monitoring station that drains the northwest small basin of the watershed and terminates at the north branch of the Walnut Creek open channel ditch.  The north tile of three (WC 241, 242 and 243).  Weekly manual water quality samples were taken at this site.  Water samples from this site are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, and total phosphorus.	07080105					41.9757775730	-93.685536874				GPS Code (Pseudo Range) Differential	NAD83							US	19	169										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC243	IAWC243	Land Runoff	A monitoring site of two parallel 12 in. (30 cm) diameter tiles that drain the northwest small basin of the watershed and terminates at the north branch of the Walnut Creek open channel ditch.  This is the downstream tile of three (WC 241, 242 and 243).  Weekly manual water quality samples were taken at this site.  Water samples from this site are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, and total phosphorus.	07080105					41.9757677110	-93.678107198				GPS Code (Pseudo Range) Differential	NAD83							US	19	169										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC310	IAWC310	River/Stream	Black's gage station, in Walnut Creek is located 1.5 miles (2.4 km) northeast of Kelley, Iowa and 4 miles (6.4 km) south of Ames, Iowa.  Located above and below the major tributary of Walnut Creek.  Low-flow control of discharge is provided by a non-constristive weir approximately 20 feet (6 m) downstream from the gage, while high-flow control is provided by a culvert.  Water samples from this site are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, and total phosphorus.	07080105	2547	ha			41.9546769977	-93.639683435				GPS Code (Pseudo Range) Differential	NAD83							US	19	169										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC320	IAWC320	Land Runoff	This tile monitoring station is called the Log Gage Station and is a natural or rock riffle low flow control station.  Located below a field basin in the lower third, steeper portion of the watershed.  High flow control is provided by a culvert.  Water samples from this site are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, and total phosphorus.	07080105					41.9530237445	-93.623765199				GPS Code (Pseudo Range) Differential	NAD83							US	19	169										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC330	IAWC330	River/Stream	A stream flow monitoring station on Walnut Creek, 3 miles (4.8 km) north of the town of Cambridge, Iowa.  A non-constrictive weir provides low-flow control approximately 20 ft. (6.1 m) downstream from the gage station and the stream channel provides high-flow control.  Water samples from this site are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, and total phosphorus.	07080105	5130	ha			41.9390601769	-93.565516191				GPS Code (Pseudo Range) Differential	NAD83							US	19	169										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC340	IAWC340	River/Stream	A water quality station known as Black's West Bridge and is located along the main stream of Walnut Creek, above WC 310 and upstream from WC 122.  Manual water samples were collected weekly. (also called WC 121).  Water samples from this site are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, and nitrate.	07080105					41.9656868884	-93.658412759				GPS Code (Pseudo Range) Differential	NAD83							US	19	169										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC400	IAWC400	River/Stream	A water quality station located along the Skunk River.  Manual water samples are collected weekly.  Samples are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, and nitrate.	07080105					41.9350319240	-93.541009445				GPS Code (Pseudo Range) Differential	NAD83							US	19	169										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC410	IAWC410	River/Stream	The Big Creek downstream surface water grab sample location where samples were taken at one-week intervals.  Water samples from this site are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, and total phosphorus.	07100004					41.9505493342	-93.759072857				GPS Code (Pseudo Range) Differential	NAD83							US	19	015										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC430	IAWC430	River/Stream	The Onion Creek surface water grab sample location where samples were taken at one-week intervals.  Water samples are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, and total phosphorus.	07080105					42.0563650219	-93.718049800				GPS Code (Pseudo Range) Differential	NAD83							US	19	015										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC440	IAWC440	River/Stream	This is the USGS gaging station located on the Skunk River.   Surface water grab samples were taken at one-week intervals.  Water samples are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, and total phosphorus.	07080105					42.0082854228	-93.595210828				GPS Code (Pseudo Range) Differential	NAD83							US	19	169										STEWARDS
ARS	Agricultural Research Service	ARS-IAWC-IAWC450	IAWC450	River/Stream	The Big Creek South surface water grab sample location where samples were taken at one-week intervals.  Water samples are tested for Acetochlor, Alachlor, Atrazine, Metolachlor, Simazine, nitrate, nitrite, and total phosphorus.	07100004					41.9216043545	-93.756546312				GPS Code (Pseudo Range) Differential	NAD83							US	19	015										STEWARDS
ARS	Agricultural Research Service	ARS-IDUSR-IDUSRA10	IDUSRA10		IDUSRA10 is an irrigation return flow monitoring station on A-10 Coulee located on private property within the Twin Falls Irrigation Tract which is managed by the Twin Falls Canal Company (TFCC), in the Upper Snake Rock watershed. This coulee is a tributary of the Snake River that only flows during the irrigation season (April-October). Water stage at a 4 ft weir is automatically recorded by a data logger operated by the Idaho Department of Water Resources (IDWR). Weekly during the irrigation season, the ARS manually collects a water quality sample, records the gage height, and records the water and air temperature.  The actual drainage area may vary due to the area encompassing the irrigation supply and irrigation return flow paths that may not correspond with the DEM.	17040212	2774	ha			42.5661737512	-114.323546838					NAD83							US	16	083										STEWARDS
ARS	Agricultural Research Service	ARS-IDUSR-IDUSRCD	IDUSRCD		IDUSRCD is an irrigation return flow monitoring station on Cedar Draw, a tributary of the Snake River that receives seasonal irrigation return flow and continuous flow from subsurface drainage within the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC), in the Upper Snake Rock watershed.  Water stage at a rated section is automatically recorded by a data logger operated by the Idaho Department of Water Resources (IDWR).  The ARS automatically collects time-composite (5 h interval) water quality samples weekly during the irrigation season, and manually collects water quality samples weekly during the winter. Water and air temperatures and gage height are manually recorded weekly all year.  The actual drainage area may vary due to the area encompassing the irrigation supply and irrigation return flow paths that may not correspond with the DEM.	17040212	10907	ha			42.6537010390	-114.654130551					NAD83							US	16	083										STEWARDS
ARS	Agricultural Research Service	ARS-IDUSR-IDUSRDC	IDUSRDC		IDUSRDC is an irrigation return flow monitoring station on Deep Creek, a tributary of the Snake River that receives seasonal irrigation return flow and continuous flow from subsurface drainage within the Twin Falls Irrigation Tract, which is managed by the Twin Falls Canal Company (TFCC) in the Upper Snake Rock watershed. Water stage at a rated section is automatically recorded by a data logger operated by the ARS. The ARS automatically collects time-composite (5 h interval) water quality samples weekly during the irrigation season, and manually collects water quality samples weekly during the winter. Water and air temperatures and gage height are manually recorded weekly all year.  The actual drainage area may vary due to the area encompassing the irrigation supply and irrigation return flow paths that may not correspond with the DEM.	17040212	17345	ha			42.6580446100	-114.810412227					NAD83							US	16	083										STEWARDS
ARS	Agricultural Research Service	ARS-IDUSR-IDUSREC	IDUSREC		IDUSREC is a sub-basin monitoring station at E Coulee just below the confluence of E2 and F1 and is located within the Twin Falls Irrigation Tract in the Upper Snake Rock watershed. Water stage in a weir (2005) or flume (2006 to present) is automatically recorded by a data logger operated by the ARS.  The data logger controls a water sampler to collect flow-composite water quality samples from April-October. Air and water temperature are manually recorded weekly when water samples are collected.	17040212	604	ha			42.5813126552	-114.660120494					NAD83							US	16	083										STEWARDS
