gauge_id	huc_02	gauge_name	MINLON	MAXLON	MINLAT	MAXLAT	gauge_lat	gauge_lon	elev_mean	slope_mean	area_gages2	area_geospa_fabric	p_mean	pet_mean	p_seasonality	frac_snow	aridity	high_prec_freq	high_prec_dur	high_prec_timing	low_prec_freq	low_prec_dur	low_prec_timing
01121000	01	MOUNT HOPE RIVER NEAR WARRENVILLE, CT.	-72.24701	-72.09646	41.7579	41.99371	41.84371	-72.16897	141.54	16.99385	70.25	94.7	3.71959069130732	2.30140843258042	0.0040983243960094	0.154227151059507	0.618726258767883	21.5	1.19777158774373	son	241.7	3.72132409545804	son
01123000	01	LITTLE RIVER NEAR HANOVER, CT.	-72.11882	-71.99415	41.62772	41.86584	41.67177	-72.0523	120.1	17.14893	77.85	84.21	3.82424229979466	2.30633352498289	-0.00119003057174594	0.136053399026134	0.603082478614581	21.15	1.2332361516035	son	241.1	3.8793242156074	son
01134500	01	MOOSE RIVER AT VICTORY, VT	-71.92745	-71.67746	44.46014	44.71556	44.51172	-71.83731	450.54	47.54354	195.13	209.5	3.46741273100616	2.09169808350445	0.228672352531939	0.280582089228151	0.603244622366455	15.85	1.15272727272727	jja	201.1	2.84240282685512	mam
01137500	01	AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH	-71.69604	-71.28345	44.14814	44.33386	44.26867	-71.63036	784.85	110.13062	228.55	238.32	3.9841916495551	2.14404598220397	0.171647707579182	0.301814975818189	0.538138265121706	15.5	1.28099173553719	son	204.35	2.98975859546452	mam
01139000	01	WELLS RIVER AT WELLS RIVER, VT	-72.3762	-72.02253	44.09996	44.34379	44.15034	-72.06509	373.34	43.10796	246.33	259.5	3.13454757015743	2.11398028747433	0.232161714254733	0.246562671549799	0.674413209612946	18.65	1.1692789968652	jja	219.65	3.2277736958119	mam
01139800	01	EAST ORANGE BRANCH AT EAST ORANGE, VT	-72.42353	-72.29682	44.04776	44.15009	44.09284	-72.33565	518.15	40.99895	22.8	24.92	3.30351540041068	2.12718533880903	0.225579083207184	0.26232897318021	0.643915671936808	19.45	1.16467065868263	jja	225.55	3.27834302325581	mam
01142500	01	AYERS BROOK AT RANDOLPH, VT	-72.73516	-72.59015	43.90845	44.08652	43.93451	-72.65788	346.62	46.92575	82.17	79.91	3.31467077344285	2.1470467761807	0.174619920121052	0.252307890542821	0.647740582076158	19.8	1.12820512820513	jja	224.75	3.20613409415121	mam
01144000	01	WHITE RIVER AT WEST HARTFORD, VT	-73.00165	-72.33146	43.64471	44.12704	43.71424	-72.41815	459.8	60.29261	1790.24	1780.65	3.42085968514716	2.15774034223135	0.191150163759349	0.248466348504845	0.630759674709817	19.05	1.13392857142857	jja	225.15	3.3159057437408	mam
01162500	01	PRIEST BROOK NEAR WINCHENDON, MA	-72.139	-72.09577	42.64658	42.68872	42.68259	-72.11508	310.07	18.45782	49.71	77.93	3.78353456536619	2.25749036276523	0.0474461468819081	0.226769184680043	0.596661752063771	21.1	1.14673913043478	son	240.45	3.63492063492063	son
01169000	01	NORTH RIVER AT SHATTUCKVILLE, MA	-72.90035	-72.65745	42.60083	42.86236	42.63842	-72.72509	374.89	49.54362	230.64	233.88	3.92116632443532	2.25251653661875	0.0638282505914665	0.238972605896079	0.574450648160949	19.6	1.1264367816092	son	228.15	3.44117647058824	son
01170100	01	GREEN RIVER NEAR COLRAIN, MA	-72.82949	-72.62131	42.66807	42.8879	42.70342	-72.67065	325.71	49.33091	106.99	109.26	3.89458179329227	2.24278746064339	0.0655190976178011	0.234653735405934	0.575873759926214	19.95	1.10833333333333	son	226.35	3.37332339791356	son
01181000	01	WEST BRANCH WESTFIELD RIVER AT HUNTINGTON, MA	-73.18092	-72.85448	42.19084	42.43442	42.23731	-72.89565	417.93	33.2844	243.5	245.72	3.81502395619439	2.26609874058864	0.0919323135470982	0.217563041040592	0.593993318681319	20.4	1.15909090909091	son	231.1	3.45440956651719	son
01187300	01	HUBBARD RIVER NR. WEST HARTLAND, CT.	-73.0662	-72.90435	42.00639	42.14875	42.03732	-72.93899	309.1	38.2676	53.92	54.22	3.95060780287474	2.28059778234086	0.0873629542971678	0.201269335695146	0.57727769906224	21.15	1.18156424581006	son	236.55	3.60869565217391	son
01195100	01	INDIAN RIVER NEAR CLINTON, CT.	-72.59451	-72.50166	41.27427	41.39251	41.30593	-72.5312	19.17	7.9307	14.84	15.96	3.68248186173854	2.35399319644079	-0.00227965200401194	0.106042892091717	0.639240948040801	22.6	1.28045325779037	son	252.8	4.18889809444905	jja
01333000	02	GREEN RIVER AT WILLIAMSTOWN, MA	-73.34536	-73.13768	42.55727	42.73598	42.70897	-73.19677	485.91	74.78725	112.16	111.5	3.7046392881588	2.21271838466804	0.146314738839023	0.222244968016498	0.597283085492449	19	1.21019108280255	son	227.9	3.40912490650711	son
01350000	02	SCHOHARIE CREEK AT PRATTSVILLE NY	-74.5109	-74.04456	42.09462	42.39997	42.31953	-74.43654	612.78	88.25169	612.51	614.25	3.86979603011636	2.24600206707734	0.111819706171743	0.231159657658639	0.580392881071257	20.4	1.17241379310345	son	235.9	3.52879581151832	son
01350080	02	MANOR KILL AT WEST CONESVILLE NEAR GILBOA NY	-74.45687	-74.23991	42.33576	42.47089	42.37703	-74.41292	587.35	60.00338	83.84	89.57	3.49282546201232	2.23903277207392	0.145064802029245	0.221156578322867	0.641037691812962	20	1.16618075801749	son	235.75	3.46946284032377	son
01350140	02	MINE KILL NEAR NORTH BLENHEIM NY	-74.62488	-74.43463	42.39504	42.4996	42.42897	-74.47293	579.74	61.8248	43.76	47.57	3.50142231348392	2.24050105407255	0.15749326322031	0.219859026682811	0.639883125621386	18.4	1.17948717948718	son	227.4	3.28375451263538	son
01365000	02	RONDOUT CREEK NEAR LOWES CORNERS NY	-74.52417	-74.32018	41.8338	41.99698	41.86648	-74.4871	465.17	51.87268	99.57	102.57	4.21143600273785	2.30295430527036	0.122173899478694	0.202270211093681	0.546833503767649	19.4	1.17220543806647	son	230.15	3.42230483271375	son
01411300	02	TUCKAHOE RIVER AT HEAD OF RIVER NJ	-74.93422	-74.79663	39.24776	39.47029	39.30694	-74.82056	15.25	2.0326	79.32	79.37	3.17544969199179	2.53494392881588	0.0485622074537191	0.0480948550351646	0.79829446997973	22.85	1.33625730994152	son	261.7	4.68157423971377	son
01413500	02	EAST BR DELAWARE R AT MARGARETVILLE NY	-74.7061	-74.39735	42.00412	42.38679	42.14481	-74.65349	724.51	69.6517	424.1	434	3.83254620123203	2.23476543463381	0.146606145385192	0.216908033968228	0.583102020770268	18.7	1.15432098765432	son	224.6	3.19034090909091	son
01414500	02	MILL BROOK NEAR DUNRAVEN NY	-74.76942	-74.55043	42.02499	42.13493	42.1062	-74.73043	775.58	59.57585	64.45	67.08	3.97997125256674	2.22974611909651	0.154116607149121	0.216628505016047	0.560241764977201	19.35	1.16216216216216	son	223.8	3.15211267605634	son
01415000	02	TREMPER KILL NEAR ANDES NY	-74.87303	-74.71246	42.09494	42.26117	42.12009	-74.81849	604.34	64.53263	85.63	86.68	3.77312251882272	2.23751144421629	0.147821520346755	0.213452184948768	0.593013196113873	18.3	1.18064516129032	son	215.55	3.06832740213523	son
01423000	02	WEST BRANCH DELAWARE RIVER AT WALTON NY	-75.22536	-74.53852	42.10757	42.48259	42.1662	-75.13989	593.67	49.86765	859.68	861.78	3.70376043805613	2.22675995893224	0.142460684938053	0.217830297712483	0.601215979319906	15.95	1.16	son	211.35	3.00640113798009	son
01434025	02	BISCUIT BK ABOVE PIGEON BK AT FROST VALLEY NY	-74.52449	-74.44404	41.97253	42.05493	41.99537	-74.50099	729.33	59.4071	9.7	9.9	4.43700205338809	2.27243437371663	0.134901264841231	0.23781373120698	0.512155357688285	19.15	1.17846153846154	son	224.8	3.21602288984263	son
01435000	02	NEVERSINK RIVER NEAR CLARYVILLE NY	-74.65131	-74.33796	41.85139	42.05493	41.89009	-74.58988	560.05	54.94492	172.46	183.31	4.31765366187543	2.29707295003422	0.134640859394044	0.223616269388589	0.532018806954623	19.5	1.16766467065868	son	226.65	3.28955007256894	son
01439500	02	Bush Kill at Shoemakers, PA	-75.22051	-75.18007	41.24502	41.28534	41.08815	-75.03767	307.06	22.25987	305.88	306.09	3.68325804243669	2.34455796030116	0.117754852021999	0.163765228832016	0.636544584519553	20	1.19402985074627	son	235.75	3.59649122807018	son
01440000	02	FLAT BROOK NEAR FLATBROOKVILLE NJ	-74.99065	-74.65056	41.06858	41.32759	41.10667	-74.95222	234.2	28.80165	167.72	171.56	3.5498932238193	2.34301589322382	0.107574487206617	0.147767408338048	0.660024329042491	20.3	1.23780487804878	son	242	3.92857142857143	son
01440400	02	Brodhead Creek near Analomink, PA	-75.3798	-75.14731	41.06026	41.29234	41.08481	-75.21462	334.06	26.46515	175.21	178.98	3.75335112936345	2.33639033538672	0.115866620943282	0.172223371092882	0.622481152138559	20.4	1.17919075144509	son	234.9	3.55639666919001	son
01451800	02	Jordan Creek near Schnecksville, PA	-75.78993	-75.57464	40.55621	40.76652	40.66176	-75.62685	180.41	14.8941	135.84	149.11	3.50320739219713	2.41885085557837	0.106707705141109	0.128362665991427	0.690467501571846	23.8	1.23316062176166	son	254.25	4.18863261943987	son
01466500	02	MCDONALDS BRANCH IN LEBANON STATE FOREST NJ	-74.53051	-74.4506	39.83637	39.91124	39.885	-74.50528	38.94	2.53456	5.38	6.25	3.53983709787817	3.05982084873374	0.0603116014654338	0.0626617697616761	0.864395949341242	23.45	1.2573726541555	jja	257.65	4.48086956521739	son
01484100	02	BEAVERDAM BRANCH AT HOUSTON, DE	-75.54014	-75.49965	38.85085	38.89143	38.90578	-75.51275	17.97	1.03721	9	9.66	3.32127310061602	2.60261437371663	0.086186780114633	0.042571686471381	0.783619502182434	23.45	1.20876288659794	jja	256.9	4.3616298811545	son
01485500	02	NASSAWANGO CREEK NEAR SNOW HILL, MD	-75.55459	-75.38833	38.20351	38.40844	38.22892	-75.47144	15.46	1.66864	141.54	112.98	3.24057905544148	2.63029956194387	0.0843833161666125	0.0316363803800455	0.81167578909305	22.55	1.19946808510638	jja	257.9	4.41988003427592	son
01486000	02	MANOKIN BRANCH NEAR PRINCESS ANNE, MD	-75.7144	-75.5888	38.17244	38.26342	38.21389	-75.67139	10.21	1.47125	11.18	15.99	3.27441615331964	2.67482754277892	0.0961845906073908	0.0306008333747916	0.816886863958066	22.8	1.22252010723861	jja	258.05	4.3998294970162	son
01487000	02	NANTICOKE RIVER NEAR BRIDGEVILLE, DE	-75.56609	-75.52568	38.71219	38.75251	38.72833	-75.56186	13.84	1.09998	187.41	187.18	3.33903901437372	2.60757013004791	0.087683751380464	0.0424689894259026	0.780934310387804	23.05	1.24594594594595	jja	256.65	4.425	son
01491000	02	CHOPTANK RIVER NEAR GREENSBORO, MD	-75.64855	-75.60813	38.9824	39.02272	38.99719	-75.78581	18.54	1.41948	292.04	291.8	3.30507597535934	2.59245613963039	0.0812091871751497	0.0500257211233794	0.784386246778647	21.85	1.21388888888889	mam	255.55	4.37585616438356	son
01510000	02	OTSELIC RIVER AT CINCINNATUS NY	-75.69828	-75.65783	42.69578	42.7361	42.54118	-75.89964	482.21	28.76423	382.99	382.92	3.46229431895962	2.24082006844627	0.140558277002909	0.237057400622962	0.647206696488938	16.2	1.10958904109589	jja	200.85	2.86519258202568	jja
01516500	02	Corey Creek near Mainesburg, PA	-77.03681	-76.89859	41.71447	41.82522	41.79091	-77.01469	634.59	29.79686	31.48	31.56	3.18264339493498	2.26610529774127	0.164481435383888	0.199238597784613	0.712019857879042	18.25	1.11620795107034	son	232.75	3.35374639769452	son
01518862	02	Cowanesque River at Westfield, PA	-77.7769	-77.47344	41.80595	42.05616	41.92313	-77.53193	600.87	37.28156	233.91	234.49	3.03164134154689	2.26778507871321	0.219951114054223	0.201111344911574	0.748038710131879	18.5	1.13846153846154	jja	221.2	3.2197962154294	son
01532000	02	Towanda Creek near Monroeton, PA	-76.68934	-76.64891	41.72562	41.76593	41.70702	-76.48467	507.14	40.91626	553.94	556.68	3.19507871321013	2.2969073100616	0.165405170969813	0.176741266621108	0.718889115490327	18.8	1.11904761904762	son	230.75	3.31061692969871	son
01539000	02	Fishing Creek near Bloomsburg, PA	-76.57679	-76.09977	41.0467	41.39403	41.07814	-76.43106	333.75	32.47937	701.78	705.22	3.42342778918549	2.36010184804928	0.139032279637061	0.156285913306627	0.689397292241646	20.4	1.13649025069638	son	236	3.53029169783096	son
01542810	02	Waldy Run near Emporium, PA	-78.33915	-78.24556	41.55779	41.65968	41.57895	-78.29251	492.7	45.55723	13.62	13.58	3.42252840520192	2.26875292265572	0.176183031608911	0.189716485804691	0.662887974635193	15.85	1.11228070175439	jja	207.3	2.98488120950324	jja
01543000	02	Driftwood Br Sinnemahoning Cr at Sterling Run, PA	-78.58278	-78.06358	41.38861	41.7127	41.4134	-78.19695	543.37	36.53752	705.5	704.47	3.39001916495551	2.27667656399726	0.171896450036472	0.188056577083995	0.671582210369935	16.45	1.09302325581395	jja	211.05	3.01715511079342	son
01543500	02	Sinnemahoning Creek at Sinnemahoning, PA	-78.11755	-78.07493	41.29632	41.33832	41.31728	-78.10306	547.44	31.28232	1778.26	1778.96	3.40892950034223	2.2839264476386	0.17043837870638	0.181653610941671	0.669983479391203	17.1	1.0926517571885	jja	210.65	3.02223816355811	son
01544500	02	Kettle Creek at Cross Fork, PA	-77.81697	-77.77654	41.62973	41.67004	41.4759	-77.82582	551.6	36.26274	355.06	363.08	3.36351950718686	2.29069518138261	0.169194741715045	0.20336289315932	0.681041146480069	17.5	1.10759493670886	jja	217.6	3.0712773465067	son
01545600	02	Young Womans Creek near Renovo, PA	-77.72238	-77.53798	41.34542	41.57423	41.38951	-77.69082	518.97	53.68312	120	123.62	3.3845749486653	2.29803195071869	0.170227599082201	0.192645540908709	0.678972097109243	17.55	1.09006211180124	jja	219.95	3.09788732394366	jja
01547700	02	Marsh Creek at Blanchard, PA	-77.87828	-77.57614	40.96088	41.11669	41.05951	-77.60583	353.57	43.0263	113.54	115.19	3.13501300479124	2.34739815195072	0.138997636961363	0.156172998266035	0.748768234250764	20.4	1.13333333333333	jja	229.7	3.32657494569153	son
01548500	02	Pine Creek at Cedar Run, PA	-77.9178	-77.09665	41.45397	41.94908	41.52174	-77.44748	546.71	39.14167	1557.05	1557.98	3.15334565366188	2.27178221765914	0.179163892505052	0.202088630482319	0.720435520609989	18.1	1.12074303405573	jja	221	3.17757009345794	son
01549500	02	Blockhouse Creek near English Center, PA	-77.25864	-77.04609	41.42436	41.64144	41.47368	-77.23081	528.16	32.39343	97.49	98.91	3.33222587268994	2.29380824093087	0.149932720435469	0.186519052942025	0.688371175474727	19.05	1.20569620253165	son	234.5	3.51837959489872	son
01550000	02	Lycoming Creek near Trout Run, PA	-77.12769	-76.74089	41.38656	41.67237	41.41841	-77.03275	455.41	46.28526	452.68	456.32	3.3697659137577	2.29290721423682	0.154280420357333	0.179825512854574	0.680435161645977	17.8	1.20677966101695	son	230.85	3.47404063205418	son
01552000	02	Loyalsock Creek at Loyalsockville, PA	-76.24217	-76.20174	41.47616	41.51648	41.32508	-76.91246	461.43	37.27533	1129.49	1129.55	3.47699794661191	2.31166417522245	0.153983558785624	0.17305912288721	0.664844849124805	18.55	1.17034700315457	son	224.9	3.40757575757576	son
01552500	02	Muncy Creek near Sonestown, PA	-76.57368	-76.35531	41.31235	41.43484	41.35702	-76.53467	535.24	46.46363	60.64	62.06	3.6230855578371	2.29199939767283	0.13878699868632	0.185169707979555	0.632609791042611	19.6	1.1264367816092	son	230.95	3.37646198830409	son
01557500	02	Bald Eagle Creek at Tyrone, PA	-78.31321	-78.10396	40.6566	40.82068	40.68367	-78.23362	389.99	38.17147	115.3	117.78	3.15309924709103	2.35959611225188	0.142811219027817	0.15867182381751	0.748341846336992	18.95	1.12462908011869	jja	229.7	3.40044411547002	son
01567500	02	Bixler Run near Loysville, PA	-77.52803	-77.36228	40.33687	40.4469	40.37092	-77.40221	314.48	46.47316	38.77	39.5	3.21283915126626	2.43381370294319	0.112811392208755	0.126036065938383	0.757527404378139	21.3	1.21367521367521	son	253.1	4.22185154295246	son
01568000	02	Sherman Creek at Shermans Dale, PA	-77.60408	-77.56366	40.18126	40.22157	40.32342	-77.16887	265.52	34.52646	534.39	536.4	3.3297015742642	2.42495415468857	0.104799526495014	0.128510858031358	0.72827972735798	21.2	1.23255813953488	son	248.7	4.21525423728814	son
01580000	02	DEER CREEK AT ROCKS, MD	-76.70797	-76.36618	39.59121	39.80798	39.62997	-76.40331	174.3	12.44242	244.37	246.96	3.43172758384668	2.52725252566735	0.0846330195094805	0.0816880923954386	0.736437396011053	22	1.19891008174387	mam	248.05	4.29152249134948	son
01583500	02	WESTERN RUN AT WESTERN RUN, MD	-76.86892	-76.6198	39.43545	39.62526	39.51078	-76.6765	156.32	13.67585	155.85	163.42	3.26212594113621	2.55289648186174	0.084653816923074	0.0807286497637625	0.782586732679167	22.4	1.22070844686649	son	248.8	4.25299145299145	son
01586610	02	MORGAN RUN NEAR LOUISVILLE, MD	-77.09847	-76.92957	39.42408	39.56651	39.45189	-76.95531	196.88	11.85286	72.7	72.81	3.30466119096509	2.54404796714579	0.080269251363156	0.088413478566147	0.769836246481542	22.4	1.20107238605898	son	249.1	4.2948275862069	son
01591400	02	CATTAIL CREEK NEAR GLENWOOD, MD	-77.13887	-76.99524	39.23016	39.37341	39.25597	-77.05106	149.21	7.79146	59.09	59.61	3.28500616016427	2.62402350444901	0.0762067370568662	0.0838764227317032	0.798788001151812	23.1	1.22546419098143	son	253.55	4.40573414422242	son
01594950	02	MCMILLAN F NEAR FORT PENDLETON, MD	-79.45007	-79.36956	39.24947	39.32258	39.27669	-79.39031	899.82	37.38218	6.12	6.1	3.92110335386721	2.45343430527036	0.0678195614528781	0.189214297334908	0.625699983870776	15.25	1.10108303249097	jja	194.25	2.84198975859546	son
01596500	02	SAVAGE RIVER NEAR BARTON, MD	-79.18918	-78.90783	39.53891	39.73613	39.57006	-79.10194	663.42	53.96684	124.65	127.51	3.31426557152635	2.43686744695414	0.101570564796358	0.188402157557544	0.735266198306452	19.15	1.09116809116809	mam	223.15	3.25528811086798	son
01605500	02	SOUTH BRANCH POTOMAC RIVER AT FRANKLIN, WV	-79.66635	-79.26676	38.37772	38.68046	38.63567	-79.33782	856.86	70.44106	463.85	474.38	3.20968925393566	2.51657186858316	0.0983997937787151	0.137136101417764	0.784054676164488	19.15	1.24350649350649	mam	232.35	3.82469135802469	son
01606500	02	SO. BRANCH POTOMAC RIVER NR PETERSBURG, WV	-79.71968	-79.10749	38.37772	39.09237	38.99122	-79.17587	836.38	75.86214	1684.55	1686.61	3.36347707049966	2.49905597535934	0.0995538398003471	0.148750518921295	0.742997773725896	17	1.19298245614035	mam	214.95	3.39841897233202	son
01613050	02	Tonoloway Creek near Needmore, PA	-78.22969	-78.11091	39.87604	39.97497	39.89842	-78.13223	261.6	35.54433	27.9	27.96	3.08850513347023	2.44674617385352	0.12290865041956	0.130491593433601	0.792210492816755	21	1.15384615384615	jja	246.7	3.86980392156863	son
01620500	02	NORTH RIVER NEAR STOKESVILLE, VA	-79.34293	-79.20162	38.29253	38.47603	38.33763	-79.24004	786.35	74.979	44.74	61.34	3.3986160164271	2.52771782340862	0.1758565372308	0.123997407649528	0.743749164716161	22.25	1.27507163323782	jja	252.15	4.48665480427046	son
01632000	02	N F SHENANDOAH RIVER AT COOTES STORE, VA	-79.11312	-78.78798	38.51298	38.88366	38.63706	-78.8528	543.76	51.70815	543.36	547.28	2.93104038329911	2.54998795345654	0.219424492400899	0.110024870103334	0.869994138595365	20.55	1.22321428571429	jja	247.75	4.29376083188908	son
01632900	02	SMITH CREEK NEAR NEW MARKET, VA	-78.87881	-78.83841	38.45771	38.49803	38.69345	-78.64279	417.29	48.62437	245.05	249.2	2.90811225188227	2.59282922655715	0.21511509838191	0.0980763292373855	0.891584987779941	21.45	1.19832402234637	jja	251.6	4.37185056472632	son
01634500	02	CEDAR CREEK NEAR WINCHESTER, VA	-78.63629	-78.25385	38.9195	39.20678	39.08122	-78.32945	344.44	47.4082	263.98	264.49	2.97918001368925	2.52366402464066	0.217653092829487	0.114828393813144	0.847100213160832	22	1.14583333333333	jja	257.35	4.45242214532872	son
01638480	02	CATOCTIN CREEK AT TAYLORSTOWN, VA	-77.83156	-77.53588	39.1078	39.3002	39.25455	-77.57638	155.98	16.88797	232	233.83	3.03442299794661	2.55811711156742	0.129989148700473	0.0845583823488279	0.843032468874146	21.7	1.24355300859599	son	254	4.57245724572457	son
01639500	02	BIG PIPE CREEK AT BRUCEVILLE, MD	-77.26264	-76.86445	39.55942	39.73969	39.61236	-77.23744	198.1	11.61235	267.18	267.17	3.23323887748118	2.53529493497604	0.0731741829672151	0.0961263501421113	0.784134742605576	21.75	1.18528610354223	son	251.25	4.23693086003373	son
01644000	02	GOOSE CREEK NEAR LEESBURG, VA	-78.09548	-77.55686	38.82034	39.18684	39.01955	-77.57749	187.25	23.95326	859.17	859.58	3.04764818617385	2.5575617522245	0.156688497997198	0.084351798741144	0.83919192636056	22.05	1.225	son	254.8	4.4780316344464	son
01658500	02	S F QUANTICO CREEK NEAR INDEPENDENT HILL, VA	-77.49989	-77.38516	38.55941	38.66112	38.58734	-77.4286	97.44	6.88385	19.34	23.69	3.21813963039014	2.68545728952772	0.106219759238228	0.0693570115673005	0.834475068815505	22.4	1.2409972299169	son	257	4.7460757156048	son
01664000	02	RAPPAHANNOCK RIVER AT REMINGTON, VA	-78.39241	-77.77552	38.44546	38.91596	38.53068	-77.8136	216.1	30.32647	1605.1	1604.64	3.14902806297057	2.57200380561259	0.174188172204434	0.0827964257846037	0.816761157468489	22.25	1.2027027027027	son	255.55	4.45209059233449	son
01666500	02	ROBINSON RIVER NEAR LOCUST DALE, VA	-78.46264	-78.04326	38.29156	38.61758	38.32513	-78.09556	201.59	24.98287	463.15	466.17	3.20091170431211	2.65812646132786	0.184505365979813	0.0822553978033295	0.830427923940219	22.4	1.20107238605898	son	256.75	4.45746527777778	son
01667500	02	RAPIDAN RIVER NEAR CULPEPER, VA	-78.54617	-77.95105	38.10167	38.61758	38.35041	-77.975	193.47	23.44026	1209.75	1210.75	3.20798220396988	2.68815648186174	0.178906478344439	0.0788117934771709	0.837958664027232	21.9	1.23033707865169	son	255.3	4.46328671328671	son
01669000	02	PISCATAWAY CREEK NEAR TAPPAHANNOCK, VA	-77.06245	-76.85905	37.80643	37.92622	37.87708	-76.90052	42.94	4.09652	71.84	75.31	3.19697330595483	2.67805388090349	0.163706744271302	0.0412059832430486	0.83768415454556	22	1.16402116402116	jja	255	4.54140694568121	son
01669520	02	DRAGON SWAMP AT MASCOT, VA	-76.75804	-76.71763	37.59644	37.63676	37.63375	-76.69635	25.42	4.97296	277.39	277.68	3.27315947980835	2.69015121149897	0.177758044868111	0.0368199149910729	0.821882107515423	22.65	1.17357512953368	jja	252.75	4.48934280639432	son
02011400	02	JACKSON RIVER NEAR BACOVA, VA	-79.92193	-79.54313	37.97848	38.45784	38.04235	-79.88144	783.86	73.92744	407.72	409.88	3.28856536618754	2.54304951403149	0.0716663925589396	0.129154721501962	0.773300582733942	20.1	1.22188449848024	mam	236.65	3.75634920634921	son
02011460	02	BACK CREEK NEAR SUNRISE, VA	-79.90303	-79.60622	38.09314	38.50473	38.2454	-79.76866	878.38	77.10338	156.34	235.86	3.40426694045175	2.51674332648871	0.051831815560601	0.148878264866293	0.739290828396299	19.15	1.20820189274448	mam	231.8	3.5937984496124	son
02013000	02	DUNLAP CREEK NEAR COVINGTON, VA	-80.37644	-79.99218	37.54966	37.95918	37.8029	-80.047	691.82	70.85988	424.78	436.13	3.0362765229295	2.59555998631075	0.109973830766796	0.0979143372407574	0.854849670874662	20.65	1.1699716713881	mam	242.6	3.79953014878622	son
