gauge_id;MINLON;MAXLON;MINLAT;MAXLAT
01586610;-77.0984;-76.92957;39.42413;39.56617
01591400;-77.13887;-76.99544;39.23016;39.37341
01594950;-79.45001;-79.36958;39.24949;39.32253
01596500;-79.18918;-78.90783;39.53891;39.73613
01605500;-79.66606;-79.26682;38.37777;38.68046
01606500;-79.71968;-79.10749;38.37777;39.02119
01613050;-78.22969;-78.1111;39.87629;39.97497
01620500;-79.34293;-79.20162;38.29253;38.47581
01632000;-79.11312;-78.82206;38.51298;38.79639
01632900;-78.87881;-78.57042;38.41943;38.7221
01634500;-78.63629;-78.25385;38.91974;39.20668
01638480;-77.83156;-77.53588;39.1078;39.3002
01639500;-77.26264;-76.86452;39.55942;39.73969
01644000;-78.09548;-77.55686;38.82034;39.18684
01658500;-77.49975;-77.38524;38.55952;38.66112
01664000;-78.39241;-77.79033;38.44551;38.90914
01666500;-78.46252;-78.04332;38.29176;38.61758
01667500;-78.54596;-77.95105;38.20976;38.61758
01669000;-77.06231;-76.85917;37.80643;37.92622
01669520;-76.97252;-76.64917;37.59644;37.85901
02011400;-79.92182;-79.54319;37.97848;38.45774
02011460;-79.90298;-79.60622;38.09314;38.50423
02013000;-80.37644;-79.99237;37.54975;37.95918
02014000;-80.52291;-79.92229;37.41209;37.76099
02015700;-79.61091;-79.46677;38.1668;38.31265
02016000;-79.82926;-79.30539;37.73076;38.43106
02017500;-80.56027;-80.07917;37.32026;37.58916
02018000;-80.56027;-79.87967;37.25921;37.71934
02027000;-79.17893;-78.88107;37.68951;37.93772
02027500;-79.21582;-78.9839;37.67523;37.8526
02028500;-79.01508;-78.71897;37.82786;38.06562
02038850;-78.73035;-78.59947;37.38413;37.47754
02046000;-77.90109;-77.56344;36.99588;37.18609
02051000;-78.50561;-78.25509;36.97178;37.1264
02051500;-78.55236;-77.79773;36.61535;37.1264
02053200;-77.49232;-76.98815;36.24201;36.50423
02053800;-80.33055;-80.06826;37.01319;37.22054
02055100;-79.90668;-79.86628;37.41617;37.45644
02056900;-80.13131;-79.816;36.96848;37.18618
02059500;-79.83826;-79.45916;37.14731;37.50539
02064000;-79.14362;-78.88769;37.09524;37.35459
02065500;-78.87421;-78.65773;37.05862;37.35334
02069700;-80.40415;-80.08113;36.51238;36.74222
02070000;-80.22655;-79.92291;36.54095;36.77415
02074500;-79.73604;-79.48016;36.57295;36.76843
02077200;-79.33038;-79.15801;36.19824;36.44456
0208111310;-77.27339;-76.8798;36.01144;36.2484
02081500;-78.89102;-78.55053;36.12146;36.44937
02082950;-78.18142;-77.77134;36.1569;36.46824
02092500;-77.77851;-77.39959;34.91003;35.18401
02096846;-79.21031;-79.16998;36.01611;36.05642
02102908;-79.26196;-79.15036;35.11084;35.20761
02108000;-78.14912;-77.6381;34.79762;35.26101
02111180;-81.62378;-81.37439;36.04421;36.2551
02111500;-81.40277;-81.12909;36.15049;36.39892
02112120;-81.2055;-80.95051;36.22812;36.46743
02112360;-81.02405;-80.77321;36.28636;36.52137
02118500;-81.16121;-80.69411;35.97683;36.20773
02125000;-80.43489;-80.27456;35.27961;35.51611
02128000;-79.92345;-79.75031;35.36403;35.71207
02137727;-82.31523;-82.03228;35.51784;35.75629
02140991;-81.9025;-81.56058;35.80738;36.16809
02143000;-81.66091;-81.35328;35.59869;35.74272
02143040;-81.7103;-81.53657;35.54149;35.6532
02149000;-82.25411;-81.99348;35.40197;35.63101
02152100;-81.86443;-81.63669;35.46171;35.63224
02177000;-83.39082;-83.0179;34.78478;35.14498
02178400;-83.62257;-83.43167;34.85703;35.06005
02193340;-82.94258;-82.82452;33.66139;33.80942
02196000;-82.33983;-81.76873;33.70361;34.21756
02198100;-81.96424;-81.78149;32.89648;33.03231
02202600;-81.7983;-81.4157;32.11953;32.45001
02212600;-83.80266;-83.60524;33.06667;33.27914
02215100;-83.85899;-83.47814;32.14862;32.41013
02216180;-83.16111;-82.89854;31.95326;32.11249
02221525;-83.78412;-83.44479;33.20106;33.54165
02231000;-82.52471;-82.04039;30.0659;30.78285
02231342;-80.97197;-80.75462;27.43185;27.64875
02235200;-81.63957;-81.59927;28.85805;28.89836
02245500;-82.04641;-81.72187;29.78234;30.01006
02246000;-82.07095;-81.88452;30.00456;30.17549
02296500;-81.83434;-81.51291;27.27248;27.70764
02297155;-82.11401;-81.98037;27.44338;27.66456
02297310;-82.11401;-81.89775;27.14961;27.66456
02298123;-81.81652;-81.59745;27.0226;27.27529
02298608;-82.29156;-82.02762;27.3222;27.54097
02299950;-82.25678;-82.06631;27.44349;27.66805
02300700;-82.39315;-82.22992;27.6878;27.83634
02310947;-82.09107;-81.7296;28.15418;28.39927
02312200;-82.2319;-81.81102;28.37913;28.65341
02314500;-82.83416;-82.09347;30.63945;31.27432
02315500;-82.83416;-82.09347;30.29727;31.27432
02324400;-83.5187;-83.47834;30.1375;30.17776
02327100;-84.68685;-84.44554;30.06489;30.37145
02342933;-85.54628;-85.26777;31.90732;32.12733
02349900;-83.94683;-83.73826;32.15833;32.33212
02350900;-84.73278;-84.2032;31.73944;32.41442
02361000;-85.67349;-85.24547;31.28802;31.90202
02363000;-85.88144;-85.39805;31.57079;32.16829
02369800;-86.80496;-86.53526;30.98376;31.17424
02371500;-86.28556;-85.61803;31.50367;32.17247
02372250;-86.45638;-85.98643;31.55033;32.09778
02374500;-87.18234;-86.89418;31.38302;31.75271
02381600;-84.49016;-84.39721;34.54601;34.61767
02384540;-84.75176;-84.61779;34.83306;34.91924
02395120;-84.91455;-84.87207;34.21869;34.26002
02408540;-86.30053;-85.92793;32.84499;33.33941
02415000;-86.02595;-85.78125;33.0361;33.34254
02422500;-86.99123;-86.60178;32.55954;33.00695
02427250;-87.14219;-86.71677;31.70676;32.08276
02430085;-88.30716;-88.26576;34.44551;34.48629
02430615;-88.39389;-88.28199;34.35373;34.46326
02450250;-87.56852;-87.29328;34.24068;34.45559
02464000;-87.74704;-87.46325;33.44605;33.82322
02464146;-87.54003;-87.4473;33.36419;33.45813
02464360;-87.763;-87.59424;33.35107;33.57435
02465493;-87.66287;-87.40582;32.9054;33.03087
02469800;-88.04489;-87.74317;31.68936;31.92042
02472000;-89.71753;-89.18492;31.66728;32.34024
02472500;-89.87305;-89.38112;31.35621;31.88471
02479155;-89.00538;-88.96507;31.00983;31.05012
02479300;-89.48574;-88.74257;30.70051;31.03643
02479560;-88.59355;-88.1938;30.78017;31.58954
02481000;-89.28994;-89.08822;30.52696;30.76554
02481510;-89.60984;-89.24013;30.44601;31.10538
03010655;-78.22625;-77.91524;41.81807;41.98891
03011800;-78.74346;-78.51632;41.70073;41.85596
03015500;-79.68306;-79.29445;41.7408;42.11011
03021350;-79.82309;-79.52114;41.96163;42.15689
03026500;-78.66539;-78.55465;41.60284;41.71089
03028000;-78.82858;-78.5793;41.53835;41.74803
03049000;-79.83429;-79.57984;40.69024;40.96872
03049800;-79.96754;-79.87037;40.48952;40.59784
03050000;-80.13911;-79.83048;38.43021;38.84125
03066000;-79.51107;-79.27021;38.9765;39.23489
03069500;-80.03447;-79.27021;38.37259;39.23489
03070500;-79.79396;-79.45072;39.55726;39.86694
03076600;-79.42489;-79.21276;39.52978;39.718
03078000;-79.30559;-79.08205;39.52037;39.77894
03140000;-81.8912;-81.74789;40.32422;40.5029
03144000;-82.3674;-82.06559;40.0692;40.36346
03159540;-82.17703;-81.82019;38.98195;39.3369
03161000;-81.75792;-81.33875;36.09735;36.42989
03164000;-81.76205;-80.89371;36.09735;36.78891
03165000;-80.97133;-80.79946;36.51828;36.71787
03170000;-80.65385;-80.08482;36.7776;37.1072
03173000;-81.29372;-80.6341;37.00222;37.32071
03180500;-79.8694;-79.5981;38.44748;38.70197
03182500;-80.20109;-79.5981;38.04214;38.70197
03186500;-80.51398;-80.10864;38.18155;38.42953
03187500;-80.54907;-80.19128;38.15106;38.37404
03213700;-82.33767;-81.31772;37.09778;37.71299
03237280;-83.30213;-83.16458;38.61372;38.73351
03237500;-83.79056;-83.24551;38.77128;39.23447
03238500;-84.00284;-83.62334;38.82938;39.20898
03241500;-83.92319;-83.58145;39.68259;39.81303
03280700;-83.34533;-83.14426;36.98315;37.1892
03281100;-83.90771;-83.55796;36.91472;37.17941
03281500;-83.95825;-83.42331;36.87485;37.53468
03285000;-84.91224;-84.35948;37.31307;37.67267
03291780;-85.34131;-85.20733;38.84217;39.01784
03300400;-85.31679;-84.87056;37.53159;38.0113
03338780;-87.80852;-87.37416;40.21052;40.58932
03340800;-86.99137;-86.51403;39.77819;40.03273
03346000;-88.06687;-87.80976;38.979;39.55819
03357350;-86.7913;-86.67811;39.70457;39.82569
03364500;-85.74112;-85.30043;39.23267;39.549
03366500;-85.71219;-85.21605;38.63946;39.12548
03368000;-85.52413;-85.35902;39.03577;39.1594
03384450;-88.60997;-88.42962;37.43729;37.61217
03439000;-83.0084;-82.79782;35.08204;35.3293
0344894205;-82.3867;-82.25556;35.65635;35.76828
03450000;-82.44113;-82.35616;35.63101;35.7207
03455500;-83.01052;-82.85157;35.27155;35.41874
03456500;-82.90758;-82.72505;35.29391;35.50034
03460000;-83.22321;-83.0223;35.5287;35.70768
03463300;-82.31122;-82.13797;35.67884;35.86652
03471500;-81.65986;-81.30916;36.67718;36.84016
03473000;-82.00592;-81.30916;36.44983;36.84016
03479000;-81.86092;-81.67495;36.08835;36.36857
03488000;-81.80537;-81.24343;36.82959;37.107
03498500;-83.99061;-83.45272;35.54206;35.84693
03500000;-83.5064;-83.2612;34.88326;35.17705
03500240;-83.60118;-83.36033;35.04019;35.21785
03504000;-83.67614;-83.45115;34.97685;35.16149
03574500;-86.37117;-85.97773;34.59132;35.12105
03592718;-88.32269;-88.19181;34.72517;34.87619
03604000;-87.88285;-87.21651;35.18618;35.58351
04015330;-91.92892;-91.75851;46.91927;47.06881
04024430;-92.67555;-92.01202;46.29672;46.68265
04027000;-91.06658;-90.26928;46.17072;46.54709
04040500;-88.6065;-88.21538;46.43799;46.67876
04043050;-88.48187;-88.27388;47.20695;47.34111
04045500;-85.89373;-84.86208;46.13627;46.61034
04056500;-86.79111;-85.57952;45.996;46.5655
04057510;-86.84854;-86.56392;45.87159;46.36896
04057800;-88.02099;-87.77132;46.46312;46.62134
04059500;-88.17951;-87.16724;45.7066;46.21261
04063700;-88.92771;-88.38732;45.65451;45.85326
04074950;-89.26388;-88.68346;45.1611;45.73996
04105700;-85.4196;-85.28462;42.30814;42.52349
04115265;-85.06453;-84.88393;43.22601;43.40187
04122200;-86.37983;-85.6992;43.40813;43.70515
04122500;-86.31528;-85.56002;43.60941;44.03687
04124000;-85.71969;-84.73084;44.33765;44.95455
04127918;-85.09901;-84.50998;46.13027;46.42411
04127997;-84.85622;-84.47635;44.99516;45.35923
04161580;-83.23279;-83.06525;42.76141;42.88783
04185000;-84.5346;-84.12898;41.4645;42.03965
04196800;-83.59764;-83.16793;40.57097;40.94348
04197100;-83.13427;-82.71266;40.87211;41.12729
04197170;-83.19677;-82.88144;41.02393;41.14878
04213000;-80.70762;-80.24987;41.63668;41.95774
04213075;-80.31916;-80.19012;41.96633;42.03832
04216418;-78.39898;-78.20086;42.60098;42.88909
04221000;-78.03612;-77.66903;41.82562;42.14975
04224775;-77.9363;-77.67013;42.36992;42.60161
04233000;-76.67027;-76.47131;42.25312;42.42005
04256000;-75.38616;-74.90178;43.70755;43.84343
05056000;-100.64002;-98.64738;47.38786;48.35356
05057000;-100.64002;-97.85182;47.38786;48.35356
05057200;-98.79334;-98.08249;47.16551;47.68663
05062500;-96.28237;-95.27191;47.0958;47.51128
05087500;-96.94246;-95.97096;48.21741;48.5576
05120500;-100.96469;-100.03723;47.76145;48.16641
05123400;-100.54028;-99.87835;48.50384;49.01916
05129115;-93.04965;-92.01548;47.45688;48.32664
05131500;-93.66436;-92.35137;47.4792;48.42092
05291000;-97.10829;-96.44358;45.10997;45.51874
05362000;-90.98626;-90.07747;45.26843;45.69858
05393500;-90.23197;-89.95176;45.35999;45.56304
05399500;-90.42052;-90.03421;44.75404;45.11235
05408000;-90.77967;-90.39736;43.54909;43.92542
05412500;-92.52799;-91.18403;42.54571;43.4641
05413500;-91.0678;-90.65072;42.65829;43.01397
05414000;-90.7104;-90.39252;42.70723;43.00007
05444000;-89.80561;-89.5168;41.875;42.16846
05454000;-91.52403;-91.35656;41.65603;41.80108
05458000;-92.87334;-92.4788;43.00762;43.67206
05466500;-91.02492;-89.95453;41.12838;41.38545
05487980;-93.91639;-93.19674;40.89017;41.29032
05488200;-93.33022;-93.01447;41.05036;41.32759
05489000;-93.27587;-92.75508;40.86533;41.27535
05495000;-92.76413;-91.56333;40.36118;40.84066
05495500;-91.40558;-90.95077;39.98214;40.3613
05501000;-92.28946;-91.48782;39.62637;40.08397
05503800;-92.28862;-91.97043;39.54382;39.77774
05507600;-91.77617;-91.65256;39.21856;39.45853
05508805;-91.63073;-91.27169;39.2556;39.57949
05514500;-91.81606;-90.92819;38.79831;39.36792
05525500;-88.06057;-87.23867;40.3788;40.7349
05556500;-89.5452;-88.99669;41.33719;41.72622
05584500;-91.25685;-90.43978;40.20921;40.68997
05585000;-91.25685;-90.41755;39.94637;40.68997
05591550;-88.55807;-88.28183;39.4242;39.58004
05592050;-89.03889;-88.72855;39.35108;39.60927
05592575;-88.98556;-88.77169;38.87862;39.03514
05593575;-89.51542;-89.20523;38.29703;38.47189
05593900;-89.42336;-89.20413;39.12497;39.36071
05595730;-89.23026;-89.00801;38.19507;38.47182
06037500;-111.09626;-110.50753;44.31931;44.86724
06043500;-111.55081;-110.85022;44.83004;45.56851
06154410;-108.71101;-108.56354;47.89517;48.01833
06188000;-110.42095;-109.8041;44.53936;45.23882
06191500;-110.92892;-109.7026;43.92588;45.27573
06221400;-109.71299;-109.37678;43.14194;43.38286
06224000;-109.65089;-109.17064;42.91893;43.21577
06278300;-107.43566;-107.25483;44.42483;44.56252
06280300;-109.89388;-109.42281;43.78135;44.24346
06289000;-107.88483;-107.57969;44.75169;45.03341
06291500;-107.93132;-107.55054;44.89563;45.15665
06311000;-107.1464;-107.01986;43.99693;44.17686
06332515;-102.96753;-102.70247;47.64587;47.88805
06339100;-103.24112;-102.74183;47.1452;47.44318
06339500;-103.24112;-101.82115;46.79347;47.44318
06344600;-103.32582;-102.99448;46.93501;47.17632
06350000;-103.37815;-102.50807;46.28096;46.70801
06352000;-103.39029;-102.43119;46.10548;46.39402
06353000;-103.39029;-101.29236;45.85023;46.39402
06354000;-103.39029;-100.85354;45.85023;46.7126
06360500;-104.0257;-100.76893;44.905;45.6152
06404000;-103.55083;-103.31411;43.81664;43.97162
06406000;-103.55083;-103.15972;43.71544;43.97425
06408700;-103.95053;-103.81251;44.07877;44.17318
06409000;-104.04578;-103.73703;43.88274;44.15049
06431500;-104.08292;-103.78106;44.12202;44.51308
06440200;-102.25442;-101.6617;43.73315;43.98938
06441500;-102.33026;-100.28206;43.73315;44.53015
06447000;-103.87062;-101.49141;42.50097;43.88137
06447500;-102.18873;-101.59433;43.01375;43.244
06450500;-102.18873;-100.54988;42.94356;43.64793
06452000;-103.87062;-99.48622;42.50097;43.94274
06453600;-99.83631;-98.1325;42.73377;43.29843
06464500;-100.8079;-99.72811;42.83579;43.37105
06468170;-100.03537;-98.81841;47.29411;47.77729
06468250;-100.03537;-98.61362;47.29411;47.77729
06470800;-98.4027;-97.93004;46.20423;46.8608
06477500;-98.78668;-98.19835;43.52235;44.22493
06479215;-97.24984;-97.00203;45.14907;45.35298
06479438;-97.35123;-96.97053;44.98225;45.35298
06601000;-96.72493;-96.3955;42.03618;42.36679
06614800;-105.91356;-105.83522;40.45586;40.51764
06622700;-106.56327;-106.33182;41.34838;41.46918
06623800;-106.85306;-106.65556;40.85148;41.08413
06632400;-106.33205;-106.11403;41.36262;41.60878
06746095;-105.93089;-105.83394;40.49394;40.56312
06775500;-102.86099;-100.07918;41.80619;42.20669
06784000;-100.85096;-98.7178;40.82311;41.63398
06803510;-96.80893;-96.61882;40.85374;41.08472
06803530;-96.84296;-96.49859;40.94547;41.17308
06814000;-96.48799;-96.06662;39.86638;40.34738
06846500;-102.58779;-100.52092;39.09107;40.01509
06847900;-101.33989;-100.05959;39.27449;39.8721
06853800;-98.75744;-98.21096;39.78389;40.05978
06876700;-98.4385;-97.79289;39.03949;39.40982
06878000;-97.53844;-96.98417;38.99005;39.41535
06879650;-96.62487;-96.53222;39.06327;39.13204
06885500;-96.58178;-96.03064;39.52458;40.03162
06888500;-96.56387;-96.08699;38.79509;39.15029
06889200;-96.04553;-95.78746;39.17903;39.67764
06889500;-96.04553;-95.6819;39.06657;39.67764
06892000;-95.45362;-94.90651;39.06289;39.62479
06903400;-93.80309;-93.22923;40.80536;41.0269
06906800;-93.52163;-92.76753;38.36817;38.72803
06910800;-96.23765;-95.90577;38.53592;38.88017
06911900;-96.14546;-95.81087;38.6799;38.91234
06917000;-95.24683;-94.66518;37.90953;38.14498
06918460;-93.96192;-93.52784;37.00426;37.44399
06919500;-94.22311;-93.7832;37.30711;37.88742
06921070;-93.42984;-92.91552;37.24664;37.71761
06921200;-93.36905;-93.03614;37.55348;37.79604
06934000;-92.91156;-91.69828;37.02745;38.4113
07014500;-91.81105;-90.87915;37.47525;38.19176
07056000;-93.55229;-92.71648;35.71814;36.13319
07057500;-92.334;-91.88345;36.58321;37.12397
07060710;-92.39135;-92.17965;35.94759;36.12867
07066000;-92.02911;-91.3148;36.94448;37.25004
07067000;-91.42401;-90.98668;36.86839;37.08606
07067000;-92.02911;-90.93789;36.94448;37.5766
07068000;-92.02911;-90.77556;36.59338;37.5766
07071500;-91.98608;-91.08685;36.6128;37.04293
07083000;-106.54429;-106.33592;39.07974;39.22593
07142300;-99.7494;-98.82031;37.44125;37.93403
07145700;-97.72898;-97.37751;37.21556;37.47995
07148400;-99.44796;-98.60008;36.75892;37.51891
07149000;-99.33609;-98.42554;37.00316;37.66991
07151500;-98.83046;-97.56795;37.09996;37.6184
07167500;-96.54104;-96.19626;37.57285;37.78405
07180500;-96.9374;-96.61821;38.03412;38.22727
07184000;-95.0837;-94.7834;37.24904;37.6577
07195800;-94.46022;-94.33625;36.2291;36.33852
07196900;-94.50869;-94.33442;35.79909;35.96545
07197000;-94.87137;-94.33442;35.71616;36.12223
07208500;-105.23503;-104.92801;36.31366;36.50451
07226500;-104.27564;-103.41793;35.40583;36.60817
07261000;-92.46993;-92.02179;35.26894;35.53986
07263295;-92.99581;-92.71486;34.82711;34.95728
07290650;-90.91512;-90.31343;31.61253;32.2447
07291000;-90.83604;-90.52201;31.47752;31.79401
07292500;-91.18771;-90.47854;31.1949;31.79401
07295000;-91.36051;-91.00026;31.0551;31.29228
07299670;-100.14325;-99.71238;34.20621;34.38643
07301410;-100.64364;-100.06961;35.38117;35.63413
07301500;-101.81951;-99.48478;35.09918;35.63983
07315200;-98.27954;-98.0061;33.57653;33.84282
07315700;-97.93232;-97.44266;33.96588;34.5324
07335700;-94.63594;-94.44085;34.56914;34.6981
07340300;-94.32338;-93.98896;34.31774;34.51341
07346045;-94.73446;-94.31482;32.74102;33.23056
07359610;-93.93518;-93.58311;34.35291;34.50067
07362100;-93.26281;-92.75329;33.22427;33.57951
07362587;-93.08271;-92.90301;34.74918;34.83566
07373000;-92.58819;-92.37436;31.51064;31.67151
07375000;-90.27895;-90.16671;30.58318;30.81371
07376000;-90.75444;-90.53483;30.4798;31.18081
08013000;-93.24745;-92.65335;30.96595;31.4673
08014500;-93.2202;-92.7537;30.63679;31.16546
08023080;-93.9878;-93.73537;31.92714;32.16408
08025500;-93.58068;-93.29083;31.28527;31.58734
08029500;-93.92575;-93.72331;30.66085;31.10893
08050800;-97.05749;-96.91066;33.5101;33.73334
08066200;-94.98064;-94.77605;30.67139;30.97239
08066300;-94.91226;-94.63865;30.42329;30.81036
08070000;-95.56183;-95.06165;30.29139;30.74429
08070200;-95.56183;-95.04271;30.08048;30.74429
08079600;-101.4824;-101.17057;32.8937;33.23282
08082700;-99.74737;-99.43383;33.16716;33.39433
08086212;-99.52002;-99.0928;32.22655;32.80665
08086290;-99.15844;-98.84987;32.34079;32.67299
08101000;-98.59084;-97.81713;31.24106;31.74698
08103900;-98.21961;-98.01381;30.84382;30.94942
08104900;-98.20477;-97.64662;30.57439;30.78106
08109700;-97.34978;-96.84837;30.29409;30.58709
08150800;-99.29336;-99.04833;30.30964;30.67695
08155200;-98.21284;-97.87062;30.1714;30.34797
08158700;-98.31758;-97.96155;30.04434;30.24094
08158810;-98.02647;-97.90743;30.11606;30.22783
08164000;-97.24118;-96.65526;28.93837;29.63381
08164300;-97.14713;-96.73016;29.41858;29.82569
08164600;-97.13196;-96.76751;28.82753;29.08314
08165300;-99.71773;-99.35396;29.92172;30.18605
08171300;-98.73577;-97.87158;29.92598;30.18752
08175000;-97.93241;-97.37411;29.07209;29.51017
08176900;-97.70114;-97.20153;28.77845;29.13408
08178880;-99.55881;-99.02446;29.65193;29.98051
08189500;-97.99083;-97.24476;28.23751;28.77278
08190000;-100.29061;-99.80663;29.38437;30.11429
08190500;-100.58667;-100.06758;29.44195;30.07925
08194200;-99.21753;-98.92296;27.51553;28.0053
08195000;-99.88984;-99.54887;29.4663;30.02183
08196000;-99.95076;-99.73327;29.46188;29.80237
08198500;-99.68102;-99.42066;29.23219;29.88867
08200000;-99.42171;-99.16232;29.54664;29.76888
08202700;-99.48165;-99.24059;29.33205;29.75943
08267500;-105.58355;-105.39444;36.51047;36.65719
08269000;-105.52823;-105.29894;36.37835;36.57207
08271000;-105.57074;-105.37494;36.46801;36.56879
08324000;-106.89334;-106.38093;35.63191;36.14558
08377900;-105.67988;-105.46645;35.7563;35.98655
08378500;-105.7849;-105.46645;35.67763;36.00215
08380500;-105.57384;-105.2838;35.61948;35.8328
09034900;-105.95472;-105.8605;39.69046;39.80201
09035800;-106.0476;-105.93169;39.7759;39.86702
09035900;-106.09693;-105.90126;39.66386;39.82274
09047700;-106.00139;-105.88139;39.51417;39.62245
09065500;-106.30058;-106.15593;39.58259;39.68337
09066000;-106.28902;-106.17714;39.51019;39.64022
09066200;-106.35327;-106.27101;39.62571;39.72584
09066300;-106.4057;-106.30806;39.62298;39.72352
09081600;-107.40091;-106.96628;38.96488;39.26689
09107000;-106.7694;-106.42872;38.83604;39.06458
09210500;-110.66862;-110.3948;41.99009;42.44241
09223000;-110.77974;-110.60594;42.08849;42.38993
09306242;-108.63861;-108.41266;39.81674;39.95786
09312600;-111.08034;-110.93911;39.84726;40.06719
09352900;-107.62726;-107.43846;37.45474;37.72851
09378170;-109.48743;-109.34578;37.79657;37.87268
09378630;-109.50347;-109.4311;37.72851;37.8442
09386900;-108.60041;-108.34522;35.2286;35.4207
09404450;-112.72289;-112.45002;37.30749;37.51686
09430500;-108.69879;-107.76223;32.89648;33.76826
09430600;-108.70674;-108.40999;33.13796;33.32663
09447800;-109.97216;-109.50226;32.92627;33.33348
09480000;-110.7696;-110.42156;31.31454;31.48284
09484000;-110.86341;-110.69494;32.28506;32.46949
09484600;-110.91713;-110.38681;31.56608;32.1395
09492400;-109.83544;-109.55102;33.7987;33.93728
09494000;-110.19213;-109.52095;33.67189;34.17033
09497800;-110.68977;-110.3229;33.81716;34.2557
09497980;-111.01995;-110.7482;33.80624;34.26161
09505200;-111.70546;-111.51208;34.565;34.74408
09505350;-111.82044;-111.43112;34.69297;34.94945
09505800;-111.71888;-111.28725;34.42955;34.82213
09508300;-111.73309;-111.46359;34.0965;34.25296
09510200;-111.61289;-111.3515;33.64605;34.02652
09512280;-111.99952;-111.76709;33.86138;34.07838
09513780;-112.1861;-111.8549;33.91465;34.11396
09535100;-112.63459;-112.14647;32.01255;32.57733
10023000;-111.46515;-111.18787;41.49862;41.65802
10166430;-112.6294;-111.97617;40.12197;40.60456
10172700;-112.59157;-112.1755;39.81244;40.01396
10172800;-112.65188;-112.44825;40.41593;40.60156
10173450;-112.86137;-112.48943;37.51988;37.73748
10205030;-111.60745;-111.42074;38.85558;39.09912
10234500;-112.59803;-112.31544;38.16401;38.4059
10242000;-113.23638;-112.75917;37.54888;38.0243
