OBJ_STATUS_,OBJ_IDENTIF,NAME,MIN_X_AXIS_,MAX_X_AXIS_,MIN_Y_AXIS_,MAX_Y_AXIS_,RFC,HUC,CWA,FORECAST_GR,CH5_ID,POINT_TYPE,DESCRIPTION,USER_ATTRIB,TIMESTAMP,IHABBS_VERS,FDIR_LAYER,X_RESOLUTIO,Y_RESOLUTIO,RIVERS_LAYE,RIVERS_PREC,PNT_LAT_USE,PNT_LNG_USE,PNT_LAT_ADJ,PNT_LNG_ADJ,ADJUSTMENT,DOWN_BASIN_,ROR_BASIN_I,ROR_ELEVATI,INCLUDES_NC,LOCAL_NCA,LOCAL_AREA,TOTAL_AREA,STREAM_ID,BOUNDARY_FL,NUMBER_ZONE,ZONE_1_MIN_,ZONE_2_MIN_,ZONE_3_MIN_,ZONE_4_MIN_,ZONE_5_MIN_,ZONE_6_MIN_,DISCHARGE_E,MEAN_ELEVAT,MINIMUM_ELE,MAXIMUM_ELE,MEAN_SLOPE,MINIMUM_SLO,MAXIMUM_SLO,MEAN_ASPECT,MINIMUM_ASP,MAXIMUM_ASP
"0","15",AKWI4,-94.0379166666,-93.4337500000,41.0120833333,41.3620833333,NCRFC,,DMX,DES,AKWI4,d,SOUTH R  ACKWORTH 2SW,,"-9223372036854775808","3.04",NCRFC_flow_directions_2000,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,41.3372222220,-93.4861111110,41.3350000000,-93.4858333330,snapped,"1151","0","0",n,0.0000000000,1193.5984777300,1193.5984777300,"10695",y,"0","0","0","0","0","0","0",250.0000000000,305.3999728740,243.0000000000,371.0000000000,2.0242777700,0.0000000000,6.0000000000,57.9856197930,0.0000000000,359.0000000000
"0","16",WSPI2,-88.1295833333,-87.8962500000,41.7829166666,42.1370833333,NCRFC,,LOT,KDF,WSPI2,d,SALT CR WESTERN SPRINGS,,"-9223372036854775808","3.07",NCRFC0630,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,41.8263888880,-87.9000000000,41.8225000000,-87.9025000000,snapped,"656","0","0",n,0.0000000000,337.5491557850,337.5491557850,"10416",n,"0","-1","-1","-1","-1","-1","-1",191.0000000000,223.1932733300,191.0000000000,271.0000000000,0.4651823780,0.0000000000,3.0000000000,94.9429967830,0.0000000000,359.0000000000
"0","17",SWNI4,-93.7670833333,-93.2420833333,41.2704166666,41.7412500000,NCRFC,,DMX,DES,SWNI4,d,DES MOINES R SWAN,,"-9223372036854775808",Version 3.21,ncrfc1004,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,41.4869444440,-93.2786111110,41.4850000000,-93.2775000000,snapped,"217","0","0",n,0.0000000000,1105.2388890510,30345.2559468370,"10625",n,"0","0","0","0","0","0","0",229.0000000000,264.6155976670,229.0000000000,307.0000000000,1.1759475210,0.0000000000,6.0000000000,138.5699748410,0.0000000000,359.0000000000
"0","18",LADI4,-92.8004166666,-92.1795833333,41.6829166666,41.8745833333,NCRFC,,DVN,CIW,LADI4,d,BIG BEAR CR  LADORA,,"-9223372036854775808","3.04",NCRFC_flow_directions_2000,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,41.7491666660,-92.1819444440,41.7475000000,-92.1816666660,snapped,"140","0","0",n,0.0000000000,484.8728838200,484.8728838200,"10474",n,"0","0","0","0","0","0","0",230.0000000000,283.4109861010,228.0000000000,324.0000000000,1.5138980800,0.0000000000,5.0000000000,103.9201496860,0.0000000000,359.0000000000
"0","19",AESI4,-93.7920833333,-93.5920833333,41.9370833333,42.1245833333,NCRFC,,DMX,TIA,AESI4,f,S SKUNK R BLO SQUAW CR AMES,,"-9223372036854775808","3.04",NCRFC_flow_directions_2000,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,42.0066666660,-93.5950000000,42.0058333330,-93.5983333330,snapped,"82","0","0",n,0.0000000000,90.9306227600,1451.5004021280,"10497",n,"0","0","0","0","0","0","0",271.0000000000,304.0579964850,269.0000000000,343.0000000000,0.4657293490,0.0000000000,3.0000000000,96.6838511350,0.0000000000,358.0000000000
"0","20",GDVM5,-93.5254166666,-93.1420833333,43.5120833333,43.7787500000,NCRFC,,MPX,CIW,GDVM5,d,SHELL ROCK R GORDONSVILLE,,"-9223372036854775808",Version 3.21,ncrfc1004,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,43.5139980000,-93.2684050000,43.5141666660,-93.2650000000,snapped,"115","0","0",n,0.0000000000,461.8200335510,461.8200335510,"9301",n,"0","-28","-28","-28","-28","-28","-28",364.0000000000,382.8564206260,362.0000000000,411.0000000000,0.4651162790,0.0000000000,3.0000000000,207.7756729740,0.0000000000,359.0000000000
"0","21",CCTI4,-91.9420833333,-91.5129166666,42.1912500000,42.6162500000,NCRFC,,DVN,TIA,CCTI4,d,WAPSIPINICON R CENTRAL CITY,,"-9223372036854775808","3.04",NCRFC_flow_directions_2000,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,42.2008333330,-91.5283333330,42.2016666660,-91.5275000000,snapped,"104","0","0",n,0.0000000000,569.1100482320,3267.3434348690,"10236",n,"0","0","0","0","0","0","0",257.0000000000,288.1864879950,253.0000000000,350.0000000000,0.9692908980,0.0000000000,5.0000000000,199.8475392450,0.0000000000,359.0000000000
"0","22",ANSI4,-91.5837500000,-91.2379166666,42.0495833333,42.2579166666,NCRFC,,DVN,TIA,ANSI4,f,WAPSIPINICON R NR ANAMOSA,,"-9223372036854775808",Version 3.17,ncrfc1004,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,42.0833333330,-91.2672222220,42.0808333330,-91.2691666660,snapped,"105","0","0",n,0.0000000000,312.5382804160,4075.6401307800,"10302",n,"0","0","0","0","0","0","0",249.0000000000,275.3168367340,238.0000000000,322.0000000000,1.2954081630,0.0000000000,8.0000000000,188.1739626790,0.0000000000,359.0000000000
"0","23",PRAI4,-91.8629166666,-91.3920833333,42.1870833333,42.7120833333,NCRFC,,DVN,TIA,PRAI4,f,BUFFALO CR S OF PRAIRIEBURG,,"-9223372036854775808",Version 3.21,ncrfc1004,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,42.1958333330,-91.4227777770,42.1933333330,-91.4233333330,snapped,"104","0","0",n,0.0000000000,495.7584154930,495.7584154930,"10235",n,"0","-27","-27","-27","-27","-27","-27",263.0000000000,312.3109189880,258.0000000000,361.0000000000,0.7764969580,0.0000000000,6.0000000000,207.7798817180,0.0000000000,359.0000000000
"0","24",NTWI4,-93.4962500000,-93.1879166666,43.4120833333,43.6495833333,NCRFC,,DMX,CIW,NTWI4,d,SHELL ROCK R NORTHWOOD 2S,,"-9223372036854775808","3.04",NCRFC_flow_directions_2000,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,43.4141666660,-93.2205555550,43.4141666660,-93.2191666660,snapped,"101","0","0",n,0.0000000000,311.5497015130,773.3697350640,"9395",n,"0","-1","-1","-1","-1","-1","-1",356.0000000000,383.8012018020,356.0000000000,411.0000000000,0.3970956430,0.0000000000,3.0000000000,90.2354113400,0.0000000000,359.0000000000
"0","25",MCWI4,-93.7962500000,-93.1254166666,43.1620833333,43.6370833333,NCRFC,,DMX,CIW,MCWI4,f,WINNEBAGO R MASON CITY,,"-9223372036854775808","3.04",NCRFC_flow_directions_2000,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,43.1650000000,-93.1925000000,43.1641666660,-93.1900000000,snapped,"101","0","0",n,0.0000000000,1287.3398831410,1287.3398831410,"9518",n,"0","0","0","0","0","0","0",335.0000000000,380.7682304320,333.0000000000,426.0000000000,0.5069275640,0.0000000000,6.0000000000,154.1599362810,0.0000000000,359.0000000000
"0","26",RKFI4,-93.5587500000,-92.8670833333,42.9912500000,43.4745833333,NCRFC,,DMX,CIW,RKFI4,f,SHELLROCK R ROCKFORD,,"-9223372036854775808",Version 3.21,ncrfc1004,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,43.0053888880,-92.9255833330,43.0058333330,-92.9275000000,snapped,"122","0","0",n,0.0000000000,1215.7575361830,3276.4671543890,"9687",n,"0","-28","-28","-28","-28","-28","-28",301.0000000000,358.8054158600,301.0000000000,407.0000000000,0.4522243710,0.0000000000,5.0000000000,130.8201009630,0.0000000000,359.0000000000
"0","27",SHRI4,-93.1420833333,-92.5420833333,42.6995833333,43.2662500000,NCRFC,,DMX,CIW,SHRI4,f,SHELL ROCK R SHELL ROCK,,"-9223372036854775808","3.04",NCRFC_flow_directions_2000,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,42.7119444440,-92.5827777770,42.7100000000,-92.5858333330,snapped,"871","0","0",n,0.0000000000,1203.9172852310,4480.3844396210,"9859",n,"0","-1","-1","-1","-1","-1","-1",284.0000000000,318.0737737080,280.0000000000,371.0000000000,0.5059516020,0.0000000000,4.0000000000,175.2238040230,0.0000000000,359.0000000000
"0","28",VELN8,-101.1420833333,-100.9379166666,47.8579166666,48.0579166666,NCRFC,,BIS,SRS,VELN8,d,BONNES COULEE NR VELVA,,"-9223372036854775808","3.07",NCRFC0630,0.0041666660,0.0041666660,Rivers of NCRFC (edited),36.6297300000,48.0550000000,-100.9483333330,48.0558333330,-100.9483333330,snapped,"275","0","0",n,0.0000000000,152.0143713950,152.0143713950,"107411364",y,"0","-1","-1","-1","-1","-1","-1",475.0000000000,573.5211538460,475.0000000000,669.0000000000,0.7394230760,0.0000000000,4.0000000000,9.2942068140,0.0000000000,359.0000000000
"0","29",BSLM5,-96.8879166666,-96.4004166666,45.2412500000,45.6370833333,NCRFC,,ABR,MIN,BSLM5,f,BIG STONE LK DAM ORTM5,,"-9223372036854775808","3.07",NCRFC0630,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,45.2919444440,-96.4441666660,45.2933333330,-96.4441666660,snapped,"831","831","0",n,0.0000000000,749.5152226540,2963.4721072840,"8156",n,"0","0","0","0","0","0","0",294.0000000000,333.0043809520,294.0000000000,375.0000000000,0.3933333330,0.0000000000,7.0000000000,196.2133840640,0.0000000000,359.0000000000
"0","30",NIPI2,-88.5712500000,-88.2295833333,42.2995833333,42.5745833333,NCRFC,,LOT,KDF,NIPI2,d,NIPPERSINK CR SPRING GROVE,,"-9223372036854775808","3.07",NCRFC0630,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,42.4436111110,-88.2475000000,42.4350000000,-88.2566666660,snapped,"514","0","0",n,0.0000000000,493.2789326660,493.2789326660,"10035",n,"0","-1","-1","-1","-1","-1","-1",253.0000000000,273.3175675670,235.0000000000,357.0000000000,0.8001930500,0.0000000000,5.0000000000,102.6850232990,0.0000000000,359.0000000000
"0","31",JHNI2,-88.2629166666,-88.0379166666,42.2454166666,42.5329166666,NCRFC,,LOT,KDF,JHNI2,d,FOX R JOHNSBURG,,"-9223372036854775808","3.08",ncrfc1004,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,42.3763888880,-88.2375000000,42.3766666660,-88.2358333330,snapped,"523","523","0",n,0.0000000000,297.4924745540,3042.8847615740,"10299",n,"0","0","0","0","0","0","0",224.0000000000,238.2072490700,223.0000000000,293.0000000000,0.6798327130,0.0000000000,6.0000000000,225.2932471960,0.0000000000,359.0000000000
"0","32",PNTI2,-88.6504166666,-88.0712500000,40.5912500000,40.9745833333,NCRFC,,LOT,KDF,PNTI2,f,VERMILION R  PONTIAC,,"-9223372036854775808","3.07",NCRFC0630,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,40.8777777770,-88.6361111110,40.8725000000,-88.6400000000,snapped,"670","0","0",n,0.0000000000,1506.2976974460,1506.2976974460,"10931",y,"0","-1","-1","-1","-1","-1","-1",192.0000000000,213.6961792400,191.0000000000,258.0000000000,0.1527221560,0.0000000000,2.0000000000,14.8473193570,0.0000000000,359.0000000000
"0","33",ODAM5,-96.4795833333,-96.2129166666,45.1829166666,45.4995833333,NCRFC,,ABR,MIN,ODAM5,d,HIWY 75 DAM LCL,,"-9223372036854775808",Version 3.17,ncrfc1004,0.0041666660,0.0041666660,Rivers of NCRFC (edited),-1.9859276110,45.2266666660,-96.2858333330,45.2266666660,-96.2858333330,snapped,"832","832","0",n,0.0000000000,421.6448304290,4682.2859168960,"1966640",n,"0","-1","-1","-1","-1","-1","-1",289.0000000000,331.7740753080,289.0000000000,358.0000000000,0.3315561480,0.0000000000,3.0000000000,187.0416071260,0.0000000000,359.0000000000
"0","34",DBCN8NON,-98.7629166666,-98.4420833333,47.1412500000,47.5287500000,NCRFC,,FGF,TND,DBCNN,d,DAZEY NONCON,,"-9223372036854775808",Version 3.17,ncrfc1004,0.0041666660,0.0041666660,Rivers of NCRFC (edited),-1.9833641350,47.3155555550,-98.5202777770,47.3141666660,-98.5191666660,snapped,"780","0","0",n,0.0000000000,583.8618045450,583.8618045450,"1966640",y,"0","-1","-1","-1","-1","-1","-1",457.0000000000,461.7661753680,453.0000000000,487.0000000000,0.0387209590,0.0000000000,6.0000000000,54.1487433430,0.0000000000,359.0000000000
"0","35",VCRN8NON,-98.5462500000,-98.1712500000,46.8495833333,47.2204166666,NCRFC,,FGF,TND,VCRNN,d,VALLEY CITY NONCON,,"-9223372036854775808",Version 3.17,ncrfc1004,0.0041666660,0.0041666660,Rivers of NCRFC (edited),-1.9833641350,47.0775000000,-98.1961111110,47.0725000000,-98.1941666660,snapped+shifted,"793","0","0",n,0.0000000000,642.3924299860,642.3924299860,"1966640",y,"0","0","0","0","0","0","0",430.0000000000,445.0219128050,427.0000000000,460.0000000000,0.1061401500,0.0000000000,4.0000000000,104.0587883540,0.0000000000,359.0000000000
"0","36",KNTM5,-96.6837500000,-96.2004166666,46.3079166666,46.5162500000,NCRFC,,FGF,RED,KNTM5,d,WHISKEY CR KENT,PROPOSED,"-9223372036854775808",Version 3.22,ncrfc1004,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,46.4394444440,-96.6794444440,46.4391666660,-96.6775000000,snapped,"864","0","0",n,0.0000000000,438.4303046540,438.4303046540,"49285074",n,"0","0","0","0","0","0","0",290.0000000000,314.3332205680,289.0000000000,420.0000000000,0.1627198910,0.0000000000,3.0000000000,246.5901123050,0.0000000000,359.0000000000
"0","37",BROM5,-96.5879166666,-96.1587500000,46.1620833333,46.4787500000,NCRFC,,FGF,RED,BROM5,d,OTTERTAIL R BRECKENRIDGE,PROPOSED,"-9223372036854775808",Version 3.22,ncrfc1004,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,46.2744444440,-96.5800000000,46.2725000000,-96.5816666660,snapped,"785","0","0",n,0.0000000000,502.6474276030,5227.5002996520,"49286182",n,"0","0","0","0","0","0","0",290.0000000000,318.6682436420,290.0000000000,417.0000000000,0.1945594320,0.0000000000,5.0000000000,246.2853748390,0.0000000000,359.0000000000
"0","38",BYRI2,-89.2795833333,-88.8629166666,41.8579166666,42.3495833333,NCRFC,,LOT,RCK,BYRI2,f,ROCK R BYRON,,"-9223372036854775808","3.04",NCRFC_flow_directions_2000,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,42.1233333330,-89.2555555550,42.1225000000,-89.2566666660,snapped,"293","0","0",n,0.0000000000,936.0125267820,20717.9564026540,"10217",n,"0","0","0","0","0","0","0",211.0000000000,245.0010226690,210.0000000000,290.0000000000,0.8733594680,0.0000000000,6.0000000000,335.2259326670,0.0000000000,359.0000000000
"0","39",DXRI2,-89.6920833333,-88.9170833333,41.7745833333,42.2537500000,NCRFC,,LOT,RCK,DXRI2,f,RCOK R DIXON,,"-9223372036854775808",Version 3.22,ncrfc1004,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,41.8441666660,-89.4858333330,41.8475000000,-89.4858333330,snapped,"294","0","0",n,0.0000000000,1616.6197983760,22334.5762010310,"10444",n,"0","-27","-27","-27","-27","-27","-27",202.0000000000,246.7462922680,202.0000000000,303.0000000000,1.0037571680,0.0000000000,8.0000000000,208.6687184650,0.0000000000,359.0000000000
"0","40",JOSI2,-90.2879166666,-89.5170833333,41.5579166666,41.9412500000,NCRFC,,DVN,RCK,JOSI2,f,ROCK R JOSLIN,,"-9223372036854775808","3.04",NCRFC_flow_directions_2000,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,41.5597222220,-90.1819444440,41.5600000000,-90.1858333330,snapped,"300","0","0",n,0.0000000000,1309.6907251440,24779.3576440560,"10610",n,"0","0","0","0","0","0","0",177.0000000000,198.7915185680,177.0000000000,261.0000000000,0.3359480320,0.0000000000,5.0000000000,208.4883597970,0.0000000000,359.0000000000
"0","41",MLII2,-90.5045833333,-90.0712500000,41.3204166666,41.6287500000,NCRFC,,DVN,RCK,MLII2,f,ROCK R MOLINE,,"-9223372036854775808","3.04",NCRFC_flow_directions_2000,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,41.4611111110,-90.5000000000,41.4558333330,-90.5025000000,snapped,"411","0","0",n,0.0000000000,673.3873199270,28029.6517358100,"10632",n,"0","0","0","0","0","0","0",179.0000000000,201.2958353270,172.0000000000,244.0000000000,0.7924844420,0.0000000000,5.0000000000,2.2078631270,0.0000000000,359.0000000000
"0","42",CHII2URB,-87.8045833333,-87.6254166666,41.7370833333,42.0787500000,NCRFC,,LOT,ILO,CHIUR,d,CHI SHIP CANAL HWY 43 URB RO,,"-9223372036854775808","3.07",NCRFC0630,0.0041666660,0.0041666660,Rivers of NCRFC (edited),0.0000000000,41.7952777770,-87.7994444440,41.7933333330,-87.7983333330,snapped,"671","0","0",n,0.0000000000,317.3558057020,627.6126688510,"10488",y,"0","0","0","0","0","0","0",183.0000000000,183.7346115030,178.0000000000,198.0000000000,0.0378405650,0.0000000000,2.0000000000,100.3219422330,0.0000000000,359.0000000000
