OBJECTID,ID,NAME,CWA,RFC,LON,LAT
"167",INOO2,VERDIGRIS RVR,TSA,ABRFC,-95.56650000000,36.29350000000
"168",TLSO2,ARKANSAS RVR,TSA,ABRFC,-96.13550000000,36.14800000000
"169",BVLO2,CANEY RVR,TSA,ABRFC,-96.02600000000,36.86250000000
"170",BGSO2,DEEP FORK RVR,TSA,ABRFC,-96.31180000000,35.70550000000
"171",PNNC2U,,PUB,ABRFC,-104.83700000000,38.62030000000
"172",FHAC2U,FOUNTAIN CRK UP ELEV,PUB,ABRFC,-104.72700000000,38.78270000000
"173",JNKO2,POLECAT CRK,TSA,ABRFC,-96.06390000000,36.03490000000
"174",OOLO2,VERDIGRIS RVR,TSA,ABRFC,-95.52930000000,36.72910000000
"175",TENO2,ILLINOIS RVR,TSA,ABRFC,-94.88560000000,35.78100000000
"176",GLLA4,COSSATOT RVR,SHV,ABRFC,-94.18860000000,34.34910000000
"177",HSKO2,ARKANSAS RVR,TSA,ABRFC,-95.87370000000,35.92220000000
"178",EUFO2B,CANADIAN RVR,TSA,ABRFC,-95.77910000000,34.96610000000
"179",EUFO2,CANADIAN RVR,TSA,ABRFC,-95.97280000000,35.35910000000
"180",OWSO2,BIRD CRK,TSA,ABRFC,-96.00980000000,36.23300000000
"181",CVLO2,CANEY RVR,TSA,ABRFC,-95.82700000000,36.47200000000
"182",BLUO2,BLUE RVR,OUN,ABRFC,-96.52940000000,34.28180000000
"183",CLRO2,VERDIGRIS RVR,TSA,ABRFC,-95.73720000000,36.39590000000
"184",KERO2B,ARKANSAS RVR,TSA,ABRFC,-95.14730000000,35.14730000000
"185",HTDK1,LIL ARKANSAS RVR,ICT,ABRFC,-97.60140000000,38.05990000000
"186",BMTA4,PETIT JEAN RVR,LZK,ABRFC,-93.93090000000,35.08290000000
"187",GRVA4,FOURCHE LAFAVE RVR,LZK,ABRFC,-93.97880000000,34.77840000000
"188",DVRA4,BIG PINEY CREEK,LZK,ABRFC,-93.22650000000,35.70270000000
"189",PBAC2U,ARKANSAS RVR UP ELEV,PUB,ABRFC,-105.02500000000,38.59990000000
"190",MLBA4,MULBERRY RVR,LZK,ABRFC,-93.72620000000,35.69520000000
"191",DIEA4,SALINE RVR,SHV,ABRFC,-94.04220000000,34.24530000000
"192",WSLO2,POTEAU RVR,TSA,ABRFC,-95.04430000000,34.89340000000
"193",WAGO2,VERDIGRIS RVR,TSA,ABRFC,-95.53710000000,36.02960000000
"194",ATOK1,ALTOONA,ICT,ABRFC,-95.77620000000,37.69430000000
"195",WSLO2B,POTEAU RVR,TSA,ABRFC,-94.39010000000,34.84130000000
"196",DQDA4,ROLLING FORK RVR,SHV,ABRFC,-94.42250000000,34.23090000000
"197",AVAO2,SALT FORK ARKANSAS RVR,OUN,ABRFC,-99.03820000000,37.10740000000
"198",PRKO2,CIMARRON RVR,OUN,ABRFC,-97.54950000000,36.12480000000
"199",CMTO2,,OUN,ABRFC,-98.20700000000,34.87310000000
"200",PANO2,POTEAU RVR,TSA,ABRFC,-94.42000000000,35.10440000000
"201",PCLO2,LITTLE RVR,SHV,ABRFC,-95.11290000000,34.39130000000
"202",HRGA4,LITTLE RVR,SHV,ABRFC,-94.56000000000,34.01900000000
"203",HUSA4,FOURCHE LAFAVE RVR,LZK,ABRFC,-92.85780000000,34.97290000000
"204",CONA4,CYPRESS CRK,LZK,ABRFC,-92.35320000000,35.04390000000
"205",AHDA4,LITTLE RVR,SHV,ABRFC,-94.14060000000,33.91120000000
"206",PANO2B,POTEAU RVR,TSA,ABRFC,-94.90060000000,35.08630000000
"207",BKDO2,MOUNTAIN FORK,SHV,ABRFC,-94.63580000000,34.38050000000
"208",PTAO2,POTEAU RVR,TSA,ABRFC,-94.62240000000,34.98960000000
"209",NMLA4,FOURCHE LAFAVE RVR,LZK,ABRFC,-93.44560000000,34.92090000000
"210",WSCO2,SAGER CRK,TSA,ABRFC,-94.54530000000,36.19270000000
"211",CYDO2,SARDIS LAKE,TSA,ABRFC,-95.42900000000,34.67870000000
"212",FLTA4,RED RVR,SHV,ABRFC,-93.94220000000,33.62640000000
"213",SHRO2,LEE CRK,TSA,ABRFC,-94.35460000000,35.73530000000
"214",VBRA4,LEE CRK,TSA,ABRFC,-94.46930000000,35.54200000000
"215",HAVK1,Arkansas Rvier nr Haven,ICT,ABRFC,-97.89840000000,37.99730000000
"216",MYST2,SANDERS CRK,FWD,ABRFC,-95.73190000000,33.73720000000
"217",WLTA4,PETIT JEAN RVR,LZK,ABRFC,-93.78420000000,34.93980000000
"218",APLA4,APLIN,LZK,ABRFC,-93.17720000000,34.86310000000
"219",EGLN5,CIMARRON RVR,ABQ,ABRFC,-105.28100000000,36.52730000000
"220",CBVC2,COTTONWOOD CRK,PUB,ABRFC,-106.24900000000,38.85180000000
"221",ABVC2,ARKANSAS RVR,PUB,ABRFC,-106.20000000000,38.93780000000
"222",CLVC2L,CUCHARAS RVR,PUB,ABRFC,-105.08800000000,37.37600000000
"223",GCWC2,GRAPE CRK,PUB,ABRFC,-105.43400000000,38.04310000000
"224",IDBO2,LITTLE RVR,SHV,ABRFC,-94.91480000000,34.05510000000
"225",DANA4,PETIT JEAN RVR,LZK,ABRFC,-93.53570000000,35.06590000000
"226",CYCN5,COYOTE CRK,ABQ,ABRFC,-105.22600000000,36.13030000000
"227",CMRN5,PONIL CRK,ABQ,ABRFC,-105.11200000000,36.70360000000
"228",BCHC2,BADGER CRK,PUB,ABRFC,-105.82900000000,38.65510000000
"229",PGWC2L,PURGATOIRE RVR,PUB,ABRFC,-105.00600000000,37.15970000000
"230",PGWC2U,PURGATOIRE RVR UP ELEV,PUB,ABRFC,-105.15700000000,37.17100000000
"231",CLRC2,CLEAR CRK RES,PUB,ABRFC,-106.26900000000,39.01730000000
"232",MAUA4,ARKANSAS RVR,LZK,ABRFC,-92.71790000000,34.88270000000
"233",INGA4,RED RVR,SHV,ABRFC,-94.46250000000,33.61990000000
"234",CHKC2,CHALK CRK,PUB,ABRFC,-106.31300000000,38.69230000000
"235",AERK1N,,DDC,ABRFC,-101.60600000000,38.46710000000
"236",RCNK1,WALNUT CRK,DDC,ABRFC,-99.59930000000,38.51120000000
"237",GREK1,WALNUT CRK,ICT,ABRFC,-99.00410000000,38.40710000000
"238",NMIC2,PURGATOIRE RVR,PUB,ABRFC,-103.73100000000,37.40500000000
"239",THTC2L,PURGATOIRE RVR,PUB,ABRFC,-104.16100000000,37.24010000000
"240",DWSC2,GRAPE CRK,PUB,ABRFC,-105.47000000000,38.19720000000
"241",CRCN5,RAYADO CRK,ABQ,ABRFC,-105.11300000000,36.39710000000
"242",HMCC2,HALFMOON CRK,GJT,ABRFC,-106.46400000000,39.14760000000
"243",LCVN5,MORA RVR,ABQ,ABRFC,-105.37400000000,36.07400000000
"244",TDDC2,TRINIDAD LAKE,PUB,ABRFC,-104.67000000000,37.07830000000
"245",SHON5,MORA RVR,ABQ,ABRFC,-105.10700000000,35.83430000000
"246",PTRC2,PURGATOIRE RVR,PUB,ABRFC,-104.51900000000,37.08670000000
"247",FNEC2,FOUNTAIN CRK,PUB,ABRFC,-104.86400000000,38.97390000000
"248",PDLC2,ARKANSAS RVR,PUB,ABRFC,-105.63500000000,38.48550000000
"249",SPGN5,CIMARRON RVR,ABQ,ABRFC,-104.89800000000,36.47970000000
"250",CMMN5,CIMARRON RVR,ABQ,ABRFC,-105.11700000000,36.55520000000
"251",CCAC2,CLEAR LK ABV CLEAR CRK RSV,PUB,ABRFC,-106.41100000000,38.97630000000
"252",CBAC2,COTTONWOOD CRK,PUB,ABRFC,-106.33100000000,38.79000000000
"253",HMZC2L,HUERFANO RVR,PUB,ABRFC,-105.39500000000,37.69910000000
"254",FCAC2,FOURMILE CRK,PUB,ABRFC,-105.28500000000,38.71360000000
"255",PRTC2,ARKANSAS RVR,PUB,ABRFC,-105.16300000000,38.33850000000
"256",PNNC2L,FOUNTAIN CRK,PUB,ABRFC,-104.66500000000,38.58440000000
"257",PBAC2L,ARKANSAS RVR,PUB,ABRFC,-104.89000000000,38.34070000000
"258",PDAC2,ARKANSAS RVR,PUB,ABRFC,-104.72000000000,38.27010000000
"259",FCHC2,FOUNTAIN CRK,PUB,ABRFC,-104.61000000000,38.41300000000
"260",HMZC2U,HUERFANO RVR UP ELEV,PUB,ABRFC,-105.44200000000,37.63550000000
"261",SALC2,ARKANSAS RVR,PUB,ABRFC,-106.05100000000,38.60980000000
"262",ARNC2,ARKANSAS RVR,PUB,ABRFC,-106.07400000000,38.76540000000
"263",WSVC2,ARKANSAS RVR,PUB,ABRFC,-106.15400000000,38.49510000000
"264",CSNC2L,FOUNTAIN CRK NR,PUB,ABRFC,-104.98800000000,38.89850000000
"265",KENO2,CIMARRON RVR,AMA,ABRFC,-103.51200000000,36.91460000000
"266",FWRC2L,APISHAPA RVR,PUB,ABRFC,-104.20800000000,37.77190000000
"267",FBRO2,BEAVER RVR(GYMO2B),AMA,ABRFC,-103.36900000000,36.65930000000
"268",TBTC2,TWO BUTTE CRK,PUB,ABRFC,-103.03900000000,37.47540000000
"269",CMTO2R,CMTO2 BASINS RIGHT,OUN,ABRFC,-98.20230000000,34.83950000000
"270",TYLN5,CANADIAN RVR,ABQ,ABRFC,-104.51700000000,36.68020000000
"271",GOLN5,MORA RVR,ABQ,ABRFC,-105.31800000000,35.90910000000
"272",DAWN5,VERMEJO RVR,ABQ,ABRFC,-104.98000000000,36.87900000000
"273",PGMC2,PURGATOIRE RVR,PUB,ABRFC,-104.79600000000,37.12110000000
"274",CNCC2,ARKANSAS RVR,PUB,ABRFC,-105.38900000000,38.31580000000
"275",FHAC2L,FOUNTAIN CRK,PUB,ABRFC,-104.71400000000,38.70120000000
"276",LARC2L,ARKANSAS RVR,PUB,ABRFC,-103.60500000000,38.46680000000
"277",LAPC2,PURGATOIRE RVR,PUB,ABRFC,-103.39800000000,37.66240000000
"278",RTBT2,MUSTANG CRK,AMA,ABRFC,-103.25900000000,36.36140000000
"279",LOGN5,UTE CRK,ABQ,ABRFC,-103.82900000000,36.00720000000
"280",LGNN5,REVUELTA CRK,ABQ,ABRFC,-103.66200000000,35.02590000000
"281",SCVC2L,ST CHARLES RVR,PUB,ABRFC,-104.71300000000,38.06490000000
"282",CLVC2U,CUCHARAS RVR UP ELEV,PUB,ABRFC,-105.14000000000,37.33080000000
"283",NPTC2L,ARKANSAS RVR,PUB,ABRFC,-104.32600000000,38.49150000000
"284",ADLC2,ARKANSAS RVR,PUB,ABRFC,-104.61600000000,38.30320000000
"285",BONC2L,HUERFANO RVR,PUB,ABRFC,-104.48200000000,37.97190000000
"286",SNCN5,CANADIAN RVR,ABQ,ABRFC,-104.61800000000,36.02240000000
"287",AMCT2,PALO DURO CRK,AMA,ABRFC,-102.55600000000,35.07130000000
"288",LAMC2L,BIG SANDY CRK,PUB,ABRFC,-103.10500000000,38.82720000000
"289",EHTK1,CIMARRON RVR(FRGO2B),DDC,ABRFC,-102.70200000000,37.01130000000
"290",COOK1,ARKANSAS RVR,DDC,ABRFC,-102.36600000000,37.98570000000
"291",AMAT2B,CANADIAN RVR,AMA,ABRFC,-103.03000000000,35.95170000000
"292",CMTO2L,CMTO2  LEFT BASINS,OUN,ABRFC,-98.18820000000,34.90740000000
"293",FSEC2L,FOUNTAIN CRK,PUB,ABRFC,-104.76700000000,38.79420000000
"294",AMAT2C,CANADIAN RVR,AMA,ABRFC,-103.00600000000,35.39140000000
"295",NKHO2L,NKHO2 BASINS LEFT,OUN,ABRFC,-98.08650000000,34.93940000000
"296",NKHO2R,NKHO2 BASINS RIGHT,OUN,ABRFC,-98.00940000000,34.83170000000
"297",CNCN5,CANADIAN RVR,ABQ,ABRFC,-104.51100000000,35.40590000000
"298",GYMO2,BEAVER RVR,AMA,ABRFC,-102.14700000000,36.62740000000
"299",SPMT2,PALO DURO CRK,AMA,ABRFC,-101.94100000000,36.03800000000
"300",MRIT2,CANADIAN RVR,AMA,ABRFC,-101.84500000000,35.66350000000
"301",DRFK1,ARKANSAS RVR,DDC,ABRFC,-101.90800000000,37.75500000000
"302",GCCO2,BEAVER RVR(OPLO2B),AMA,ABRFC,-102.11100000000,36.37280000000
"303",UTEN5,CANADIAN RVR,ABQ,ABRFC,-103.96600000000,35.37380000000
"304",ENWK1,CROOKED CRK,DDC,ABRFC,-100.51200000000,37.39660000000
"305",GCKK1,ARKANSAS RVR,DDC,ABRFC,-101.00400000000,37.93850000000
"306",JMCC2,JOHN MARTIN DAM,PUB,ABRFC,-103.14200000000,37.85650000000
"307",BLAT2,BUFFALO LAKE,AMA,ABRFC,-102.85800000000,34.79090000000
"308",LMAC2,ARKANSAS RVR,PUB,ABRFC,-102.88400000000,38.17060000000
"309",CDNT2B,CANADIAN RVR,AMA,ABRFC,-101.31900000000,35.69370000000
"310",GRET2,SALT FK RED RVR/GREENBELT LK,AMA,ABRFC,-101.10300000000,35.09720000000
"311",ZENK1,RATTLESNAKE CRK,ICT,ABRFC,-98.86660000000,38.01250000000
