01180500  0 MIDDLE B WESTFIELD RIVER AT GOSS HEIGHTS, MA
01180500  1 Records are unsuitable for analysis at less
01180500  2 than monthly resolution due to diurnal
01180500  3 fluctuation at low flow imposed by upstream
01180500  4 mills. Records affected by reservoir
01180500  5 regulation starting with water year 1965.
01181000  0 WEST BRANCH WESTFIELD RIVER AT HUNTINGTON, MA
01181000  1 Starting in water year 1986, shifts in rating
01181000  2 have been reflected in poor record.
01193500  0 SALMON RIVER NEAR EAST HAMPTON, CT
01193500  1 Records are not suitable for analysis at
01193500  2 less than monthly resolution due to
01193500  3 upstream flow regulation.
01196500  0 QUINNIPIAC RIVER AT WALLINGFORD, CT
01196500  1 Records are not suitable for analysis at
01196500  2 less than monthly resolution due to
01196500  3 some upstream flow regulation.
01305000  0 CARMANS RIVER AT YAPHANK NY
01305000  1 Discharge is subject to some regulation  by
01305000  2 two lakes above station and may be unsuitable
01305000  3 for analysis at less than monthly resolution.
01305000  4 Possible effects of basin development during
01305000  5 the period of record have not been quantified.
01309500  0 MASSAPEQUA CREEK AT MASSAPEQUA NY
01309500  1 Significant urbanization has occurred in the
01309500  2 basin over the period of record and its
01309500  3 effects are incorporated in the record.
01318500  0 HUDSON RIVER AT HADLEY NY
01318500  1 Flow regulated by reservoirs and powerplant
01318500  2 upstream from station.
01321000  0 SACANDAGA RIVER NEAR HOPE NY
01321000  1 Records are unsuitable for analysis at less
01321000  2 than monthly resolution due to intermittent
01321000  3 regulation by some small lakes and mill
01321000  4 upstream. Winter records are ice affected.
01329000  0 BATTEN KILL AT ARLINGTON, VT
01329000  1 Prior to 1949, the records are unsuitable
01329000  2 for analysis at less than monthly resolution
01329000  3 due to low flow regulation by upstream mill.
01329500  0 BATTEN KILL AT BATTENVILLE NY
01329500  1 Records prior to 1922 do not meet the
01329500  2 specified standards of accuracy.  Winter
01329500  3 records are ice affected.
01330500  0 KAYDEROSSERAS CREEK NR WEST MILTON NY
01330500  1 Records are unsuitable for analysis at less
01330500  2 than monthly resolution due to occasional
01330500  3 regulation of low flow by upstream mills.
01332000  0 NORTH BRANCH HOOSIC RIVER AT NORTH ADAMS, MA
01332000  1 Records are unsuitable for analysis at less than
01332000  2 monthly resolution due to diurnal fluctuation
01332000  3 at low flow caused by upstream mill.
01333000  0 GREEN RIVER AT WILLIAMSTOWN, MA
01333000  1 Records are unsuitable for analysis at less
01333000  2 than monthly resolution due to occasional
01333000  3 diurnal fluctuations imposed by upstream mill.
01333000  4 Winter records are ice affected.
01333500  0 LITTLE HOOSIC RIVER AT PETERSBURG NY
01333500  1 Winter records are ice affected.
01334500  0 HOOSIC RIVER NEAR EAGLE BRIDGE NY
01334500  1 Records are unsuitable for analysis at less
01334500  2 than monthly resolution due to powerplant
01334500  3 regulation of low flow.  Winter records
01334500  4 are ice affected.
01348000  0 EAST CANADA CREEK AT EAST CREEK NY
01348000  1 Records are unsuitable for analysis at less
01348000  2 than monthly resolution due to low head hydro
01348000  3 dam induced diurnal fluctuations and minor
01348000  4 regulation. Diversion of approximately 5 cfs
01348000  5 for municipal supply upstream has been
01348000  6 unchanged for years.
01349000  0 OTSQUAGO CREEK AT FORT PLAIN NY
01349000  1 Records are unsuitable for analysis at less
01349000  2 than monthly resolution due to occasional
01349000  3 regulation at low flow.  Winter records
01349000  4 are ice affected.  Since 1983, the records
01349000  5 have been rated poor.
01350000  0 SCHOHARIE CREEK AT PRATTSVILLE NY
01350000  1 Winter records are ice affected.
01357500  0 MOHAWK RIVER AT COHOES NY
01357500  1 This station record reflects flow of Mohawk
01357500  2 River after flow is diverted at Cresent Dam
01357500  3 (station  01357499) to Barge Canal. Prior to
01357500  4 1925, records published as total flow (sum).
01361000  0 KINDERHOOK CREEK AT ROSSMAN NY
01361000  1 Records prior to 1928 do not meet specified
01361000  2 criteria.  Records are unsuitable for
01361000  3 analysis at less than monthly resolution due
01361000  4 to diurnal fluctuation and minor regulation
01361000  5 of low and medium flows by upstream power
01361000  6 and industrial plants.
01362198  0 ESOPUS CREEK AT SHANDAKEN NY
01362198  1 Both the stage record and the stage-discharge
01362198  2 relationship are rated poor.
01365000  0 RONDOUT CREEK NEAR LOWES CORNERS NY
01365000  1 Records rated fair to poor since 1981 due to
01365000  2 poor stage-discharge relationship.
01368000  0 WALLKILL RIVER NEAR UNIONVILLE NY
01368000  1 Station and basin located in New Jersey but
01368000  2 serviced by New York District.
01372500  0 WAPPINGER CREEK NEAR WAPPINGERS FALLS NY
01372500  1 Records prior to 1928 do not meet specified
01372500  2 standards.
01373500  0 FISHKILL CREEK AT BEACON NY
01373500  1 Records are unsuitable for analysis at less
01373500  2 than monthly resolution due to regulation of
01373500  3 low flows by plants above station.
01379500  0 PASSAIC RIVER NEAR CHATHAM NJ
01379500  1 Records before 1938 contain periods of constant
01379500  2 estimated values during the winter months.
01384500  0 RINGWOOD CREEK NEAR WANAQUE NJ
01384500  1 Records before 1936 do not fit specified
01384500  2 criteria.
01386000  0 WEST BROOK NEAR WANAQUE NJ
01386000  1 Records before 1936 do not fit HCDN criteria.
01387500  0 RAMAPO RIVER NEAR MAHWAH NJ
01387500  1 Records before 1904 do not fit specified
01387500  2 criteria.
01396500  0 SOUTH BRANCH RARITAN RIVER NEAR HIGH BRIDGE NJ
01396500  1 Records before 1927 contain periods of constant
01396500  2 values during the winter months.
01398500  0 NB RARITAN RIVER NEAR FAR HILLS NJ
01398500  1 Records before 1923 do not fit HCDN criteria.
01399500  0 LAMINGTON (BLACK) RIVER NEAR POTTERSVILLE NJ
01399500  1 Records before 1923 do not fit specified
01399500  2 criteria.
01408500  0 TOMS RIVER NEAR TOMS RIVER NJ
01408500  1 Minor diversions upstream since 1966 judged not
01408500  2 not to interfere with suitability of record.
01408500  3 Records before 1930 do not fit HCDN criteria.
01410000  0 OSWEGO RIVER AT HARRISVILLE NJ
01410000  1 Records before 1933 do not fit HCDN criteria.
01414000  0 PLATTE KILL AT DUNRAVEN NY
01414000  1 Records are unsuitable for analysis at less
01414000  2 than monthly resolution due to minor regulation
01414000  3 by upstream sawmills.
01421000  0 EAST BR DELAWARE R AT FISHS EDDY NY
01421000  1 Records affected by Pepacton Reservoir
01421000  2 starting with water year 1954.
01426500  0 WEST BRANCH DELAWARE RIVER AT HALE EDDY NY
01426500  1 Records affected by Cannonsville Reservoir
01426500  2 starting with water year  1964.
01427500  0 CALLICOON CREEK AT CALLICOON NY
01427500  1 Record subject to minor regulation by
01427500  2 small pond above station, but analysis
01427500  3 can still be done at daily resolution.
01437000  0 NEVERSINK RIVER AT OAKLAND VALLEY NY
01437000  1 Records affected by reservoir upstream
01437000  2 starting with June 1953.
01445000  0 PEQUEST RIVER AT HUNTSVILLE NJ
01445000  1 Records before 1941 do not fit HCDN criteria.
01459500  0 TOHICKON CREEK NEAR PIPERSVILLE, PA.
01459500  1 Records affected by flow regulation
01459500  2 starting with water year 1974.
01463500  0 DELAWARE RIVER AT TRENTON NJ
01463500  1 Major diversions in the basin starting with
01463500  2 water year 1954.  Records before 1938 contain
01463500  3 periods of constant estimated values during
01463500  4 the winter months.
01467000  0 NORTH BRANCH RANCOCAS CREEK AT PEMBERTON NJ
01467000  1 Records before 1924 do not fit HCDN criteria.
01471000  0 TULPEHOCKEN CREEK NEAR READING, PA.
01471000  1 Records affected by flow regulation
01471000  2 starting with water year 1980.
01478500  0 WHITE CLAY C AB NEWARK DE
01478500  1 Negligible diversion upstream by factory.
01483500  0 LEIPSIC R NR CHESWOLD, DE
01483500  1 Record is short, but included for geographic
01483500  2 coverage.
01487000  0 NANTICOKE R NR BRIDGEVILLE, DE
01487000  1 Extensive channel ditching began in Dec. 1969.
01488500  0 MARSHYHOPE C NR ADAMSVILLE DE
01488500  1 Extensive channel ditching began in March 1969.
01491000  0 CHOPTANK R NR GREENSBORO, MD
01491000  1 Records, primarily low flows, heavily affected
01491000  2 by withdrawals for irrigation starting with
01491000  3 water year 1984.
01495000  0 BIG ELK C AT ELK MILLS, MD
01495000  1 Records are unsuitable for analysis at less
01495000  2 than monthly resolution due to minor diurnal
01495000  3 fluctuations caused by upstream mills.
01495000  4 In 1936, several missing data values were
01495000  5 assigned average monthly discharge values
01495000  6 estimated from discharge at nearby streams.
01503000  0 SUSQUEHANNA RIVER AT CONKLIN NY
01503000  1 Records are unsuitable for analysis at less
01503000  2 than monthly resolution due to minor regulation
01503000  3 by upstream reservoirs, beginning with the
01503000  4 completion of East Sidney Lake in 1950.
01503000  5 Months with constant discharge values, in 1915
01503000  6 and 1928, are indicative of estimated average
01503000  7 monthly discharge during periods of icing
01503000  8 or recorder failure.
01512500  0 CHENANGO RIVER NEAR CHENANGO FORKS NY
01512500  1 Records affected by upstream reservoir
01512500  2 starting with March 1942.  In 1928, constant
01512500  3 discharge values for a month are indicative
01512500  4 of an estimated monthly discharge value
01512500  5 during a period of icing.
01514000  0 OWEGO CREEK NEAR OWEGO NY
01514000  1 Discontinued as continuous record station in
01514000  2 water year 1978, but continued as crest stage
01514000  3 gage.
01518000  0 TIOGA RIVER AT TIOGA, PA  [TIOGA]
01518000  1 Records affected by inclusion of flow
01518000  2 from Crooked Creek starting with water
01518000  3 year 1978.
01520000  0 COWANESQUE RIVER NR LAWRENCEVILLE, PA  [LWRNVL]
01520000  1 Records affected by flow regulation
01520000  2 by upstream dam starting with water year
01520000  3 1980.
01520500  0 TIOGA RIVER AT LINDLEY NY
01520500  1 Records affected by upstream reservoir
01520500  2 starting with water year 1979.
01531000  0 CHEMUNG RIVER AT CHEMUNG NY
01531000  1 Records affected by upstream reservoir
01531000  2 starting with water year 1949.
01541500  0 CLEARFIELD CREEK AT DIMELING, PA  [DIMLNG]
01541500  1 Records affected by flow regulation
01541500  2 starting with water year 1961.
01556000  0 FRANKSTOWN BR JUNIATA RIVER AT WILLIAMSBURG, PA.
01556000  1 Records are unsuitable for analysis at less than
01556000  2 monthly resolution due to some regulation at
01556000  3 low flow by upstream mill.
01567000  0 JUNIATA RIVER AT NEWPORT, PA.  [NEWPRT]
01567000  1 Records affected by flow regulation starting
01567000  2 with water year 1973.
01570500  0 SUSQUEHANNA RIVER AT HARRISBURG, PA.  [HBG]
01570500  1 Flow regulated by 15 flood control reservoirs.
01574000  0 WEST CONEWAGO CREEK NEAR MANCHESTER, PA. [MNCHST
01574000  1 Records affected by reservoir upstream
01574000  2 starting with water year  1960.
01586500  0 NB PATAPSCO R NR REISTERSTOWN, MD
01586500  1 In 1929, several missing data values were
01586500  2 assigned average monthly discharge values
01586500  3 estimated from discharge at nearby streams.
01599000  0 GEORGES C AT FRANKLIN, MD
01599000  1 Extensive road construction in basin starting
01599000  2 in water year 1978.
01610000  0 POTOMAC R AT PAW PAW, WV
01610000  1 Records are not suitable for analysis at less
01610000  2 than monthly resolution because there is a minor
01610000  3 effect on low flow by several distant upstream
01610000  4 reservoirs. Starting with water year 1981, high
01610000  5 flows have been affected by dam upstream.
01613000  0 POTOMAC R AT HANCOCK, MD
01613000  1 Although there are several reservoirs at some
01613000  2 distance upstream, the effects at the gaged
01613000  3 site are negligible and records may even be
01613000  4 used in analyses with daily resolution.
01631000  0 S F SHENANDOAH RIVER AT FRONT ROYAL, VA
01631000  1 Records are unsuitable for analysis at less
01631000  2 than monthly resolution currently due to minor
01631000  3 municipal withdrawal upstream from gage and
01631000  4 prior to 1960, due to diurnal fluctuations
01631000  5 at low and medium stages induced by mills
01631000  6 and powerplants upstream.
01631000  7 ME
01634000  0 N F SHENANDOAH RIVER NEAR STRASBURG, VA
01634000  1 Records are unsuitable for analysis at less
01634000  2 than monthly resolution due to diurnal
01634000  3 fluctuations induced by powerdam and sewage
01634000  4 treatment plant releases upstream. Also
01634000  5 subject to minor withdrawals for irrigation
01634000  6 during growing season.
01634000  7 ME
01634500  0 CEDAR CREEK NEAR WINCHESTER, VA
01634500  1 Records were provided by the Virginia Water
01634500  2 Control Board.
01639500  0 BIG PIPE C AT BRUCEVILLE, MD
01639500  1 Only monthly average discharge values were
01639500  2 available for October and November of 1947,
01639500  3 and daily values were estimated by the
01639500  4 monthly value for those two months of
01639500  5 "constant" flow.
01644000  0 GOOSE CREEK NEAR LEESBURG, VA
01644000  1 Records were provided by the Virginia Water
01644000  2 Control Board.
01645000  0 SENECA C AT DAWSONVILLE, MD
01645000  1 Rural area undergoing increasing urban
01645000  2 development since the mid-1970s.
01646502  0 POTOMAC R (ADJUSTED) NR WASH, DC
01646502  1 Records same as those for 01646500 but with
01646502  2 adjustment for actual diversions based on
01646502  3 figures provided by public utilities and the
01646502  4 Army Corps of Engineers.
01663500  0 HAZEL RIVER AT RIXEYVILLE, VA
01663500  1 Records were provided by the Virginia Water
01663500  2 Control Board.
01666500  0 ROBINSON RIVER NEAR LOCUST DALE, VA
01666500  1 Records were provided by the Virginia Water
01666500  2 Control Board.
01669500  0 DRAGON SWAMP NEAR CHURCH VIEW, VA
01669500  1 Records were provided by the Virginia Water
01669500  2 Control Board.
01674000  0 MATTAPONI RIVER NEAR BOWLING GREEN, VA
01674000  1 Records were provided by the Virginia Water
01674000  2 Control Board.
02013000  0 DUNLAP CREEK NEAR COVINGTON, VA
02013000  1 Records are unsuitable for analysis at less
02013000  2 than monthly resolution due to occasional
02013000  3 releases from small upstream dam.
02014000  0 POTTS CREEK NEAR COVINGTON, VA
02014000  1 Records were provided by the Virginia Water
02014000  2 Control Board.
02015700  0 BULLPASTURE RIVER AT WILLIAMSVILLE, VA
02015700  1 Records were provided by the Virginia Water
02015700  2 Control Board.
02016000  0 COWPASTURE RIVER NEAR CLIFTON FORGE, VA
02016000  1 Records are unsuitable for analysis at less
02016000  2 than monthly resolution due to occasional
02016000  3 diurnal fluctuations caused by unknown source.
02016000  4 Records were provided by the Virginia Water
02016000  5 Control Board.
02017500  0 JOHNS CREEK AT NEW CASTLE, VA
02017500  1 Records were provided by the Virginia Water
02017500  2 Control Board.
02018000  0 CRAIG CREEK AT PARR, VA
02018000  1 Records were provided by the Virginia Water
02018000  2 Control Board.
02020500  0 CALFPASTURE RIVER ABOVE MILL CREEK AT GOSHEN, VA
02020500  1 Records were provided by the Virginia Water
02020500  2 Control Board.
02027800  0 BUFFALO RIVER NEAR TYE RIVER, VA
02027800  1 Records were provided by the Virginia Water
02027800  2 Control Board.
02030000  0 HARDWARE RIVER BL BRIERY RUN NR SCOTTSVILLE, VA
02030000  1 Records were provided by the Virginia Water
02030000  2 Control Board.
02035000  0 JAMES RIVER AT CARTERSVILLE, VA
02035000  1 Records are unsuitable for analysis at less
02035000  2 than montly resolution due to diurnal
02035000  3 fluctuations induced by upstream powerplant
02035000  4 and sewage treatment plant releases.
02035000  5 Records affected by releases from Gathright
02035000  6 Dam after December 1979.
02039500  0 APPOMATTOX RIVER AT FARMVILLE, VA
02039500  1 Records are unsuitable for analysis at less
02039500  2 than monthly resolution due to powerplant
02039500  3 regulation at low flow.  Fairly constant
02039500  4 but minor diversion (<1 cfs) for municipal
02039500  5 water supply upstream from gage.
02041000  0 DEEP CREEK NEAR MANNBORO, VA
02041000  1 Records were provided by the Virginia Water
02041000  2 Control Board.
02044500  0 NOTTOWAY RIVER NEAR RAWLINGS, VA
02044500  1 Records were provided by the Virginia Water
02044500  2 Control Board.
02045500  0 NOTTOWAY RIVER NEAR STONY CREEK, VA
02045500  1 Records were provided by the Virginia Water
02045500  2 Control Board.
02046000  0 STONY CREEK NEAR DINWIDDIE, VA
02046000  1 Records were provided by the Virginia Water
02046000  2 Control Board.
02047500  0 BLACKWATER RIVER NEAR DENDRON, VA
02047500  1 Records were provided by the Virginia Water
02047500  2 Control Board.
02053200  0 POTECASI CREEK NEAR UNION, N. C.
02053200  1 Low-flow records rated fair to poor, but this is
02053200  2 the best station in this geographical area.
02053800  0 S F ROANOKE RIVER NEAR SHAWSVILLE, VA
02053800  1 Records were provided by the Virginia Water
02053800  2 Control Board.
02054500  0 ROANOKE RIVER AT LAFAYETTE, VA
02054500  1 Records were provided by the Virginia Water
02054500  2 Control Board.
02054500  3 Records are unsuitable for analysis at less
02054500  4 than monthly analysis due to occasional diurnal
02054500  5 fluctuations induced by upstream plant.
02055000  0 ROANOKE RIVER AT ROANOKE, VA
02055000  1 Records prior to 1949 are unsuitable for
02055000  2 analysis at less than monthly resolution
02055000  3 due to diurnal fluctuations at low flow
02055000  4 induced by upstream power plants.
02059500  0 GOOSE CREEK NEAR HUDDLESTON, VA
02059500  1 Records were provided by the Virginia Water
02059500  2 Control Board.
02061500  0 BIG OTTER RIVER NEAR EVINGTON, VA
02061500  1 Records were provided by the Virginia Water
02061500  2 Control Board.
02064000  0 FALLING RIVER NEAR NARUNA, VA
02064000  1 Records were provided by the Virginia Water
02064000  2 Control Board.
02064000  3 Records are unsuitable for analysis at less
02064000  4 than monthly resolution due to diurnal
02064000  5 fluctuations induced by upstream mill.
02070000  0 NORTH MAYO RIVER NEAR SPENCER, VA
02070000  1 Records were provided by the Virginia Water
02070000  2 Control Board.
02070500  0 MAYO RIVER NEAR PRICE, N. C.
02070500  1 Records are unsuitable for analysis at less than
02070500  2 monthly resolution due to minor regulation at
02070500  3 low flow by small mills above station.
02074500  0 SANDY RIVER NEAR DANVILLE, VA
02074500  1 Records were provided by the Virginia Water
02074500  2 Control Board.
02083000  0 FISHING CREEK NEAR ENFIELD, N. C.
02083000  1 Records are unsuitable for analysis at less than
02083000  2 monthly resolution due to diurnal fluctuation
02083000  3 and minor regulation at low flow by mills
02083000  4 upstream from station.  Some low flow records
02083000  5 published between 1923 and 1928 were found to
02083000  6 be unreliable and should not be used.
02083500  0 TAR RIVER AT TARBORO, N. C.
02083500  1 Records are unsuitable for analysis at less than
02083500  2 monthly resolution due to minor diversion
02083500  3 upstream for municipal supply and to slight
02083500  4 diurnal fluctuation at low flow caused by mills
02083500  5 above station.
02085500  0 FLAT RIVER AT BAHAMA, N. C.
02085500  1 Records prior to 1962 are unsuitable for
02085500  2 analysis at less than monthly resolution
02085500  3 due to infrequent regulation at low flow
02085500  4 by small mill above station.
02091500  0 CONTENTNEA CREEK AT HOOKERTON, N. C.
02091500  1 Low flow regulation since 1976 caused by
02091500  2 Municiple reservoir in the upper part of the
02091500  3 basin.
02101000  0 BEAR CREEK AT ROBBINS, N. C.
02101000  1 Minor diversion upstream for municipal supply,
02101000  2 but record should be suitable for analyses at
02101000  3 monthly time interval.
02102000  0 DEEP RIVER AT MONCURE, N.C.
02102000  1 Records are unsuitable for analysis at less than
02102000  2 monthly resolution due to diurnal fluctuation
02102000  3 and minor regulation at low flow by small
02102000  4 powerplants upstream from station.
02103500  0 LITTLE RIVER AT LINDEN, N. C.
02103500  1 Records are unsuitable for analysis at less than
02103500  2 monthly resolution due to diurnal fluctuation at
02103500  3 low flow caused by upstream gravel washing
02103500  4 operation.
02105500  0 CAPE FEAR R AT WILM O HUSKE LOCK NR TARHEEL N C
02105500  1 Regulation at high flows 1972-1981 and
02105500  2 complete regulation since September 1981
02105500  3 by B. Everett Jordan Reservoir.
02111500  0 REDDIES RIVER AT NORTH WILKESBORO, N. C.
02111500  1 Records are unsuitable for anlaysis at less than
02111500  2 monthly resolution due to diurnal fluctuation at
02111500  3 low flow during growing season.
02115500  0 FORBUSH CREEK NEAR YADKINVILLE, N. C.
02115500  1 Records are unsuitable for analysis at less than
02115500  2 monthly resolution due to diurnal fluctuation at
02115500  3 low flow during growing season.
02116500  0 YADKIN RIVER AT YADKIN COLLEGE N C
02116500  1 Subject to regulation since 1962 by upstream
02116500  2 W. Kerr Scott Reservoir.
02117500  0 ROCKY CREEK AT TURNERSBURG, N.C.
02117500  1 Records are unsuitable for analysis at less than
02117500  2 monthly resolution due to diurnal fluctuation
02117500  3 at low flow caused by mill above station.
02118000  0 SOUTH YADKIN RIVER NEAR MOCKSVILLE N C
02118000  1 Diversions for municipal supply above station.
02131000  0 PEE DEE RIVER AT PEEDEE, SC
02131000  1 Station is affected by regulation at low and
02131000  2 medium stages by power plants upstream in North
02131000  3 Carolina, although the size of the drainage area
02131000  4 serves to dampen their influence.
02135000  0 LITTLE PEE DEE R. AT GALIVANTS FERRY, S.C.
02135000  1 Records may not be suitable for analysis at
02135000  2 less than monthly resolution prior to August,
02135000  3 1967: daily values were based on twice-daily
02135000  4 gage readings plus crest-stage gage.
02147500  0 ROCKY CREEK AT GREAT FALLS, S. C.
02147500  1 No record in water years 1982-1986.
02154500  0 NORTH PACOLET RIVER AT FINGERVILLE, S. C.
02154500  1 Record is unsuitable for analysis at less
02154500  2 than monthly resolution due to notable
02154500  3 diurnal fluctuation at low and medium flow
02154500  4 induced by mill above station.
02156500  0 BROAD RIVER NEAR CARLISLE, S. C.
02156500  1 Record is unsuitable for analysis at less
02156500  2 than monthly resolution due to some regulation
02156500  3 at medium and low flow by powerplants above
02156500  4 gage.
02164000  0 REEDY RIVER NEAR GREENVILLE, S. C.
02164000  1 No record from October 1971 to May 1987.
02165000  0 REEDY RIVER NEAR WARE SHOALS,S.C.
02165000  1 Record is unsuitable for analysis at less
02165000  2 than monthly resolution due to some regulation
02165000  3 at medium and low flow by powerplants
02165000  4 gage.  Gage was moved downstream in 1978.
02169630  0 BIG BEAVER CREEK NEAR ST. MATTHEWS,S.C.
02169630  1 Record included for geographic coverage;
02169630  2 however, records for several years have only
02169630  3 a "fair" rating.
02173500  0 NORTH FORK EDISTO RIVER AT ORANGEBURG,S.C.
02173500  1 There is a minor diversion of 9 cfs above gage.
02176500  0 COOSAWHATCHIE RIVER NR HAMPTON S.C.
02176500  1 Record is not affected by either regulation or
02176500  2 diversion, but does show some no (zero) flow
02176500  3 days in 1951, 1954, 1956, 1957, 1968, 1969,
02176500  4 1980, 1981, 1982, 1986, and 1988.
02192000  0 BROAD RIVER NEAR BELL, GA.
02192000  1 Records prior to August 1, 1937 do not meet
02192000  2 the specified standards of accuracy.
02196000  0 STEVENS CREEK NEAR MODOC, SC
02196000  1 No record from October 1978 to October 1983.
02206500  0 YELLOW RIVER NEAR SNELLVILLE, GA.
02206500  1 Major urban development in basin starting
02206500  2 with water year 1963.
02213500  0 TOBESOFKEE CREEK NEAR MACON, GA.
02213500  1 Records affected  by reservoir upstream
02213500  2 starting with water year 1968.
02217500  0 MIDDLE OCONEE RIVER NEAR ATHENS, GA.
02217500  1 Records are unsuitable for analysis at less
02217500  2 than monthly resolution due to power plant
02217500  3 regulation at low flow.  Records prior to
02217500  4 May 1, 1937 do not meet the specified
02217500  5 standards of accuracy. Withdrawal for
02217500  6 water supply initiated in water year 1984.
02218500  0 OCONEE RIVER NEAR GREENSBORO, GA.
02218500  1 Records are unsuitable for analysis at less
02218500  2 than monthly resolution due to power plant
02218500  3 regulation at low flow.  Records prior to
02218500  4 April 1, 1937 do not meet the specified
02218500  5 standards of accuracy.
02219500  0 APALACHEE RIVER NEAR BUCKHEAD, GA.
02219500  1 Records prior to April 1, 1937 do not meet
02219500  2 the specified standards of accuracy.
02225500  0 OHOOPEE RIVER NEAR REIDSVILLE, GA.
02225500  1 Records prior to May 25, 1937 do not meet
02225500  2 the specified standards of accuracy.
02228000  0 SATILLA RIVER AT ATKINSON, GA.
02228000  1 Records prior to October 1, 1931 do not meet
02228000  2 the specified standards of accuracy.
02273000  0 KISSIMMEE R AT S-65E NR OKEECHOBEE, FLA.
02273000  1 Since 1962, flow regulated by control
02273000  2 structure and diversions from Lake Istokpoga.
02317500  0 ALAPAHA RIVER AT STATENVILLE, GA.
02317500  1 Records prior to December 10, 1931 do not meet
02317500  2 the specified standards of accuracy.
02331600  0 CHATTAHOOCHEE RIVER NEAR CORNELIA, GA.
02331600  1 Records are unsuitable for analysis at less than
02331600  2 monthly resolution due to power plant regulation
02331600  3 at low flow.
02337000  0 SWEETWATER CREEK NEAR AUSTELL, GA.
02337000  1 Records prior to March 24, 1937 do not meet
02337000  2 the specified standards of accuracy.
02339500  0 CHATTAHOOCHEE RIVER AT WEST POINT, GA.
02339500  1 Records prior to October 1, 1925 do not meet
02339500  2 the specified standards of accuracy. Records
02339500  3 affected by reservoir upstream starting with
02339500  4 water year 1956.
02347500  0 FLINT RIVER NEAR CULLODEN, GA.
02347500  1 Records prior to July 21, 1928 do not meet
02347500  2 the specified standards of accuracy.
02349500  0 FLINT RIVER AT MONTEZUMA, GA.
02349500  1 Records prior to July 1, 1930 do not meet the
02349500  2 specified standards of accuracy.
02353500  0 ICHAWAYNOCHAWAY CREEK AT MILFORD, GA.
02353500  1 Records prior to October 1, 1939 do not meet
02353500  2 the specified standards of accuracy. Records
02353500  3 affected by major ground water pumpage for
02353500  4 irrigation starting with water year 1976.
02356000  0 FLINT RIVER AT BAINBRIDGE, GA.
02356000  1 Records prior to October 1, 1928 do not meet
02356000  2 the specified standards of accuracy. Records
